,0
2037,"We like the location,the luxury rooms with a view (except for some bad experience with the bathroom in the middle of the night) and the fact that we could spend the time walking, relaxing and shopping within one cool complex."
2038,The room was lovely
2039,"Amazing hotel with great staff. The rooms at the Ventian are way bigger than your average room in Vegas (I've stayed at the Mirage & MGM before). We booked a Luxury King Suite and it was huge with a great big comfy bed, lounge area and a huge bathroom.
The hotel Amenities are plentiful as are the number of pools.
The location is great, right on the strip and next door to Hurrahs with the cheap seat Black Jack Tables.
I left my IPad Mini on the bed and only realised when I was at the airport leaving Vegas. The staff have been awesome locating it and shipping it to my home address."
2040,The maid cleaning the room was lovely and did a very good job.
2041,"it is really posh, huge and gorgeous. it does have a valet parking. there are 3 pools and beautiful full of light hall for gambling. the room is big, the scenery from the highest floors is awesome. there a canal with real gondoliers inside the hotel!!! in close distance to the most highlighs, including High Roller."
2042,"Location is good, staff listen to you."
2043,Great hotel and we had a beautiful suite. Got to check out two hours late which was good for us. I usually stay at the bellagio but will consider the Venetian in the future.
2044,Beautiful and romantic feminine suites that are any girl's dream come true hotel stay. Awesome bathroom too.
2045,"very good location, nice suite. luxury and confortable.  A little too expensive."
2046,"1. Being able to set up an open account to cover ongoing expenses such as meals, drinks etc.  A complete itemized account was provided prior to check out.
2. The resort was bright, clean and the food and beverage options were excellent.
3. Convenient and comfortable when relaxing."
2047,"The standard suite is very nice. Of course the hotel is majestic, but perhaps a bit too chaotic due to the Grand Canal Shop Center, while other hotels seems to have a more ""intimate"" environment."
2048,Good sized rooms and comfortable and very clean
2049,"the room is gorgeous
部屋は広いし、立地は良い"
2050,"Comfort room and bathroom
Luxery"
2051,Self contained and spacious
2052,Nice room with great beds.
2053,"The suite was luxurious. The pool was amazing.  The theme was very well executed with the shops, canal and restaurants. Loved it and would love to go back."
2054,"Good location to vegas strip , comfortable room , big swimming pool with good pool side bar . Rock of ages show outstanding"
2055,The Room is beautiful.
2056,Rooms are huge and beautiful! Love the Grand Canal shops and restaurant options
2057,"Location does not really matter in summer time, as it hell-hot outside an you stay all the time inside the building.
Very helpful & friendly staff, nice room with decent rennovation."
2058,"The suite was exquisite and a real treat to stay in- double bathroom, large suite room. We couldn't have asked for more. Fantastic pool and amazing gym facilities. Access to some great restaurants within the. Venetian complex."
2059,The hotel was beautiful. You could just stay there and not leave for anything if you didn't want to. There were stores and many places to eat all in one.
2060,"Large room, all staff were very friendly and helpful"
2061,The large suites have brilliant views. While you certainly pay more than many other hotels on the Strip it's well worth it for the space and comfort.
2062,Overall the hotel was amazing. Staff was really nice everywhere! Front desk staff was very polite and helpful!
2063,Great size rooms and views. Excellent beds and bathroom.
2064,"The room is great, room service was great and it was very nice not having to wade all the way through the casino to get in and out of the room."
2065,"Was rerouted to the Palazzo with $45 upgrade per nite.The size of the
suite, view of the strip, location, next to Wynn and across the street
from Fashion Show Mall, convenient. Took in the Frank Sinatra Show,
highly recommend that.Fab stay there! Would def do it again!"
2066,"Beautiful hotel in a beautiful location, very helpful and flexible personnel. Great food in Grand Cafe, nice casino. Wanna be back!"
2067,Room was nice and seemed clean. The area above the gondola was cool!
2068,"The room and it's appointments were outstanding. We were on the 6th floor with a mountain view which was beautiful and also quiet. 
The service provided by all staff was uniformly courteous and efficient. All amenities are top-drawer."
2069,Great looking room.
2070,Cannot complain about the quality of the suites or the pool areas
2071,Loved the restaurants and shopping for my wife.
2072,The property only. Staff was disappointing !
2073,The Hotel Rooms were Superb.
2074,"Sheer Opulence of the property,the location - the nicest part of the Vegas Strip - next to excellent properties.The room (king suite) was beyond our expectations - opulent and yet extremely comfortable."
2075,"Very large rooms, with all the comfort you might need, more like a small apartment than just a hotel room. Crazy but wonderful atmosphere, many many shops and places to dine, you need not go outside the hotel to have a dream stay! Wonderful beds as well."
2076,"Excellente location. One night I was dehidrated, the hotek took csre of us and in 10 minutes I had professionals taking care of me."
2077,I stayed there in 2000 and it was great and now we stayed this July and it was even better. It is expensive but worth it.
2078,"The Venice feel was great. I have not been to Venice yet, but I feel like I have experienced Venice."
2079,"Beautiful rooms, pool, and lobby areas. Lots of good (but expensive) restaurants and shops in the complex."
2080,We loved the architecture and beauty of the building.  We loved the pools!  We loved the choices of restaurants.  We loved how fast the room was ready.  We loved the way the elevators worked so that you were always guaranteed to get on fast!
2081,"Not sure if we were just lucky, but we got to check in at 10:30 am! The place is gorgeous and customer service is awesome. The rooms feel so luxurious. Will definitely stay here again!!!!"
2082,"Employees extremely helpful from pulling in to checking out. Could not tell if any empl
Employees superb from pulling in to checking out. If anyone was having a bad day I couldn't tell. Exceptional. Wish some were working for me. Appreciated room upgrade!!!"
2083,Even though the shower clogged in the morning they were nice enough to give us the resort fee back to our account
2084,Huge complex with variety of amenities on ones doorstep. Integrated retail mall means you practically don't need to leave the place. Nicely proportioned suites.
2085,The room was beautiful and the bed was very comfortable.  The staff was very helpful and friendly.  They have been trained well.
2086,We loved Otto's restaurant and the pool.
2087,Location
2088,Fabulously appointed rooms with beautiful facilities.
2089,The view and the room was beautiful. We enjoyed the overall comfort of the hotel and the staff was very helpful
2090,"The resort was beautiful, humongous, and so glamorous!"
2091,"The breakfast, staff, room, hotel, everything pretty much! We would love to stay again."
2092,The overall building was nice as it was our first time in Vegas.
2093,Suite was palatial.  Very comfortable.
2094,Great room that had all we needed. The room design that should be the benchmark for others!
2095,"Stayed only 3 nights, not enough to discover everything in Hotel and Vegas . My room choice was upgraded for free ."
2096,Convenient location to connect shops and restaurants
2097,"Pretty much everything else
Special thank you to friendly and helpful staff member(s), gave us a good room and told us a lot of information on how to make the most of our short stay"
2098,"Very spacious and well appointed room, with all the facilities available on the property."
2099,"- very big and luxurious room
- nice bed
- friendly staff
- The hotel is super big so don't expect a very personal approach. 
- breakfast in the room is nice when you have a room with a view of the strip"
2100,"Lots of things to do, great entertainment. We didn't even leave the hotel much during our stay."
2101,"Amazing facility, best bed ever, superb location"
2102,"Rooms were big,and quite nice 
Gym facilIties was great"
2103,"I absolutely loved everything....the marble floors, all the beautiful
paintings and the ceilings with all the paintings I felt like I was at
the Sisteen chapel In Rome Or Venice Italy. The pool area is
incredible...many pools to choose from."
2104,The room was amazing. The hotel itself blew us away. Could spent the whole week just in the hotel.
2105,"most everything about this hotel is excellent. the rooms are spacious and well kept, the staff smiling and always helpful."
2106,Can't say enough about The Venetian!  They know how to please their guests.  Everything was perfect.  Next time I visit Vegas I'll definitely stay here.  We also stayed at the Bellagio for several days this trip and there is no comparison.  The Venetian is tops in all categories!
2107,"The room was fantastic, overlooking one of the superb swimming pools.  We had breakfast in our room each morning and it was faultless.  Number 1 choice for vegas hotels."
2108,I liked the fact that everything is made for you to have fun and confort for your hollidays. nothing is missing.
2109,"Great location, excellent service for a large scale hotel. This is a large hotel and very crowded. Use common sense. Avoid checking in during primetime to avoid a long wait. Taxi lines are long. Ask the curb side service for a town at or limo if you have a large group. It might be a few bucks more but you'll save a lot of time if that is important. There is staff everywhere and always helpful."
2110,"Nothing . It is just a big hotel machine , with no customer orientation ."
2111,Bed was super cozy!
2112,The hotel was beautiful. Our suite was spacious and gorgeous.
2113,"The location and amenities were ideal. The bathroom was large and roomy.
The beds were also very comfy. We really enjoyed the size of the suite.
Our bellhop and the valet were very friendly."
2114,"The location was wonderful, the gondola ride made you feel like you were in Italy. Very friendly staff and very proficient and efficient. Bed super comfortable and quiet rooms."
2115,"Beds were so comfortable and room was lovely. We stayed in 11-428 which had lovely view of the strip. Room description stated seperate shower in bathroom but ours was over the bath, no big deal but if you had issues getting in and out of a bath you should clarify this with hotel."
2116,Rooms look nice and the gym was excellent.
2117,"What can I say, this hotel has got 7100 rooms, 19 restaurant, casino, 5 pools and 80 stores of shopping. We felt almost royal staying here. The room was amazing, we ordered breakfast in the room and it was even better. We went out to eat steak at delmonicos restaurant in the hotel, and it was really the best service and the best steak we have ever had. They made us feel special. The pool areas are really nice in the Las Vegas june heat. free parking, but extra resort fee for wifi and use of pools. Would recommend it to anyone"
2118,"Comfort and spaciousness of room, outlook/ view from large window."
2119,"Location.
Theme.
Room style."
2120,The bed is really comfy. That's the only 5star thing at this hotel room.
2121,"The suite was great, and roomy. We loved all the space! Nice Hotel that makes sure you have a keycard before letting you on the floors!"
2122,"The suites at the Venetian are newly renovated and are beautiful and spacious.  I had a 5th floor room which looked out onto the back of another building and air conditioning units and normally I would have complained but the window treatments are so beautifully done and effective that I never needed to open them so the view didn't matter.  First class accommodations and quite spacious.  Comfy beds, nice linens and well appointed amenities;  3 tv's, adequate lighting, remote controlled draperies and a separate toilet area and makeup table.  The canal shoppes are attached to the property and lead to the sister property, the Palazzo."
2123,"Nice hotel, clean, well apportioned."
2124,The Venetian is a city within itself!
2125,"The Venitian has it all!!  Amazing world class restaurants, shopping, nightclubs, three pools and superior service.  Marble everywhere you look and extremely clean!  Oh and the gambling is stellar!!"
2126,Restaurants! Grand lux cafe is very nice!
2127,"The room was huge and super luxurious
Great personnel
Very nice restaurants
It looks amazing
One of the best hotels I have been to in my life"
2128,The hotel has everything inside from shopping to casinos to eateries to night club to Vegas shows ... Name it and you have in the hotel
2129,Flight was early in the a.m.(8:30) and late departure 10 at nite.  Hotel permitted early checkin and instead of 11 checkout time granted our stay till 6 p.m. Everyone was hospitable.
2130,Beds were very comfortable and clean.
2131,Nothing..the checking in process and hospitality  at reception was so bad that we opted not to stay with them even after paying them
2132,We were upgraded to a larger suite upon arrival and granted early check-in
2133,"Fab hotel, fab location, great first time experience of Vegas"
2134,"Beautiful room (stayed in the Bella Venetian suite), with a great view. HUGE bathroom, and probably the most comfortable bed I have ever slept on. Beautiful decor."
2135,"Our suite was ideal a cool oasis away from the scorching heat of Las Vegas
Clean & very spacious with very comfy beds"
2136,"Great hotel with good location and services,bed very comfortable and a big room"
2137,"We liked everything about the hotel.  Staff were very pleasant and helpful. Room was enormous, had amazing views (32nd floor).  The bed and pillows were very comfortable. Housekeeping was also very good. Hotel facilities and decoration was topnotch."
2138,"The hotel and facilities were wonderful and so well looked after, and couldn't wish for a better location."
2139,Availability of reasonable priced eating. The suite itself was very nice.
2140,"Amazing staff - we were upgraded by Remy - a wonderful, friendly girl on reception - she was trying to apologise for our nightmare experience at Bellagio. Room was amazing - could not fault it at all.  Beautiful big bathtub - great for relaxing after a very hot day in Las Vegas. Would recommend for a luxurious stay."
2141,"Customer Service was fantastic.  After check-in, we hiked up to our room and the key did not work in the door.  Rather than having to go all the way back down to the front desk, the manager had security meet me at another (upgraded) room with new keys.  Well done."
2142,"The hotel and its complex reflect the disproportion of Las Vegas.
Our suite was big, very comfortable and well equipped, with a nice view over the hotel complex and the city. Bedding a little soft for us. Huge state-of-the art bathroom.
In-room breakfast was served on time, according to our request, and warm.
Friendly in-room dining personnel."
2143,"The view of the Strip and pool was awesome!  The room was great with a with a very nice bathroom.  Very comfortable bed, also."
2144,"Gorgeous rooms, excellent staff, wonderful restaurants."
2145,This is an amazing property and lots to do.
2146,"This hotel without exception is superb we had an amazing suite with every comfort even had breakfast provided in the room by charming waitresses
There is a wealth of things to do here from riding on a gondola to having dinner in St Marks square - not the real thing but a great imitation 
Didn't want to leave!"
2147,"Staff was very friendly, everyone was willing to take the time to chat with you, make sure you were beyond comfortable. Loved it!
We received three 'free' breakfasts to our suite, and the meals far exceed our expectations. Again, such friendly staff each morning!"
2148,"Breakfast was included with our stay.  It was a ""full"" breakfast served by room service complete with white linens and nice tableware."
2149,Rooms are large clean & comfortable
2150,"As soon as I walked in the hotel I was treated like a million bucks. Front desk was very respectful and helpful. When we got to our room and open the door I was amazed, the room was immaculate and luxurious. I wanted to stay in it all day and live there. 
We were fortunate to get free breakfast with our stay and not only that, it was also brought to our room. Oh, I was in heaven cause that enabled me to stay in the room longer. The staff was excellent. I recommend and definitely will be staying at this hotel  again."
2151,Bed
2152,"Has everything you could ever want or need. Pool parties, high end shopping, chill out bars, beautiful decor, excellent casino! Also prime location right on the strip close to the Caesar's, the Bella too etc."
2153,Only Location....
2154,The suite was fantastic - everything that we had hoped for. Better value for money than other 5-star hotels (e.g. bellagio). We had breakfast delivered to the room every day
2155,I mean its the venitian so definitely the luxury
2156,"Wonderful staff. Not a bad one in the bunch. Excellent in-suite
breakfasts. The bed felt like we were at home. Beautifully decorated
suite. Where do they find such wonderful employees?"
2157,I was very impressed with the way that the customer service desk was able to quickly assist clients with the check in process. Move the long line along quickly without having much of a wait.
2158,"I loved the sitting room in each bedroom. Airconditioning was cold which
was great! 103 degrees outside so it was a relief!"
2159,"Location, room, internet wifi, comfort staff, and service."
2160,"The rooms are amazing and extremely opulent. The bathroom is enormous - the walk-in shower is big enough for 2 - should you fancy it!! The beds are super king sized and really comfortable. The pool area is amazing too, but you need to be an early riser to get a sunbed - there was only 1 pool open and a lot of people wanting to sunbathe when we stayed there. It's really worth staying here - they will be a hard act to match should we go back to Vegas"
2161,the suite was huge and very comfortable. The location of the hotel was excellent. Has its own shopping center and many eateries.
2162,Spacious hotel. Pure luxury. Cleanliness of rooms very good.
2163,Loved the canyon spa experience
2164,"Liked the canal & shopping / suite was very nice but room #9-318 faces a concrete mess no view of any kind, that was so disappointing to me"
2165,Nice location and friendly staff.
2166,"For the most part, The Venetian is a good hotel in a great lication. The staff and employees are quite accommodating. They have an extensive list of restaurants."
2167,It's located on the strip
2168,"Took my friend on his first trip to vegas, this is the best hotel yet....staff is everything and so is appearance. Club Tao is also the best nightclub in Las Vegas  also hotel has multiple places to eat and hangout"
2169,"Maybe the best stay I had in all my trips.
Indeed we had a Deluxe Suite at a really good early book rate which made an extremely good Value for Money. When I wanted to add 3 more days , later on , we could not get a similar rate (it was more than double the price)"
2170,"Stayed here for 4 amazing nights. Bed is big and comfortable. Staff is very friendly except the concierge was not very helpful to me when I was looking for a tailor. Also our room had plumbing issues with the shower not draining and one of our sink faucets squirted all over the place. And there was this horrible noise coming from l The plumbing of one of our sinks that would drive me crazy! We had free breakfast every morning and although the menu was limited, it was delicious! Facilities are top notch at this hotel :)"
2171,King suite with a view was spectacular.
2172,The room size and layout was great. Amenities in the immediate area were excellent.
2173,"Love our deluxe room, pool! Check-in was quick, really like the casino,
I especially enjoy the polite and positive staffs at the hotel. While we
were waiting to be checked in this chinese staff came to us and asked if
we are checking in and what are our check-in initials. I think he
thought we needed translation. That was sweet :)."
2174,The room amenities and staff were wonderful.
2175,"Luxuary Hotel where the impossible seems affordable< service is excellent, excellent in-equivalent quality for an affordable price< U have more , much more for U re money when compared to other Hôtels I did<"
2176,"Perfect location on the strip, close to everything. Beautiful themed hotel. Large suits, very clean and well maintained. Free private parking available (a big plus!). We were offered complimentary check out at 1pm instead of 11am)."
2177,"Bella suites lovely rooms ample room for friend to stay and party. 
Celebrating our 30th's beautiful location mid of strip.
Tao restaurant was amazing best Thai food ever & the nightclub entrance too - great fun."
2178,We really enjoyed the large suite and the view from the 31st floor was wonderful.  The bed was super comfortable.  The only thing we didn't like was leaving.
2179,"Really great, not over-prized Hotel at an ideal location of the strip. The all-suite concept if the hotel is fabolous. Great day club."
2180,"loved the location, facilities, entities provided. It has so many scenic places throughout the hotel , it took almost half a day for us just to see it. Took was very comfortable and the service was good. The only thing which did not really make sense was even after paying so much, we did not have a complimentary breakfast included and they charged us for cutlery when asked !!!"
2181,"* Location
* Amenities
* Softest bed ever
* Room with the Strip view - great!
* Shoppes, casino, restaurants within a walking distance
* Clean and nice place
* Free wifi in suite
* Stayed in the 28th floor - not noisy at all"
2182,"The room was nice and the bed very comfortable. Location of hotel was great, if you can find your way out of the hotel."
2183,Suite was well designed and big. Comfy and clean. Good pool and gym.
2184,"Our rooms were impressive.  We liked the suite with the step down living area complete with a sofa,  dining table and another Television .  The two queen size beds were very comfortable and the bathroom was excellent with a separate shower and toilet along with a double sink. The hotel had many reStaurants as well as magnjficent shopping and gaming. It was a lot of fun for the whole family"
2185,"The bedrooms where so clean and plush.
Loved the fantasy element of the whole resort.
Breakfast deal through bookings was good value"
2186,"My mate is still raving about the King Room w/ view accommodations and has already told me that on our trips to Las Vegas in the future she doesn't want to stay anywhere else, but The Ventian. I agree."
2187,The Overall Experience was Just Nothing less than Wonderful ! The Venetian is Such a Beautiful Place to Relax By the Pool And Not To Mention The Fabulous Restaurants  Great Shopping And Memorable Gondola Ride! We Will Be Back!
2188,We loved this hotel and what it had to offer. The pool area is brilliant we always got a sun bed. The gym was great we used it each morning. Breakfast was brought to our suite each morning and laid out on our dinning table. Couldn't fault anything about our stay
2189,"Our Bella Suite was absolutely gorgeous and comfortable and a delight to stay in.  Two of us friends stayed in one suite and our other two friends were in an adjoining suite, so it made it a blast to be there together and we played lots of bridge in addition to running around in town.  I got sick however I needed the concierge to advise on where the closest CVS pharmacy was so my out of town Dr. could send a prescription.  The concierge told us it was just across the street so we walked over there to find that that CVS has no pharmacy and my prescription got sent to another pharmacy that was a $30 taxi ride!  I was also unable to go out for dinner or to the show we had purchased tickets for that night, so I stayed and had room service send up hot tea and a bowl of miso soup.  That tea and soup cost me $44-----and that made me feel even worse!  It would be nice if the hotel provided the cure rig coffee maker that makes one cup of tea or coffee at a time instead of requiring room service to bring  a coffee or tea up or the guest to have to go down stairs to buy coffee and bring it back to the room. For us it was a 21 floor elevator ride, a very long hallway ---because we were at the far end of it --- and the plain coffee was $10 and cold by the time you got it back to your room where there was no way to heat it.  I guess I should've written this last part where I vent my frustrations in the box below, but didn't realize you were providing a place for comments about negative thoughts. Sorry."
2190,"Everything; free valet parking, clean rooms, nice location and view (in the middle of strip street), friendly staffs, the mall linked to the hotel is excellent. We loved almost everything at The Venetian."
2191,"The room/suite was great, ambiance of facility first class, and the friendly staff accommodated all our requests. Be prepared for long walks to get from location to location in the hotel."
2192,"All rooms are suites, great views from higher floors, good location on strip"
2193,"The Venetian was gorgeous, clean, and new, worth staying there for the opulence."
2194,"Staff was friendly and helpful, the breakfast was awesome and the hotel location is simply great."
2195,Nothing worth to talk about
2196,The level of comfort was great.
2197,"Room/bathroom were spacious, nothing
less you would expect of a small suite,
beds were very comfortable,
staff was very helpful and polite"
2198,Staff was excellent. The large suite.
2199,Everything
2200,"Loved everything about this place - gorgeous, spacious rooms, friendly staff. Yes it's large and takes a while to navigate, but that's just Vegas."
2201,"I mean the Venetian is great I have stayed probably about 20 times, but will never stau again."
2202,"The hotel is amazing, you could stay there for a week without going outside. Staff were friendly and couldn't do enough - really helpful"
2203,I like the fact that selection of food amenities are available.
2204,Gaming was fun. The fine dinning was good and staff attitude was very good.
2205,"I cant imagine anything better. The staff was always very attentive to our needs. The hotel is elegant and first class all the way. This is a prime example of ""you get what you pay for""."
2206,"We enjoyed the facilities in our room-comfortable bed, spacious bathroom and impressive view (away from the Strip) & soundproof rooms!"
2207,Friendly service. Beautiful suite and luxurious.
2208,Beautiful facility with a wonderful selection of food venues.  Excellent flow in check-in and check-out.
2209,The overall hotel.
2210,"Every thing was nice, specialy the wide suites, and the complementary parking."
2211,"the suite was big with new furniture
staff are helpful 
the facilities and the restaurant was excellent 
we love every things in this hotel and we recommended it"
2212,"Staff very friendly especially concierge
very clean
very convenient as it's exactly on the strip 
has all facilities required."
2213,Nice Suite
2214,Great location and beautiful hotel. Amazing shops and the gondalas are wonderful!
2215,"Rooms were excellent , large,clean, quiet with all mod cons"
2216,"All was excellent , nothing to comment"
2217,"Hotel and everything associated with it  (accommodations, ambiance, maintenance, staffing), was 5 (of 5) stars."
2218,True to the website pictures and feed back.
2219,"Cleanliness, location, room comfort. Staff willingness to help , convenience of everything under one roof."
2220,"Our suite was on the 26th floor and had an amazing view of the Las Vegas Strip. The room was clean,spacious and had a fully stocked snack/beverage bar. The hotel is located right in the heart of the strip so we did not have to travel very far to get to our activities for the evening. During the day we spent our time at the hotel pool, it felt like a day club and had amazing service."
2221,"The place is absolutely beautiful. A true masterpiece in itself and an
incredible reflection of the effort that went into building it by
those involved in the making of the hotel. Received $25 food voucher
in last day of stay. Quality is seen everywhere - with everything
except the service."
2222,The free breakfast was great.
2223,I loved the sportsbook.  I read about it online prior to booking my room and it was the primary reason for selecting the hotel.  It didn't disappoint.
2224,"the hotel is really good. The only restaurant where you can eat well, without spending a fortune is the Canaletto. Other restaurants are definitely too expensive and the food is average."
2225,The Venetian is a large busy hotel with great amenities and restaurants. Our room was spacious and clean with a very comfortable bed. We really enjoyed our stay and would definitely stay again.
2226,"The location, the room size. The bed was amazing. Very clean. Bars and restaurants nicer than most on the strip as some are just slap bang in the middle of the casino so don't really get their own atmosphere."
2227,"Short walks to Coluseum, the ferris(sic) wheel, and great restrauants, bakeries and bars on property. Frankly, we liked every thing about the Venetian/Palazzo hotel."
2228,The room was huge and spacious for just me and my fiance
2229,"Great pool, lovely rooms, unbelievable surroundings."
2230,The room was amazing. We had a king suite and everything was just great! Really comfortable and spacious with a huge bath to relax in.
2231,What I liked about the Venetian was the helpful staff. They certainly went out their way into making sure we were taking care of.
2232,"The suite, the in suite breakfast every morning (included with the room fee) the staff, shops, restaurants, decor, casino, location on the strip....everything!!!"
2233,"Clean,comfortable,and friendly."
2234,"Loved the choices of foods, shopping and fun.  We could have stayed at the hotel the whole time in Vegas and never left.  Incredible hotel and awesome service."
2235,"Is in the center of the strip, conveniently located boulevard, the gondola ride inside is better than OUTDOOR, the gondoliers are excellent singers"
2236,"Wonderful suite, great location, beautifully clean everywhere, very helpful staff"
2237,The suite was lovely. The Grand Canal Shoppes and St Mark's Sguare with the canal and gondolas was very authentic. The frescoes on the ceilings were amazing.
2238,"Everything.
Mary and Magen from the Prestige lounge who helped to make our wedding day extra special.
Ron, our limo driver who picked us up from the neon boneyard who was lovely and fantastic."
2239,"I like the hotel itself, and the size of the rooms."
2240,The overal atmosphere of the hotel is incredible along with it beautiful artwork.  It has amazing swimming pools and I love the all room suites.
2241,"The atmosphere was great. The casino was big, a nice verity of restaurants, and shops.
The pool was also big."
2242,bed was amazing and the shopping area was jaw dropping.
2243,Amazing hotel inside and out
2244,"Had a great experience walking  through the canal shoppes. The gondoliers were fun and they sing really well, such a treat to see. The ceiling and street artists are amazing. The Venetian is a beautiful hotel and the suites are really nice and comfortable."
2245,"I enjoyed the hotels look and feel, it was very pretty and the room was spacious, the staff was very nice and helpful. The location was just perfect for me to walk the strip either way and I would come back again."
2246,"Beautiful Suites, free full ""in room"" breakfast came with Package. The Venice Canal experience upstairs is just amazing....better than Disneyland! Incredible restaurants and bars are everywhere."
2247,"Excellent ,clean and good for shopping,nice."
2248,The suite was excellent comfortable bed and the pillows ... Ahhhh
2249,This hotel is near perfection if perfect exists this is as close as it gets.
2250,Room was spacious.
2251,"I always love the Venition! It's hard to get us out of the hotel!!
We love the clubs and shops that are there!"
2252,The staff inside the hotel and the bellman that helped with luggage were very friendly and helpful. Nice rooms and will stay again
2253,The staff was always friendly and professional.  We had a great view.  My husband loved the robe!
2254,"Being  first time visitors celebrating  our anniversary,  we were overwhelmed with the comfort and luxury of this hotel.  The staff were exceptionally friendly and helpful tending to all our needs as visitors.  Will definitely stay here again."
2255,"We visited 5 of the major 4 and 5 star hotels in Las Vegas and this one is for us the best.
Everything is so nice, the room never seen something like this.
Shopping on the side of the indoor canals, a worderfull swimming pool.
Next year we go to this hotel for all the Vegas days."
2256,Loved how spacious the suite was and how comfortable the bed was. Friendly staff and quick response when we had a slight issue with the power in the bathroom. We all had a great time and would definitely return again.
2257,You don't have to leave the resort unless you want to because they have everything right there on the resort property. They even have a FedEx store to mail all your things home you purchased! I won't stay any place else!
2258,"The hotel is a luxury hotel self sufficient in almost all aspects. Sleep, eat, drink, have fun, in teh same place. The room was veri comfortable.We were able to reach almost any place we wanted to see in Vegas by a short walk."
2259,"It was pleasure to stay at your hotel, the bed was excellent. Your casino was perfect, we would like to stay some more days. Everything was nice, may be if you can put some more direction it will be better. Because it is really huge at casino stage. You can be lost easily :))"
2260,"I completly fell in love with this hotel! The suite was big and beautiful, everything I hoped for and more. Great location and staff were fantastic- receptionist even managed to rectify booking.com's error when we arrived and only 1 night had been booked yet booking.com were meant to extend this to 2 nights for us. Receptionist even matched out first night rate after a few minutes managed to change a few things round so we could stay in the same room for 2 nites. Can't wait to head back in the future!"
2261,"Room, staff, casino and restaurants were all great."
2262,IhotelI love the suite. The view I had of the Vegas strip.
2263,Early check-in (1pm) was possible without extra fee.
2264,The Duty Manager was very sympathetic and gave us credit and food vouchers as there was no room available as booked.
2265,"Absolute convenience from clubs, restaurants and bars. Great New Years with several options without even leaving the hotel and fireworks from palazzo deck! Rental car return on property and adjacent to mall for any extra shopping."
2266,the location to the trade show was excellent. The suite rooms were excellent. The restaurants in Saint Marks Square were excellent.
2267,Location
2268,The room was fantastic. Beautifully decorated with an abundance of space. The ever helpful staff were professional and assisted in making our stay enjoyable.
2269,"The size of the room
The location
The comfort of bed"
2270,The staff and hotel facilities were excellent and a perfect way to visit Vegas. The concierge helped with planning out shows and excursions to make it a great experience with the best seats at the shows.
2271,"Size of room
Comfortable bed
Location of hotel
Choice of restaurants"
2272,I have stayed at different hotels in Vegas but Venetian hotel is really exceptional. We had a great time from playing blackjack and slot machines and all the friendly staff . The spacious room and a very comfy bed . What a pleasure we really enjoy our stay at venetian and definitely will be back and stay at venitian again soon.
2273,"Location
Room size"
2274,Very beautiful hotel......shopping and food just great......
2275,"Suite was great- well appointed and we had a great view of the strip
Good location although mid strip would have been better
Front desk staff were good"
2276,Very grand. Staff we're very good. Spacious for two.
2277,"The room was magnificient. Spacious and luxurious. 3 Televisions, lounge area, bathroom and beds beautiful. Room was ready before allocated checking in time."
2278,The gym and the location.
2279,"Excellent hotel, casino and shopping mall!
room was spacious and clean
internet was free
we had the breakfast included in the price which was an in-room breakfast"
2280,"Location and room size.
Close to the mall and a fantastic choice of food and restaurants."
2281,Everything
2282,Cozy bed. And pool was super.
2283,"Room was comfortable, hotel facilities are amazing"
2284,Love the rooms!
2285,Nice sized rooms
2286,"The room is just amazing! The price is really incredible also, considering it's one of the best hotels in Vegas."
2287,Everything is good
2288,Very spacious and comfortable.
2289,The hotel had everything under 1 roof
2290,Comfortable bed.  Nicely decorated room.  Good location.
2291,Had the absolute best customer service! So happy I stayed here!
2292,Good location with good amenitities. Comfy beds and pillows
2293,Excellent food. No reason to leave the property
2294,location and facilities
2295,"The bed was really comfortable, the room was luxurious and spacious. The hotel is in a great location and has lots of restaurants to choose from."
2296,"Size of the room
Cleanness 
Location
Restaurants"
2297,"great hotel, location"
2298,Luxury suite with comfortable and tasteful furnishings.  2 TVs and plenty of space.   Huge bathroom.
2299,Location
2300,Beautiful all the way
2301,"No coffee pot in the room, there's very little hot water for the shower, toilet clogged."
2302,"Beautiful resort, beautiful room, comfy bed."
2303,"I enjoyed the scenery, the staff was great and the food was delicious!"
2304,My room was absolutely beautiful.
2305,"the front desk clerk was super helpful, our room was remarkable"
2306,Great hotel every thing just fine
2307,"great room, bed and bathrobes"
2308,The customer service reps were very polite.
2309,Room was great. Large and comfortable
2310,"My stay was so good, i come back for sure!"
2311,Location
2312,Everything!
2313,Everything.
2314,Absolute luxury from start to finish
2315,It was OK but aging. For the money paid i was not wowed.
2316,Large room.
2317,Location
2318,"Everybody was accommodating, The facility was in excellent condition."
2319,Everything
2320,"Great location, great dining options, very nice rooms."
2321,luxury style and good view
2322,Everything was awesome
2323,Spacious and bright room.
2324,The bed was really comfortable and the suite was lovely
2325,The entire hotel services and suite were wonderful.
2326,The room was very spacious and very clean.
2327,Loved the room. Location and view was nice. Bathroom was lovely.  I will stay here again.
2328,Bed was so comfortable!!  Loved room!
2329,"Room layout ,restaurants"
2330,"Location , staff , facilities"
2331,Bed was great!
2332,"Nice bed, nice room."
2333,Fantastic hotel - beautiful
2334,Everything is amazing
2335,Big room
2336,The rooms are very large with a great view!
2337,The bed like a cloud
2338,The bed was like sleeping at home.  Very nice.  The staff was great also.
