,Name,Nationality,Date,Score,Topic,Tags,History reviews
2753,Ryan@2017,United Kingdom,"Reviewed: December 2, 2015",9.2,Fantastic location on the strip.,• Leisure trip• Group,23 Reviews
2754,James,United States of America,"Reviewed: December 2, 2015",9.6,The feel of the place.,• Leisure trip• Couple,4 Reviews
2755,Norma,Brazil,"Reviewed: December 1, 2015",9.6,"Convention center on site
",• Business trip• Couple,26 Reviews
2756,Evelyn,United States of America,"Reviewed: December 1, 2015",10,"I love everything of venetian
",• Leisure trip• Family with young children,10 Reviews
2757,Thomas,United States of America,"Reviewed: December 1, 2015",5.0,Location,• Leisure trip• Couple,1 review
2758,Anonymous,United States of America,"Reviewed: November 30, 2015",5.4,Hotel check in staff very polite,• Leisure trip• Group,1 review
2759,Dorothy,Ireland,"Reviewed: November 30, 2015",6.7,Great room.,• Leisure trip• Family with older children,3 Reviews
2760,Anonymous,United States of America,"Reviewed: November 30, 2015",10,Great variety of shops and restaurants!,• Leisure trip• Family with older children,1 review
2761,Martin,United States of America,"Reviewed: November 30, 2015",10,The suite was indeed a beautiful luxurious room with great...,• Leisure trip• Solo traveler,12 Reviews
2762,Eric,United States of America,"Reviewed: November 29, 2015",9.6,Luxury and the comfort,• Leisure trip• Couple,1 review
2763,Keiya,United States of America,"Reviewed: November 29, 2015",9.2,The size of my room,• Leisure trip• Couple,2 Reviews
2764,Tae,United States of America,"Reviewed: November 29, 2015",7.5,Concept,• Leisure trip• Couple,1 review
2765,Miriam,United States of America,"Reviewed: November 29, 2015",10,How beautiful and convenient.,• Leisure trip• Couple,6 Reviews
2766,Dorothy,United States of America,"Reviewed: November 29, 2015",5.4,The front desk is closely connected to the casino lobby.,• Leisure trip• Couple,1 review
2767,Stephen,United Kingdom,"Reviewed: November 29, 2015",9.6,The room was fabulous the Venetian is fabulous,• Leisure trip• Couple,1 review
2768,Omar,United Arab Emirates,"Reviewed: November 29, 2015",4.2,No complimentary water and high room service costs,• Leisure trip• Group,5 Reviews
2769,Shirlynn,United States of America,"Reviewed: November 28, 2015",10,It was all beautiful.,• Leisure trip• Couple,1 review
2770,David,United Kingdom,"Reviewed: November 28, 2015",10,Everything and all the staff were very helpful and friendly,• Leisure trip• Couple,1 review
2771,Kim,United States of America,"Reviewed: November 27, 2015",10,"Very comfortable bedding, spacious bathroom and sitting area.",• Leisure trip• Couple,2 Reviews
2772,Oscar,United States of America,"Reviewed: November 27, 2015",10,Everything was excellent.,• Leisure trip• Couple,1 review
2773,Glenn,United States of America,"Reviewed: November 26, 2015",10,Choice of eating establishments.,• Leisure trip• Couple,13 Reviews
2774,Francis,United Kingdom,"Reviewed: November 26, 2015",10,Great position and excellent facilities.,• Leisure trip• Couple,3 Reviews
2775,Cesar,United States of America,"Reviewed: November 26, 2015",10,The room was so clean very quiete and very comfortable the...,• Leisure trip• Couple,4 Reviews
2776,Tina,United Kingdom,"Reviewed: November 25, 2015",9.6,"Our room, very cosy and comfortable.",• Leisure trip• Couple,2 Reviews
2777,Michael,United Kingdom,"Reviewed: November 25, 2015",9.6,Helpfulness of staff,• Leisure trip• Solo traveler,1 review
2778,Doroteia,United States of America,"Reviewed: November 25, 2015",7.5,"Comfort, location, staff attention.",• Leisure trip• Group,7 Reviews
2779,Anonymous,United Kingdom,"Reviewed: November 25, 2015",9.2,"Amazing hotel, great rooms and view , very clean",• Business trip• Group,1 review
2780,Richard,United States of America,"Reviewed: November 24, 2015",5.4,Room smelled like food by evening,• Leisure trip• Family with older children,4 Reviews
2781,Jesse,United States of America,"Reviewed: November 24, 2015",10,The amazing room and hotel itself,• Leisure trip• Couple,1 review
2782,Hoang,United States of America,"Reviewed: November 24, 2015",8.3,The room is very nice layout for the price.,• Leisure trip• Couple,1 review
2783,Laurent,France,"Reviewed: November 24, 2015",9.2,Crazy room,• Leisure trip• Solo traveler,1 review
2784,Erin,United Kingdom,"Reviewed: November 23, 2015",10,Everything!,• Leisure trip• Couple,2 Reviews
2785,Vannessa,United States of America,"Reviewed: November 23, 2015",9.6,loved how clean our room was after the maid came in and...,• Group,2 Reviews
2786,Rodney,United States of America,"Reviewed: November 23, 2015",10,Our room was beautiful and very large.,• Leisure trip• Couple,16 Reviews
2787,Francesca,Italy,"Reviewed: November 22, 2015",10,all rooms are suites,• Leisure trip• Group,12 Reviews
2788,Wurmi,New Zealand,"Reviewed: November 22, 2015",7.1,"Location, parking and room size.",• Leisure trip• Solo traveler,43 Reviews
2789,Colin,France,"Reviewed: November 21, 2015",7.5,very large room with comfortable beds and surprisingly quiet,• Leisure trip• Couple,76 Reviews
2790,Silvana,Egypt,"Reviewed: November 19, 2015",7.1,The hotel was luxurious,• Leisure trip• Solo traveler,12 Reviews
2791,Diane,United States of America,"Reviewed: November 19, 2015",8.3,I did not like the lack of an in-room coffee maker!,• Business trip• Couple,24 Reviews
2792,He,China,"Reviewed: November 19, 2015",7.5,The location,• Leisure trip• Group,3 Reviews
2793,Charlotte,Sweden,"Reviewed: November 18, 2015",10,Amazing!,• Leisure trip• Family with older children,33 Reviews
2794,Mary,United States of America,"Reviewed: November 17, 2015",10,"Going to mark square,listening to the music",• Leisure trip• Couple,1 review
2795,Tricia,Canada,"Reviewed: November 16, 2015",7.9,Nice rooms,• Leisure trip• Group,1 review
2796,Chang,Taiwan,"Reviewed: November 16, 2015",7.1,Decoration of the lobby,• Business trip• Couple,6 Reviews
2797,Saiful,Malaysia,"Reviewed: November 16, 2015",10,"Grand lobby, friendly and helpful staffs, stunning view of...",• Leisure trip• Couple,13 Reviews
2798,Callie,New Zealand,"Reviewed: November 15, 2015",9.2,The room was amazing so was the hotel in a great location.,• Leisure trip• Family with older children,3 Reviews
2799,Robert,United Kingdom,"Reviewed: November 14, 2015",10,Everything,• Leisure trip• Family with older children,8 Reviews
2800,Jurine,South Africa,"Reviewed: November 12, 2015",9.2,Great location,• Leisure trip• Couple,7 Reviews
2801,Mohammed,United Arab Emirates,"Reviewed: November 12, 2015",5.4,Location was good,• Leisure trip• Solo traveler,4 Reviews
2802,Patrick,United Kingdom,"Reviewed: November 11, 2015",9.6,A spectacular hotel with many facilities and a great...,• Leisure trip• Couple,39 Reviews
2803,Michael,United States of America,"Reviewed: November 10, 2015",10,Everything was perfect,• Leisure trip• Couple,6 Reviews
2804,Victor,United States of America,"Reviewed: November 10, 2015",9.6,"Rooms, size decor, cleanliness",• Leisure trip• Couple,1 review
2805,Alexandra,United States of America,"Reviewed: November 10, 2015",9.2,The glass top was dusty on the coffee table and the dinette...,• Leisure trip• Couple,1 review
2806,Anonymous,United States of America,"Reviewed: November 10, 2015",9.2,No coffee maker in room and no room service,• Leisure trip• Family with older children,1 review
2807,Lynn,United States of America,"Reviewed: November 9, 2015",9.2,Our king room suite was marvelous and very comfortable.,• Leisure trip• Couple,1 review
2808,Steven,United States of America,"Reviewed: November 8, 2015",9.6,Staff,• Business trip• Group,1 review
2809,Cathrine,Denmark,"Reviewed: November 7, 2015",9.6,"A spectacular hotel, huge but nice, great service, good food...",• Leisure trip• Family with young children,3 Reviews
2810,Mariella,Sweden,"Reviewed: November 5, 2015",5.4,"Large room and bathroom (Queen)
",• Business trip• Couple,9 Reviews
2811,Joyce,Canada,"Reviewed: November 5, 2015",7.5,Pity that it is still allowed to smoke on casino floor.,• Leisure trip• Couple,5 Reviews
2812,Michelle,United States of America,"Reviewed: November 4, 2015",9.6,"Loved the luxury, went to pamper and relax",• Leisure trip• Couple,2 Reviews
2813,Levani,Georgia,"Reviewed: November 4, 2015",10,super,• Leisure trip• Couple,12 Reviews
2814,Randolfo,United States of America,"Reviewed: November 3, 2015",10,The courtesy and attention provided to my wife and I for all...,• Leisure trip• Couple,1 review
2815,Carmelle,United States of America,"Reviewed: November 3, 2015",10,Romms/Staff,• Leisure trip• Group,2 Reviews
2816,Fan,China,"Reviewed: November 3, 2015",6.7,Nothing special,• Leisure trip• Family with older children,8 Reviews
2817,Donna,United Kingdom,"Reviewed: November 3, 2015",9.2,Room service trays from other rooms left in the corridor for...,• Leisure trip• Couple,9 Reviews
2818,Adrian,New Zealand,"Reviewed: November 3, 2015",9.6,Just perfect.,• Leisure trip• Group,2 Reviews
2819,Akbeyc,Turkey,"Reviewed: November 2, 2015",6.3,Very bad wifi,• Leisure trip• Couple,19 Reviews
2820,Yousef,Kuwait,"Reviewed: November 2, 2015",9.6,Every thing was just perfect,• Leisure trip• Couple,2 Reviews
2821,Aegeanmagic,Greece,"Reviewed: November 2, 2015",10,Room comfort,• Leisure trip• Group,52 Reviews
2822,Edmund,Canada,"Reviewed: November 2, 2015",9.6,Location and quality of the hotel as well as clientele.,• Leisure trip• Family with older children,4 Reviews
2823,Anonymous,United States of America,"Reviewed: November 1, 2015",10,Everything it was beautiful,• Leisure trip• Couple,1 review
2824,Maria,Ireland,"Reviewed: October 29, 2015",9.2,The room was really nice and the bed was so comfortable,• Leisure trip• Couple,8 Reviews
2825,Apache,United States of America,"Reviewed: October 28, 2015",10,very clean,• Business trip• Solo traveler,2 Reviews
2826,Anonymous,Brazil,"Reviewed: October 28, 2015",9.6,"Very beautiful and confortable rooms
",• Leisure trip• Group,11 Reviews
2827,Krisnan,Australia,"Reviewed: October 28, 2015",10,Location and so much to do in the hotel alone.,• Leisure trip• Group,6 Reviews
2828,Eduard,United States of America,"Reviewed: October 27, 2015",9.6,Beautiful king suite,• Leisure trip• Couple,1 review
2829,Anonymous,United States of America,"Reviewed: October 27, 2015",10,"Fast check-in, free valet, and in a great location.",• Leisure trip• Group,3 Reviews
2830,Danielle,United Kingdom,"Reviewed: October 27, 2015",10,"Staff were absolutely amazing 
",• Leisure trip• Group,3 Reviews
2831,Benita,New Zealand,"Reviewed: October 27, 2015",10,We liked everything about the venetian.,• Leisure trip• Couple,13 Reviews
2832,Micheal,United Kingdom,"Reviewed: October 27, 2015",9.6,the staff were brilliant.,• Leisure trip• Couple,4 Reviews
2833,Patrick,United Kingdom,"Reviewed: October 27, 2015",7.5,Hotel,• Leisure trip• Group,1 review
2834,Pickytraveller,Australia,"Reviewed: October 27, 2015",9.6,Human Nature show was amazing.,• Leisure trip• Couple,5 Reviews
2835,Elizabeth,United States of America,"Reviewed: October 26, 2015",9.2,"the shops , the restaurants .",• Leisure trip• Family with older children,4 Reviews
2836,Arlynn,United States of America,"Reviewed: October 26, 2015",9.2,"the room was beautiful,  i loved the shops",• Business trip• Couple,1 review
2837,Maria,Mexico,"Reviewed: October 25, 2015",8.8,Everythng,• Leisure trip• Family with older children,10 Reviews
2838,Anonymous,United States of America,"Reviewed: October 25, 2015",9.2,"Excellent design and declations
",• Leisure trip• Couple,1 review
2839,Barbara,United States of America,"Reviewed: October 25, 2015",10,Beautiful rooms.,• Leisure trip• Couple,1 review
2840,Nikki99,Switzerland,"Reviewed: October 25, 2015",6.3,Location,• Leisure trip• Family with older children,13 Reviews
2841,Andrea,United States of America,"Reviewed: October 24, 2015",9.6,The location of the hotel was perfect.,• Leisure trip• Group,2 Reviews
2842,Nicole,Switzerland,"Reviewed: October 24, 2015",10,"Amazing Hotel, everytime again",• Leisure trip• Couple,1 review
2843,Ken,United States of America,"Reviewed: October 24, 2015",9.6,Great location and staff.,• Leisure trip• Couple,1 review
2844,Anonymous,United States of America,"Reviewed: October 24, 2015",10,Everything and location,• Leisure trip• Couple,1 review
2845,Ramit,United Kingdom,"Reviewed: October 24, 2015",9.2,"Ambience, architecture, opulence, theme of the hotel,...",• Leisure trip• Family with older children,1 review
2846,Dtosoni,Switzerland,"Reviewed: October 24, 2015",8.3,Big room with a lot of space.,• Leisure trip• Group,15 Reviews
2847,Ceri,United Kingdom,"Reviewed: October 24, 2015",9.6,"Our view from 27th floor was amazing, our bathroom was huge...",• Leisure trip• Couple,7 Reviews
2848,John,Canada,"Reviewed: October 23, 2015",10,Lost a lot of money.,• Leisure trip• Couple,10 Reviews
2849,Robert,United States of America,"Reviewed: October 23, 2015",10,fast check in the food the clean rooms and love the staff.,• Leisure trip• Couple,8 Reviews
2850,Anonymous,Malaysia,"Reviewed: October 23, 2015",9.6,"Spacious rooms
",• Leisure trip• Couple,21 Reviews
2851,Anonymous,Ireland,"Reviewed: October 23, 2015",8.3,"bedrooms beautiful ,
",• Leisure trip• Couple,4 Reviews
2852,Joseph,United States of America,"Reviewed: October 22, 2015",8.3,Size of room,• Business trip• Couple,1 review
2853,Judith,United Kingdom,"Reviewed: October 22, 2015",9.2,Room layout,• Leisure trip• Family with young children,10 Reviews
2854,Bill,United States of America,"Reviewed: October 22, 2015",9.6,Smoke in casino,• Leisure trip• Couple,3 Reviews
2855,James,United Arab Emirates,"Reviewed: October 21, 2015",8.8,Nice room,• Leisure trip• Couple,48 Reviews
2856,Thobeka,South Africa,"Reviewed: October 21, 2015",9.6,"Hotel facilities are superb, rooms exquisite, service very...",• Leisure trip• Family with young children,3 Reviews
2857,Vilak,United States of America,"Reviewed: October 21, 2015",7.1,Sofa was fill with semen,• Leisure trip• Couple,2 Reviews
2858,Anonymous,United States of America,"Reviewed: October 21, 2015",10,Central location to several other great venues.,• Couple,1 review
2859,Abdulazizalfarhan,Kuwait,"Reviewed: October 20, 2015",9.6,"Large suite,comfort beds,high speed WIFI",• Leisure trip• Couple,16 Reviews
2860,Shankara,Germany,"Reviewed: October 20, 2015",10,Everything,• Leisure trip• Couple,8 Reviews
2861,Barbara,United Kingdom,"Reviewed: October 20, 2015",9.6,Loved the very large room with separate lounge area,• Leisure trip• Family with older children,4 Reviews
2862,Anonymous,United States of America,"Reviewed: October 19, 2015",10,Room was comfy,• Leisure trip• Group,1 review
2863,Nir,Israel,"Reviewed: October 19, 2015",9.6,"The staff, the location, the facilities",• Leisure trip• Couple,25 Reviews
2864,Sabrina,United States of America,"Reviewed: October 19, 2015",5.8,Beautiful hotel,• Leisure trip• Group,1 review
2865,Thet,Canada,"Reviewed: October 19, 2015",9.2,The bathroom in Luxury Suite!,• Leisure trip• Couple,20 Reviews
2866,Rmc,United States of America,"Reviewed: October 18, 2015",8.8,The rooms were awesome,• Business trip• Couple,1 review
2867,Ian,Australia,"Reviewed: October 18, 2015",9.6,One of the best hotels in the area.,• Leisure trip• Couple,12 Reviews
2868,Christine,United Kingdom,"Reviewed: October 16, 2015",9.6,Fantastic suite with amazing bathroom and there really is an...,• Leisure trip• Family with older children,5 Reviews
2869,Usha,India,"Reviewed: October 16, 2015",9.2,Excellent room.,• Leisure trip• Couple,2 Reviews
2870,Anonymous,United States of America,"Reviewed: October 15, 2015",7.9,Great service and staff.,• Business trip• Solo traveler,11 Reviews
2871,Rh,United Kingdom,"Reviewed: October 14, 2015",9.6,concierge was excellent so friendly and very helpful.,• Leisure trip• Couple,2 Reviews
2872,Suzanne,United Kingdom,"Reviewed: October 14, 2015",6.7,The hotel was far too big and confusing to get around,• Leisure trip• Group,9 Reviews
2873,Ross,United States of America,"Reviewed: October 13, 2015",10,Everything,• Leisure trip• Couple,1 review
2874,Brian,United States of America,"Reviewed: October 13, 2015",9.6,Luxurious,• Leisure trip• Couple,1 review
2875,Omais,Pakistan,"Reviewed: October 13, 2015",9.6,The hotel interior is stunningly beautiful.,• Leisure trip• Group,4 Reviews
2876,Dj,United States of America,"Reviewed: October 13, 2015",10,hotel was nice,• Leisure trip• Couple,1 review
2877,Marina,Israel,"Reviewed: October 13, 2015",10,"Amazing stay at The Venetian, huge room, very nice staff.",• Leisure trip• Couple,2 Reviews
2878,Abdullah,Kuwait,"Reviewed: October 12, 2015",9.6,"luxury , value of money , the grand canal shoppie .",• Leisure trip• Family with young children,28 Reviews
2879,Melinda,United States of America,"Reviewed: October 12, 2015",10,Luxury!,• Leisure trip• Couple,1 review
2880,Gary,United States of America,"Reviewed: October 11, 2015",10,All areas were nice and clean,• Leisure trip• Couple,14 Reviews
2881,Veronika,United States of America,"Reviewed: October 11, 2015",10,"everything was great, room was clean, staff was helpfull
",• Leisure trip• Solo traveler,1 review
2882,Sandu,Israel,"Reviewed: October 11, 2015",9.2,"Elegant, large and comfortable suite",• Leisure trip• Couple,64 Reviews
2883,Israa,Saudi Arabia,"Reviewed: October 10, 2015",10,The suite is awesome,• Leisure trip• Family with young children,5 Reviews
2884,Tomer,Israel,"Reviewed: October 10, 2015",9.2,"Best location in Vegas, Best suite I've seen.",• Leisure trip• Family with young children,9 Reviews
2885,Aizhen,Canada,"Reviewed: October 9, 2015",7.9,building style,• Leisure trip• Couple,1 review
2886,Anne,United Kingdom,"Reviewed: October 8, 2015",10,Fabulous Hotel lovely suite everything was wonderful.,• Leisure trip• Couple,8 Reviews
2887,Anne,United Kingdom,"Reviewed: October 8, 2015",10,Fabulous Hotel lovely suite everything was wonderful.,• Leisure trip• Couple,8 Reviews
2888,Shanavas,Saudi Arabia,"Reviewed: October 8, 2015",2.5,Everything,• Leisure trip• Group,45 Reviews
2889,Leila,Germany,"Reviewed: October 8, 2015",10,SUPER HOTEL.,• Couple,26 Reviews
2890,Fleas,United Kingdom,"Reviewed: October 7, 2015",10,The Venetian is wonderful!,• Leisure trip• Couple,1 review
2891,Byron,United States of America,"Reviewed: October 7, 2015",10,Bathrooms real nice,• Leisure trip• Couple,1 review
2892,Ruby,China,"Reviewed: October 7, 2015",8.8,convenient,• Leisure trip• Couple,4 Reviews
2893,Valerie,United States of America,"Reviewed: October 7, 2015",8.8,The size of the rooms are fantastic.,• Leisure trip• Couple,1 review
2894,Francisco,United States of America,"Reviewed: October 6, 2015",10,Everybody there was kind n very helpful.,• Leisure trip• Couple,1 review
2895,Rong,United States of America,"Reviewed: October 6, 2015",7.9,The resort located in the center of Vegas.,• Leisure trip• Couple,7 Reviews
2896,Forest3000,United States of America,"Reviewed: October 5, 2015",10,MANY PEOPLE,• Leisure trip• Solo traveler,1 review
2897,Udi,Israel,"Reviewed: October 5, 2015",10,Everything,• Leisure trip• Family with older children,35 Reviews
2898,Londonmiami,United Kingdom,"Reviewed: October 5, 2015",7.5,location and size of the room,• Leisure trip• Couple,21 Reviews
2899,Stephen,United Kingdom,"Reviewed: October 4, 2015",10,Amazing Loved everything about this hotel.,• Leisure trip• Couple,64 Reviews
2900,Aurealyn,United States of America,"Reviewed: October 4, 2015",9.6,"Convenience, cleanliness, staff , restaurants,",• Leisure trip• Couple,1 review
2901,Albert,United States of America,"Reviewed: October 4, 2015",10,Service was great.,• Leisure trip• Couple,11 Reviews
2902,Samantha,United Kingdom,"Reviewed: October 4, 2015",10,Lovely hotel well worth the experience.,• Leisure trip• Couple,15 Reviews
2903,Anonymous,Israel,"Reviewed: October 3, 2015",7.5,The final bill is unclear.,• Leisure trip• Couple,6 Reviews
2904,Derek,United States of America,"Reviewed: October 3, 2015",10,"The room, and resort were beautiful.",• Leisure trip• Couple,6 Reviews
2905,Laura,Switzerland,"Reviewed: October 3, 2015",9.6,Good hotel on the strip.,• Leisure trip• Couple,21 Reviews
2906,Anonymous,United Kingdom,"Reviewed: October 2, 2015",8.3,"Staff very rude, not very helpful.",• Leisure trip• Couple,1 review
2907,Melbfamily,Australia,"Reviewed: October 2, 2015",9.6,should not state strip views as the way the hotel is built...,• Leisure trip• Couple,12 Reviews
2908,David,Australia,"Reviewed: October 2, 2015",10,"I liked everything about the resort, location, staff",• Leisure trip• Couple,10 Reviews
2909,Linda,United States of America,"Reviewed: October 1, 2015",10,Luxurious  room.,• Leisure trip• Couple,1 review
2910,Kelly,United States of America,"Reviewed: October 1, 2015",10,"Great location, right in the middle of everything great to...",• Leisure trip• Group,2 Reviews
2911,Diane,United Kingdom,"Reviewed: October 1, 2015",10,Lovely suite,• Leisure trip• Couple,31 Reviews
2912,Hugocellar,United Kingdom,"Reviewed: October 1, 2015",9.6,The suite was excellent with first class amenities.,• Leisure trip• Solo traveler,22 Reviews
2913,Alan,United Kingdom,"Reviewed: October 1, 2015",10,"brilliant service, great rooms",• Leisure trip• Couple,27 Reviews
2914,Kerry,United Kingdom,"Reviewed: October 1, 2015",10,"Amazing, total luxury, rooms beautiful, three TV's.",• Leisure trip• Family with older children,2 Reviews
2915,Tess,United States of America,"Reviewed: September 30, 2015",7.5,Convenience.,• Leisure trip• Couple,2 Reviews
2916,Damir,United States of America,"Reviewed: September 30, 2015",10,The hotel was absolutely clean and a great place to stay.,• Leisure trip• Family with older children,1 review
2917,Franklin,United States of America,"Reviewed: September 30, 2015",10,everithing,• Leisure trip• Couple,3 Reviews
2918,Bryan,United Kingdom,"Reviewed: September 30, 2015",9.6,"It is huge, everything inside the hotel",• Leisure trip• Couple,38 Reviews
2919,Faisal,United Arab Emirates,"Reviewed: September 29, 2015",10,What goes in Vegas stays in Vegas ,• Leisure trip• Group,1 review
2920,Jia,United States of America,"Reviewed: September 28, 2015",10,Everything!,• Leisure trip• Family with young children,6 Reviews
2921,John,Israel,"Reviewed: September 28, 2015",10,This is truly a fabulous hotel.,• Family with young children,37 Reviews
2922,Sophia107,China,"Reviewed: September 28, 2015",10,The room is very comfortable and nice.,• Leisure trip• Family with older children,17 Reviews
2923,Mike,United States of America,"Reviewed: September 27, 2015",10,Beautiful place everything you need in 1 spot.,• Business trip• Couple,2 Reviews
2924,Brian,Canada,"Reviewed: September 27, 2015",9.2,The rooms here are luxurious but comfortable.,• Leisure trip• Couple,2 Reviews
2925,Sally,United Kingdom,"Reviewed: September 27, 2015",10,Amazing place to stay unbelievable !,• Leisure trip• Group,4 Reviews
2926,Jonathan,United Kingdom,"Reviewed: September 27, 2015",6.3,Large room well equipped,• Leisure trip• Couple,7 Reviews
2927,Robert,United States of America,"Reviewed: September 26, 2015",9.6,"Interior design, artwork, the boats.",• Leisure trip• Couple,7 Reviews
2928,Rose,United States of America,"Reviewed: September 26, 2015",9.2,The room was very nice and great location of the hotel.,• Leisure trip• Couple,4 Reviews
2929,Gaurav,United Kingdom,"Reviewed: September 26, 2015",5.0,No air con working in our room,• Leisure trip• Group,1 review
2930,Lorenz84,Switzerland,"Reviewed: September 25, 2015",9.6,nice room with luxurious bathroom,• Leisure trip• Solo traveler,5 Reviews
2931,Lewis,United Kingdom,"Reviewed: September 25, 2015",9.6,No in room tea or coffee facilities,• Leisure trip• Couple,6 Reviews
2932,Laureen,United States of America,"Reviewed: September 24, 2015",9.2,The room was spacious and view.,• Leisure trip• Family with older children,2 Reviews
2933,Nd,Australia,"Reviewed: September 24, 2015",10,Brilliant,• Leisure trip• Couple,3 Reviews
2934,Kevin,United Kingdom,"Reviewed: September 24, 2015",10,Everything,• Leisure trip• Couple,5 Reviews
2935,Jodi,Australia,"Reviewed: September 23, 2015",7.9,"Guests in the room opposite were extremely noisy, ordering...",• Leisure trip• Family with young children,10 Reviews
2936,Anonymous,United States Minor Outlying Islands,"Reviewed: September 23, 2015",8.8,The room size was perfect.,• Leisure trip• Group,1 review
2937,Judy,United States of America,"Reviewed: September 22, 2015",9.6,We had a suite off to the side that was accessed by a...,• Leisure trip• Family with older children,5 Reviews
2938,Mariana,Portugal,"Reviewed: September 22, 2015",8.3,Amazing room.,• Leisure trip• Group,10 Reviews
2939,Sharon,Israel,"Reviewed: September 22, 2015",10,Loved the stay!,• Leisure trip• Family with older children,12 Reviews
2940,Keith,United Kingdom,"Reviewed: September 20, 2015",10,Our suite.,• Leisure trip• Couple,5 Reviews
2941,Niek,Netherlands,"Reviewed: September 20, 2015",10,Best casino on the strip.,• Leisure trip• Couple,20 Reviews
2942,Tanya,United Kingdom,"Reviewed: September 19, 2015",5.0,The bedroom,• Leisure trip• Couple,46 Reviews
2943,Ahmed,Saudi Arabia,"Reviewed: September 19, 2015",8.8,Shops,• Leisure trip• Couple,11 Reviews
2944,Sergiy,Ukraine,"Reviewed: September 19, 2015",8.3,Nice location,• Leisure trip• Group,28 Reviews
2945,Ileana,United States of America,"Reviewed: September 19, 2015",8.3,Very spacious!,• Leisure trip• Couple,2 Reviews
2946,Ethan,United States of America,"Reviewed: September 19, 2015",9.6,The suite was excellent,• Leisure trip• Couple,2 Reviews
2947,Catherine,Australia,"Reviewed: September 18, 2015",8.8,"Luxurious and comfortable with everything at our fingertips,...",• Leisure trip• Couple,4 Reviews
2948,Charlene,United States of America,"Reviewed: September 17, 2015",10,Everything,• Leisure trip• Group,2 Reviews
2949,Juan,Mexico,"Reviewed: September 17, 2015",8.3,Todo excelente.,• Leisure trip• Couple,12 Reviews
2950,Reena,United Kingdom,"Reviewed: September 17, 2015",8.3,Location facilities,• Leisure trip• Couple,1 review
2951,Ian,United Kingdom,"Reviewed: September 17, 2015",10,"Overall quality was fantastic, very large rooms to high...",• Leisure trip• Couple,29 Reviews
2952,Sven,Germany,"Reviewed: September 17, 2015",10,Luxury hotel for an appropriate price,• Leisure trip• Solo traveler,9 Reviews
2953,Stephen,United Kingdom,"Reviewed: September 16, 2015",10,"Everything, beautiful hotel.",• Leisure trip• Couple,5 Reviews
2954,Geoffroy,France,"Reviewed: September 16, 2015",10,"Price, comfort, staff",• Leisure trip• Couple,3 Reviews
2955,Kevin,United Kingdom,"Reviewed: September 15, 2015",9.2,Location,• Leisure trip• Couple,1 review
2956,Mario,Portugal,"Reviewed: September 15, 2015",9.6,Quality of the materials of the room.,• Leisure trip• Family with older children,16 Reviews
2957,Yolanda,United States of America,"Reviewed: September 15, 2015",10,"The location, the room was great, the stores, the...",• Leisure trip• Couple,1 review
2958,Julie,United States of America,"Reviewed: September 15, 2015",4.6,Called 3 times that the mini fridge wasn't working.,• Family with older children,3 Reviews
2959,Lance,United Kingdom,"Reviewed: September 14, 2015",10,We loved it!,• Leisure trip• Couple,1 review
2960,Claire,United Kingdom,"Reviewed: September 13, 2015",10,"The room, I mean suite(!",• Leisure trip• Couple,7 Reviews
2961,Victor,United States of America,"Reviewed: September 13, 2015",10,Excellent everything!,• Leisure trip• Couple,12 Reviews
2962,Pickelette,United Kingdom,"Reviewed: September 13, 2015",7.1,Room lovely although I was expecting a strip view and got a...,• Leisure trip• Couple,1 review
2963,Hal,United Kingdom,"Reviewed: September 13, 2015",9.6,The room decor and ambience,• Business trip• Solo traveler,35 Reviews
2964,Sujit,United Arab Emirates,"Reviewed: September 13, 2015",4.2,"*location
",• Leisure trip• Couple,1 review
2965,Rashid,Qatar,"Reviewed: September 12, 2015",9.2,all,• Leisure trip• Family with young children,11 Reviews
2966,Ahmed,Saudi Arabia,"Reviewed: September 12, 2015",10,Everything.,• Leisure trip• Family with young children,6 Reviews
2967,John,United States of America,"Reviewed: September 12, 2015",10,Everything about the room and hotel,• Leisure trip• Group,1 review
2968,Christine,Canada,"Reviewed: September 11, 2015",10,Location is perfect.,• Leisure trip• Solo traveler,1 review
2969,Daniela,United States of America,"Reviewed: September 10, 2015",10,Everything .,• Leisure trip• Couple,3 Reviews
2970,John,United States of America,"Reviewed: September 10, 2015",7.1,Nice size room.,• Leisure trip• Couple,2 Reviews
2971,Lee,United States of America,"Reviewed: September 10, 2015",10,I like all the staffs.,• Leisure trip• Family with older children,1 review
2972,Christa,United States of America,"Reviewed: September 10, 2015",10,I loved how big the rooms were!,• Leisure trip• Solo traveler,1 review
2973,Linda,Italy,"Reviewed: September 10, 2015",8.8,"Location, mall,room",• Leisure trip• Couple,23 Reviews
2974,Anonymous,Israel,"Reviewed: September 9, 2015",9.6,The staff of the VIP lounge was marvelous.,• Leisure trip• Couple,5 Reviews
2975,Jingbo,United States of America,"Reviewed: September 8, 2015",10,location and facility,• Leisure trip• Family with young children,2 Reviews
2976,Xudong,United States of America,"Reviewed: September 8, 2015",8.8,The sofa is so good,• Couple,1 review
2977,Deborah,United States of America,"Reviewed: September 8, 2015",9.6,"Room was great, and the service was fantastic!",• Leisure trip• Couple,38 Reviews
2978,John,United Kingdom,"Reviewed: September 8, 2015",10,WIFI not free as a resort fee is charged.,• Leisure trip• Couple,4 Reviews
