,Overall_review,date,name,nationality,rating,review_times,tag
1302,Dirty,"Reviewed: September 20, 2016",Samantha,United Kingdom,9.2,9 Reviews,"• Leisure trip


• Group


• Augustus Strip View, 1 King, Non-Smoking


• Stayed 7 nights


• Submitted from a mobile device"
1303,Beautiful hotel in the perfect location,"Reviewed: September 20, 2016",Sudsy,United Kingdom,10,8 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
1304,One night in Rome!,"Reviewed: September 19, 2016",Norman,United States of America,10,1 review,"• Leisure trip


• Couple


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 5 nights"
1305,good good good,"Reviewed: September 19, 2016",Aylish,Australia,10,1 review,"• Leisure trip


• Group


• Augustus Strip View, 2 Queens, Non-Smoking


• Stayed 1 night"
1306,The bed was amazing,"Reviewed: September 19, 2016",Shirley,Australia,7.5,2 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1307,Love the facilities,"Reviewed: September 18, 2016",Janice,United Kingdom,7.9,1 review,"• With a pet


• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 8 nights


• Submitted from a mobile device"
1308,Location and staff,"Reviewed: September 17, 2016",Steven,United Kingdom,8.3,4 Reviews,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 14 nights


• Submitted from a mobile device"
1309,excellent,"Reviewed: September 15, 2016",Wael,United States of America,7.5,1 review,"• Leisure trip


• Couple


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1310,Great experience,"Reviewed: September 15, 2016",Janice,United Kingdom,7.5,2 Reviews,"• Leisure trip


• Family with young children


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 7 nights


• Submitted from a mobile device"
1311,Rooms was lovely and bed was so comfy.,"Reviewed: September 15, 2016",Anonymous,United Kingdom,8.8,5 Reviews,"• Leisure trip


• Couple


• Augustus Premium Room, King, Non-Smoking


• Stayed 4 nights"
1312,Canyon Launch,"Reviewed: September 15, 2016",Kim,United Kingdom,6.7,27 Reviews,"• Leisure trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1313,"Tired, smokey but good value.","Reviewed: September 15, 2016",Mshakhsh,Saudi Arabia,10,12 Reviews,"• Business trip


• Solo traveler


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1314,Amazing hotel,"Reviewed: September 15, 2016",Shameza,United States of America,10,9 Reviews,"• Leisure trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 6 nights


• Submitted from a mobile device"
1315,ma,"Reviewed: September 14, 2016",Kershaw,Canada,8.3,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights"
1316,Quick automated check in / out.,"Reviewed: September 12, 2016",Whyphi?,United Kingdom,8.3,3 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1317,Fantastic save wifi and resort fees,"Reviewed: September 12, 2016",Richard,United Kingdom,8.8,5 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1318,Great stay,"Reviewed: September 11, 2016",Beverley,United Kingdom,10,3 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 7 nights


• Submitted from a mobile device"
1319,Cost of drinks and food,"Reviewed: September 11, 2016",Anonymous,Kuwait,10,7 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1320,The best place to stay in las vegas,"Reviewed: September 11, 2016",Paul,Australia,9.6,3 Reviews,"• Leisure trip


• Solo traveler


• Augustus Strip View, 1 King, Non-Smoking


• Stayed 3 nights"
1321,It's everything you expect it to be.,"Reviewed: September 10, 2016",Veron,Sweden,5.8,5 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1322,Bet Inge I foten,"Reviewed: September 9, 2016",Tom,United Kingdom,10,7 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1323,Perfect location,"Reviewed: September 9, 2016",Joshua,United States of America,8.3,6 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1324,Great location!,"Reviewed: September 9, 2016",Shaun,United Kingdom,5.8,5 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1325,Furniture in room very tired looking and ripped in parts,"Reviewed: September 9, 2016",Richard,United States of America,7.9,1 review,"• Leisure trip


• Family with young children


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1326,Room very nice and comfort,"Reviewed: September 8, 2016",Wayne,United States of America,10,1 review,"• Leisure trip


• Group


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1327,Ceasars a must stay !,"Reviewed: September 8, 2016",Teresa,Australia,7.9,2 Reviews,"• Leisure trip


• Couple


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 5 nights


• Submitted from a mobile device"
1328,A+ we will definitely be back !,"Reviewed: September 8, 2016",Melion,Australia,10,2 Reviews,"• Leisure trip


• Group


• Augustus Strip View, 2 Queens, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1329,Best views on the strip,"Reviewed: September 7, 2016",Sharon,Canada,10,9 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1330,Spacious rooms with spa and large shower with a comfy bed,"Reviewed: September 6, 2016",Gonzalo,United States of America,10,2 Reviews,"• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1331,Excelent,"Reviewed: September 6, 2016",Manuel,United States of America,7.5,6 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1332,Awesome 🇺🇸😎,"Reviewed: September 6, 2016",Marita,United States of America,9.6,4 Reviews,"• Leisure trip


• Family with young children


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1333,"Comfort beds, good gaming,very good location and love the...","Reviewed: September 5, 2016",Robert,United States of America,7.1,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1334,friendly and courteous staff,"Reviewed: September 5, 2016",Gary,United Kingdom,9.2,2 Reviews,"• Leisure trip


• Family with young children


• Augustus Premium Room, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1335,"Vegas, we love it!!","Reviewed: September 4, 2016",Anonymous,United States of America,9.2,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1336,I left some cash in the room and the security guys were very...,"Reviewed: September 4, 2016",Phuong,United States of America,9.6,1 review,"• Business trip


• Couple


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1337,Everything.,"Reviewed: September 3, 2016",Mike,United States of America,5.4,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1338,Very  disappointed,"Reviewed: September 3, 2016",Jesses,United States of America,8.8,2 Reviews,"• Leisure trip


• Family with young children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1339,Loved our view from our room!,"Reviewed: September 3, 2016",Brett,Australia,10,5 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1340,A great time at an icon of vegas,"Reviewed: September 2, 2016",Chemagar,Spain,9.2,21 Reviews,"• Leisure trip


• Group


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 3 nights"
1341,Nice but beware the resort fee,"Reviewed: September 2, 2016",Marie,United States of America,9.2,1 review,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
1342,Comfortable bed.,"Reviewed: September 2, 2016",Anonymous,United States of America,8.3,1 review,"• Leisure trip


• Family with young children


• Augustus Strip View, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1343,Beautiful,"Reviewed: August 30, 2016",Karla,United States of America,10,1 review,"• Leisure trip


• Group


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1344,"Comfortable, clean, staff was helpful and friendly","Reviewed: August 30, 2016",Alicia,United States of America,10,1 review,"• Leisure trip


• Couple


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 2 nights"
1345,Great Weekend Get-a-way!,"Reviewed: August 30, 2016",Megan,United States of America,7.9,1 review,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1346,One stop shop if you've got money to spend :),"Reviewed: August 30, 2016",Luigi,United States of America,4.6,1 review,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1347,Definitely not worth the money,"Reviewed: August 29, 2016",Micaela,United States of America,10,1 review,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 4 nights"
1348,Use the $20 trick for room upgrades!,"Reviewed: August 26, 2016",Weiping,China,7.1,7 Reviews,"• Leisure trip


• Couple


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 2 nights"
1349,"good position, good room condition and spacious","Reviewed: August 24, 2016",Giancarlo Jean Reno,Italy,4.6,3 Reviews,"• Leisure trip


• Family with older children


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 3 nights"
1350,"i am business customer from 15 years ago, and during the check out noone helped my cause wrong bill","Reviewed: August 23, 2016",Anonymous,United Kingdom,7.9,2 Reviews,"• Leisure trip


• Group


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1351,Location and facilities were spot on!,"Reviewed: August 23, 2016",Sharpton,United States of America,9.6,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1352,Overall great stay,"Reviewed: August 23, 2016",Anonymous,Netherlands,10,32 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
1353,Vive las Vegas!,"Reviewed: August 23, 2016",Nizar,United Arab Emirates,7.5,3 Reviews,"• Leisure trip


• Family with young children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1354,Breakfast,"Reviewed: August 23, 2016",Cliff,Australia,10,3 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 5 nights


• Submitted from a mobile device"
1355,"Variety of things to do, could have literally stayed under...","Reviewed: August 23, 2016",David,United Kingdom,6.3,14 Reviews,"• Leisure trip


• Family with older children


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 1 night"
1356,Decent accommodation in the sea of unmitigated vulgarity that is Vegas!,"Reviewed: August 22, 2016",Anonymous,United Kingdom,8.3,5 Reviews,"• Leisure trip


• Group


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 3 nights"
1357,"Lovely location, nice hotel, but check the policies before booking","Reviewed: August 22, 2016",Stephen,Australia,7.9,8 Reviews,"• Leisure trip


• Solo traveler


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1358,Nice rooms and great location on the strip,"Reviewed: August 21, 2016",Michelle,United States of America,10,2 Reviews,"• Leisure trip


• Family with older children


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1359,Room was amazing!,"Reviewed: August 21, 2016",James,United States of America,9.2,1 review,"• Leisure trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights"
1360,Golf guy was the best!,"Reviewed: August 20, 2016",Tim,Canada,10,7 Reviews,"• Leisure trip


• Family with older children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1361,Extravagance at it's best,"Reviewed: August 20, 2016",John,United States of America,10,2 Reviews,"• Leisure trip


• Group


• Palace Premium Studio Suite, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1362,The bathroom was amazing!,"Reviewed: August 18, 2016",Shirley,United States of America,10,1 review,"• Leisure trip


• Solo traveler


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1363,"Clean, spacious, comfortable room with great view","Reviewed: August 18, 2016",Nicolas,United States of America,9.6,1 review,"• Leisure trip


• Family with older children


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1364,"It is very hard to pick what I liked, everything was...","Reviewed: August 18, 2016",Willie,Ireland,2.5,1 review,"• Leisure trip


• Group


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1365,My room was robbed all money taking out off the safe and...,"Reviewed: August 18, 2016",Adan,United States of America,9.2,1 review,"• Leisure trip


• Couple


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1366,Love the pool,"Reviewed: August 17, 2016",Joshua,United States of America,6.7,1 review,"• Leisure trip


• Family with older children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1367,Air quality,"Reviewed: August 17, 2016",Ally,United Kingdom,5.4,1 review,"• Leisure trip


• Group


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1368,Not worth the money,"Reviewed: August 15, 2016",Sally,United Kingdom,6.3,5 Reviews,"• Leisure trip


• Family with older children


• 2 rooms


• Stayed 3 nights


• Submitted from a mobile device"
1369,Quintesential Vegas,"Reviewed: August 15, 2016",Roman,United States of America,10,1 review,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1370,Great experience!,"Reviewed: August 14, 2016",Tanuj,United States of America,10,1 review,"• Leisure trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
1371,"Luxurious, spacious and clean","Reviewed: August 14, 2016",Ali,Kuwait,8.3,5 Reviews,"• Leisure trip


• Family with young children


• 2 rooms


• Stayed 4 nights


• Submitted from a mobile device"
1372,Good time,"Reviewed: August 14, 2016",Craig,United States of America,10,2 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1373,Parking,"Reviewed: August 13, 2016",Gary,United States of America,10,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
1374,would come back,"Reviewed: August 13, 2016",Ghassan,Saudi Arabia,10,7 Reviews,"• Leisure trip


• Family with older children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1375,Every thing was goog,"Reviewed: August 11, 2016",Antoine,Lebanon,7.5,1 review,"• Leisure trip


• Family with older children


• 2 rooms


• Stayed 3 nights


• Submitted from a mobile device"
1376,Very nice holiday,"Reviewed: August 11, 2016",Anonymous,United States of America,7.5,1 review,"• Leisure trip


• Family with young children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
1377,Caesars Palace losing its appeal,"Reviewed: August 10, 2016",Enya,Ireland,10,8 Reviews,"• Leisure trip


• Group


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1378,Amazing!,"Reviewed: August 9, 2016",Kelli,United States of America,10,2 Reviews,"• Leisure trip


• Couple


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1379,I will definitely be back to Caesar's Palace,"Reviewed: August 9, 2016",Iryar,United States of America,9.6,1 review,"• Couple


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1380,The room in general,"Reviewed: August 9, 2016",William,United States of America,10,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1381,Cesar's Palace great,"Reviewed: August 9, 2016",Brianne,United States of America,8.8,1 review,"• Leisure trip


• Family with young children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1382,Its okay,"Reviewed: August 9, 2016",Mehr,Canada,6.3,4 Reviews,"• Leisure trip


• Family with older children


• Augustus Strip View, 2 Queens, Non-Smoking


• Stayed 7 nights


• Submitted from a mobile device"
1383,Location.,"Reviewed: August 8, 2016",Lorena,United States of America,10,1 review,"• Business trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights"
1384,First time stay at Caesars- Loved it! I will be back :),"Reviewed: August 8, 2016",Ryan,United States of America,6.3,1 review,"• Leisure trip


• Family with young children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
1385,"Won't stay again, pool closes too early","Reviewed: August 7, 2016",William,United States of America,9.2,14 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1386,Nice room,"Reviewed: August 7, 2016",Rony,Belgium,9.6,9 Reviews,"• Leisure trip


• Family with older children


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 2 nights"
1387,"You have to see Vegas, to believe it.","Reviewed: August 7, 2016",Kim,New Zealand,9.2,12 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1388,Beautiful place to spend a few days,"Reviewed: August 5, 2016",Wing,Hong Kong,8.8,12 Reviews,"• Leisure trip


• Family with older children


• Augustus Strip View, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1389,Swimming pool & room,"Reviewed: August 4, 2016",James,Singapore,8.3,1 review,"• Leisure trip


• Family with young children


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1390,Got to go see,"Reviewed: August 4, 2016",Jacek,Poland,9.2,20 Reviews,"• Leisure trip


• Family with older children


• Augustus Strip View, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1391,Worth staying for one night,"Reviewed: August 3, 2016",Anonymous,United Kingdom,9.6,24 Reviews,"• Leisure trip


• Family with older children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
1392,"Great location, great hotel, great end to a three week road trip","Reviewed: August 3, 2016",Anonymous,Canada,6.7,1 review,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 3 nights"
1393,"every ""convenience"" has a over-inflated price","Reviewed: August 3, 2016",Tim,United States of America,8.8,1 review,"• Leisure trip


• Couple


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 5 nights


• Submitted from a mobile device"
1394,The location was perfect and we really enjoyed the pool.,"Reviewed: August 3, 2016",Blanca,United States of America,10,3 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1395,"I didnt like that you have to pay for minnie bar in room,...","Reviewed: August 2, 2016",Stuart,United Kingdom,6.3,3 Reviews,"• Leisure trip


• Family with older children


• Forum Classic, 2 Queen Beds, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1396,Location and forum shops,"Reviewed: August 2, 2016",Thomas,Austria,7.5,6 Reviews,"• Business trip


• Group


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1397,Nice,"Reviewed: August 2, 2016",Zhaohui,China,7.1,6 Reviews,"• Leisure trip


• Family with young children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 1 night"
1398,1 day stay in Vages,"Reviewed: August 2, 2016",Shaun,United Kingdom,9.2,4 Reviews,"• Leisure trip


• Couple


• Augustus Premium Room, King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1399,Check in & check out very slow with only limited people...,"Reviewed: August 1, 2016",Jerome,United States of America,5.4,1 review,"• Business trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights"
1400,"Great stay, rather large and got lost many times, a little overwhelming but I do recommend","Reviewed: July 31, 2016",Wayne,United Kingdom,9.6,1 review,"• Leisure trip


• Family with older children


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1401,Ceasers Vegas !!!,"Reviewed: July 31, 2016",Guillaume,France,8.8,21 Reviews,"• Leisure trip


• Group


• 2 rooms


• Stayed 2 nights"
1402,"location, facilities, casino, staff","Reviewed: July 31, 2016",Guillaume,France,8.3,21 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
1403,"location, facilities, staff, casino","Reviewed: July 30, 2016",Linda,United Kingdom,3.8,2 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1404,Rip off Palace,"Reviewed: July 30, 2016",Balajanaki,India,4.6,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
1405,Very Average,"Reviewed: July 29, 2016",Tunca,Turkey,8.8,29 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
1406,location is perfect.,"Reviewed: July 29, 2016",Anonymous,United States of America,9.6,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1407,Upgraded our room to a suite it was amazing !,"Reviewed: July 28, 2016",Anonymous,United States of America,9.6,3 Reviews,"• Leisure trip


• Couple


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1408,The hangover,"Reviewed: July 28, 2016",Mariana,United States of America,10,5 Reviews,"• Leisure trip


• Couple


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1409,Loved the room,"Reviewed: July 28, 2016",Sergio,Colombia,7.1,1 review,"• Leisure trip


• Family with older children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 5 nights"
1410,Very nice hotel,"Reviewed: July 28, 2016",Ivy,Taiwan,8.8,1 review,"• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1411,The room is really nice,"Reviewed: July 28, 2016",Gillian,Ireland,2.9,3 Reviews,"• Business trip


• Solo traveler


• Palace Premium Studio Suite, 2 Queens, Non-Smoking


• Stayed 5 nights


• Submitted from a mobile device"
1412,"Old, dated and expensive.","Reviewed: July 28, 2016",Cathy,United States of America,10,2 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1413,overall was satisfying and comfortable.h,"Reviewed: July 27, 2016",Manuel,Switzerland,7.9,9 Reviews,"• Business trip


• Solo traveler


• Augustus Premium Room, King, Non-Smoking


• Stayed 5 nights"
1414,Room is too dark  (no main light).,"Reviewed: July 26, 2016",Jose,United States of America,7.9,1 review,"• Leisure trip


• Family with young children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1415,Fun and fun!,"Reviewed: July 26, 2016",Paolo,Italy,8.8,12 Reviews,"• Leisure trip


• Family with young children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1416,Vegas flavored,"Reviewed: July 24, 2016",Carlo,United States of America,9.6,1 review,"• Business trip


• Solo traveler


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1417,Was good experience like it,"Reviewed: July 24, 2016",Rodolfo,United States of America,10,1 review,"• Business trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1418,I had a great time l will stay there again,"Reviewed: July 22, 2016",Dean,Australia,7.5,12 Reviews,"• Leisure trip


• Family with older children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1419,Great location,"Reviewed: July 22, 2016",Cain,Canada,7.5,2 Reviews,"• Leisure trip


• Family with young children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 1 night"
1420,Great Pool. Average Room,"Reviewed: July 22, 2016",cmartial,Switzerland,6.7,21 Reviews,"• Leisure trip


• Family with young children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1421,Great place and great pool!,"Reviewed: July 21, 2016",X,United Kingdom,6.3,2 Reviews,"• Leisure trip


• Couple


• Augustus Strip View, 1 King, Non-Smoking


• Stayed 7 nights"
1422,Customer service needs improving,"Reviewed: July 20, 2016",sinfullyvain,United States of America,9.6,9 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1423,The entire place is beautifully built!,"Reviewed: July 20, 2016",Robert,United States of America,9.6,2 Reviews,"• Leisure trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
1424,Need more check in personal. Very irritating to stand and wait. Can't ask auto check in questions,"Reviewed: July 20, 2016",Edan,United States of America,8.8,1 review,"• Leisure trip


• Family with young children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1425,"Great location, and had a lot of fun.","Reviewed: July 20, 2016",Nympha,United States of America,10,2 Reviews,"• Family with older children


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1426,"Great place, worth the price","Reviewed: July 19, 2016",Andrewcary11,United States of America,10,46 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1427,The only way to do Vegas,"Reviewed: July 19, 2016",Paige,United States of America,7.1,1 review,"• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1428,The room was nice.,"Reviewed: July 19, 2016",Daniel,United States of America,5.0,3 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1429,The valet process getting in and out takes forever and could...,"Reviewed: July 19, 2016",James,United States of America,8.8,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1430,The extra charges to use the spa on top of resort fees,"Reviewed: July 18, 2016",Roslynn,Australia,10,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 5 nights


• Submitted from a mobile device"
