,Name,Nationality,Date,Score,Topic,Tags,History reviews
463,Anonymous,United States of America,"Reviewed: February 21, 2017",9.6,buffet was awesome,• Leisure trip• Couple• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,1 review
464,Eva,United Kingdom,"Reviewed: February 20, 2017",10,Stay at the Wynn when  in Vegas.,• Leisure trip• Group• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,21 Reviews
465,Philip,United States of America,"Reviewed: February 19, 2017",9.6,Wynn sets the standard in Vegas hotels.,• Business trip• Solo traveler• Deluxe Resort King• Stayed 4 nights• Submitted from a mobile device,2 Reviews
466,Chih-cheng,United States of America,"Reviewed: February 15, 2017",10,"perfect hotel, it worth it",• Leisure trip• Group• Deluxe Resort King• Stayed 2 nights,3 Reviews
467,Naif.alsaaid,Saudi Arabia,"Reviewed: February 14, 2017",5.0,Nice room poor location,• Leisure trip• Group• Deluxe Resort King• Stayed 2 nights,21 Reviews
468,Juancarlos,United States of America,"Reviewed: February 14, 2017",10,100❤ Beautiful,• Leisure trip• Family with young children• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,2 Reviews
469,Paul,Singapore,"Reviewed: February 13, 2017",10,A truly first class experience.,• Business trip• Group• Resort Double Deluxe• Stayed 3 nights,10 Reviews
470,Brad,United States of America,"Reviewed: February 8, 2017",9.6,Very relaxing and comfortable.,• Business trip• Solo traveler• Deluxe Resort King• Stayed 4 nights• Submitted from a mobile device,1 review
471,Siladitya Ganguly,India,"Reviewed: February 7, 2017",9.2,Wynn wins your heart,• Leisure trip• Solo traveler• Deluxe Resort King• Stayed 1 night• Submitted from a mobile device,4 Reviews
472,Kerrie,Australia,"Reviewed: February 7, 2017",9.6,The view was amazing,• Leisure trip• Couple• Panoramic View Deluxe• Stayed 3 nights• Submitted from a mobile device,11 Reviews
473,Mike,United States of America,"Reviewed: February 7, 2017",5.8,way over rated!,• Business trip• Solo traveler• Tower Room• Stayed 3 nights,5 Reviews
474,Aisha Al Mansoori,United Arab Emirates,"Reviewed: February 6, 2017",10,100/100,• Leisure trip• Solo traveler• Special Offer - Deluxe Resort King - Resort Credit• Stayed 5 nights• Submitted from a mobile device,7 Reviews
475,Chestnut,United Kingdom,"Reviewed: February 4, 2017",8.3,I really like the decoration of the hotel!,• Leisure trip• Solo traveler• Resort Double Deluxe• Stayed 2 nights,2 Reviews
476,Mohammad Abu Soliman,Saudi Arabia,"Reviewed: February 3, 2017",9.2,Must stay 👍🏻,• Leisure trip• Couple• Panoramic View Deluxe• Stayed 7 nights• Submitted from a mobile device,6 Reviews
477,Claude,United States of America,"Reviewed: February 2, 2017",9.6,Very nice hotel,• Leisure trip• Solo traveler• Deluxe Resort King• Stayed 2 nights,17 Reviews
478,Sky,United States of America,"Reviewed: February 1, 2017",9.6,"Wazuzu, The Buffet, room automation controls.",• Business trip• Solo traveler• Deluxe Resort King• Stayed 1 night,1 review
479,Mehmet,Bulgaria,"Reviewed: February 1, 2017",10,Overall the best hotel in Vegas.,• Leisure trip• Couple• Special Offer - Deluxe Resort King - Resort Credit• Stayed 9 nights• Submitted from a mobile device,21 Reviews
480,Amit,India,"Reviewed: January 31, 2017",9.2,Bruch,• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,1 review
481,Anatoly,Russia,"Reviewed: January 24, 2017",10,Booked only one night and got complimentary upgrade to...,• Leisure trip• Couple• Deluxe Resort King• Stayed 1 night• Submitted from a mobile device,10 Reviews
482,Seryozha,Armenia,"Reviewed: January 21, 2017",2.5,👎🏻,• Leisure trip• Family with young children• Deluxe Resort King• Stayed 1 night• Submitted from a mobile device,1 review
483,Hyo,United States of America,"Reviewed: January 20, 2017",7.9,"There facility awesome and also staff nice to us , I...",• Leisure trip• Family with young children• Special Offer - Deluxe Resort King - Resort Credit• Stayed 1 night• Submitted from a mobile device,3 Reviews
484,Saoud,Qatar,"Reviewed: January 19, 2017",9.6,3 nights at wynn,• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,21 Reviews
485,Sdspoiler,United States of America,"Reviewed: January 16, 2017",9.2,Great hotel but too many Asian restaurants,• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,1 review
486,Olaf,Germany,"Reviewed: January 9, 2017",10,Best Hotel in Vegas,• Business trip• Solo traveler• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,9 Reviews
487,rakan albaltan,United States of America,"Reviewed: January 5, 2017",10,"Everything was so awesome,
",• Leisure trip• Family with young children• Deluxe Resort King• Stayed 1 night• Submitted from a mobile device,5 Reviews
488,Erika,United States of America,"Reviewed: January 3, 2017",6.3,It's pretty and clean.,• Leisure trip• Couple• Deluxe Resort King• Stayed 4 nights• Submitted from a mobile device,7 Reviews
489,Abdulaziz,Saudi Arabia,"Reviewed: January 1, 2017",5.4,Beautiful place and decor,• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,4 Reviews
490,Maria,Mexico,"Reviewed: December 26, 2016",10,Perfect,• Leisure trip• Couple• Tower Room• Stayed 4 nights• Submitted from a mobile device,4 Reviews
491,Ann,United States of America,"Reviewed: December 21, 2016",9.6,Always a gorgeous place to stay!,• Business trip• Solo traveler• Deluxe Resort King• Stayed 2 nights,2 Reviews
492,Mohammed,Saudi Arabia,"Reviewed: December 21, 2016",10,Happy vibes,• Leisure trip• Solo traveler• Deluxe Resort King• Stayed 4 nights• Submitted from a mobile device,23 Reviews
493,Christakis,Cyprus,"Reviewed: December 14, 2016",9.2,The room service is not that good in cleaning and...,• Leisure trip• Couple• Deluxe Resort King• Stayed 4 nights,4 Reviews
494,Rushabh Sanghrajka,Kenya,"Reviewed: December 9, 2016",8.8,I liked the layout.,• Leisure trip• Family with young children• Special Offer - Deluxe Resort King - Resort Credit• Stayed 4 nights,1 review
495,Rasha,United Arab Emirates,"Reviewed: December 7, 2016",10,Great experience,• Leisure trip• Group• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,1 review
496,Alan,United Kingdom,"Reviewed: December 3, 2016",9.2,Very comfortable and enjoyable stay,• Leisure trip• Couple• Tower Room• Stayed 4 nights• Submitted from a mobile device,6 Reviews
497,RenardPatient71,Canada,"Reviewed: November 29, 2016",9.2,Fermeture du bar central !,• Business trip• Solo traveler• Resort Double Deluxe• Stayed 3 nights,5 Reviews
498,Rob,United Kingdom,"Reviewed: November 23, 2016",9.2,All the food was tremendous.,• Leisure trip• Couple• Deluxe Resort King• Stayed 7 nights• Submitted from a mobile device,1 review
499,Scott,Australia,"Reviewed: November 22, 2016",7.9,Holiday,• Leisure trip• Couple• Deluxe Resort King• Stayed 5 nights• Submitted from a mobile device,6 Reviews
500,Saleh,Saudi Arabia,"Reviewed: November 20, 2016",9.2,Every thing excellent,• Business trip• Group• Resort Double Deluxe• Stayed 4 nights,15 Reviews
501,Alexandra,Canada,"Reviewed: November 20, 2016",10,Service was excellent in all ways.,• Business trip• Couple• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,2 Reviews
502,Robert,Indonesia,"Reviewed: November 19, 2016",8.8,"Overall our stay was good but the rooms has no drinking water, tea or coffee to sip after waking up",• Leisure trip• Couple• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,3 Reviews
503,Robert,United States of America,"Reviewed: November 18, 2016",8.3,Just passing through,• Leisure trip• Couple• Deluxe Resort King• Stayed 1 night,12 Reviews
504,Colin,Australia,"Reviewed: November 17, 2016",10,Variety and quality of restaurants,• Business trip• Couple• Deluxe Resort King• Stayed 4 nights• Submitted from a mobile device,1 review
505,Omar,Saudi Arabia,"Reviewed: November 16, 2016",9.2,Nice hotel to stay,• Leisure trip• Couple• Special Offer - Deluxe Resort King - Resort Credit• Stayed 1 night• Submitted from a mobile device,9 Reviews
506,Michael,United States of America,"Reviewed: November 14, 2016",9.6,Great view from our room.,• Couple• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,2 Reviews
507,Anita,Lebanon,"Reviewed: November 12, 2016",5.0,A nice hotel but wouldn't recommend it.,• Leisure trip• Couple• Deluxe Resort King• Stayed 1 night• Submitted from a mobile device,2 Reviews
508,Yuliya,Kazakhstan,"Reviewed: November 10, 2016",9.6,Very nice hotel in center of Vegas!,• Business trip• Couple• Deluxe Resort King• Stayed 1 night• Submitted from a mobile device,32 Reviews
509,Ethel,United States of America,"Reviewed: November 9, 2016",10,Excellent,• Business trip• Solo traveler• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,1 review
510,Kolaleh,United States of America,"Reviewed: November 9, 2016",6.3,Terrible front desk person.,• Leisure trip• Couple• Special Offer - Deluxe Resort King - Resort Credit• Stayed 1 night• Submitted from a mobile device,1 review
511,Lynda,United Kingdom,"Reviewed: November 9, 2016",10,Recommend,• Leisure trip• Family with young children• Deluxe Resort King• Stayed 1 night• Submitted from a mobile device,11 Reviews
512,Ty,United States of America,"Reviewed: November 5, 2016",7.5,Nice but room for improvement!,• Business trip• Couple• Deluxe Resort King• Stayed 5 nights• Submitted from a mobile device,1 review
513,Chi,Costa Rica,"Reviewed: November 3, 2016",7.5,we waiting for check in about 4-5 hours,• Leisure trip• Solo traveler• Deluxe Resort King• Stayed 4 nights,1 review
514,Tim,United Kingdom,"Reviewed: November 3, 2016",10,"Fantastic rooms, beds etc with the best ever views over the...",• Leisure trip• Couple• Deluxe Resort King• Stayed 5 nights,3 Reviews
515,Daniel,United States of America,"Reviewed: November 3, 2016",9.6,"Our long weekend at the Wynn, we loved it!",• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights,3 Reviews
516,Ray89,Australia,"Reviewed: November 2, 2016",10,Highly recommended,• Leisure trip• Couple• Deluxe Resort King• Stayed 2 nights,10 Reviews
517,Fera,Indonesia,"Reviewed: November 1, 2016",9.6,Clean and cozy,• Leisure trip• Family with young children• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,10 Reviews
518,Anonymous,United States of America,"Reviewed: November 1, 2016",10,I loved the hotel and the casino which was much classier...,• Leisure trip• Family with young children• Deluxe Resort King• Stayed 2 nights,1 review
519,Anonymous,United States of America,"Reviewed: November 1, 2016",10,Awesome place,• Business trip• Couple• Deluxe Resort King• Stayed 4 nights,1 review
520,Teresa,United Kingdom,"Reviewed: October 29, 2016",10,Amazing,• Couple• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,19 Reviews
521,Bo,China,"Reviewed: October 29, 2016",7.9,food,• Leisure trip• Group• Panoramic View Double Deluxe• Stayed 2 nights• Submitted from a mobile device,1 review
522,Tony,New Zealand,"Reviewed: October 28, 2016",10,Great as akways,• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,8 Reviews
523,Anne-catherine,France,"Reviewed: October 24, 2016",10,All you need in one place,• Leisure trip• Group• Resort Double Deluxe• Stayed 3 nights,7 Reviews
524,Nimrod,France,"Reviewed: October 23, 2016",10,Perfect place,• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,3 Reviews
525,Rafael,Brazil,"Reviewed: October 18, 2016",5.4,You get better hotels paying less,• Leisure trip• Group• Deluxe Resort King• Stayed 2 nights,6 Reviews
526,Marc,United States of America,"Reviewed: October 18, 2016",10,Ambiance,• Leisure trip• Couple• Special Offer - Deluxe Resort King - Resort Credit• Stayed 2 nights• Submitted from a mobile device,1 review
527,Anonymous,Malaysia,"Reviewed: October 17, 2016",10,Restaurants were pretty bad.,• Leisure trip• Couple• Tower Room• Stayed 3 nights,2 Reviews
528,Alan,United Kingdom,"Reviewed: October 16, 2016",9.2,Luxury beyond expectations.,• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights,2 Reviews
529,Eden,Israel,"Reviewed: October 16, 2016",9.2,"Huge rooms, attentive staff",• Leisure trip• Couple• Deluxe Resort King• Stayed 2 nights,12 Reviews
530,Lan,China,"Reviewed: October 14, 2016",10,worth staying,• Leisure trip• Couple• Deluxe Resort King• Stayed 1 night• Submitted from a mobile device,1 review
531,Lior,Israel,"Reviewed: October 12, 2016",8.8,"Close to the fashion mall 
",• Leisure trip• Travelers with friends• Deluxe Resort King• Stayed 4 nights• Submitted from a mobile device,3 Reviews
532,Justin,United States of America,"Reviewed: October 10, 2016",9.6,Fabulous stay.,• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,6 Reviews
533,Xinru,China,"Reviewed: October 10, 2016",10,"you pay for everything, and you can get everything",• Leisure trip• Couple• Deluxe Resort King• Stayed 2 nights,18 Reviews
534,R-mah,Thailand,"Reviewed: October 10, 2016",9.2,Another Fabulous Night,• Leisure trip• Family with young children• 2 rooms• Stayed 1 night,6 Reviews
535,Anonymous,China,"Reviewed: October 10, 2016",8.8,"Supportive staff, great buffet and hotel environment.",• Leisure trip• Couple• Deluxe Resort King• Stayed 4 nights• Submitted from a mobile device,4 Reviews
536,Tim,United States of America,"Reviewed: October 9, 2016",10,Beautiful friendly place.,• Leisure trip• Couple• Deluxe Resort King• Stayed 5 nights• Submitted from a mobile device,1 review
537,Yuejiao,United States of America,"Reviewed: October 9, 2016",9.6,best hotel ever,• Leisure trip• Family with young children• Deluxe Resort King• Stayed 1 night,6 Reviews
538,Earl,United States of America,"Reviewed: October 8, 2016",10,Treat yourself in experience you'll never forget,• Leisure trip• Couple• Special Offer - Deluxe Resort King - Resort Credit• Stayed 4 nights• Submitted from a mobile device,8 Reviews
539,Mr.Nice,Kazakhstan,"Reviewed: October 8, 2016",8.8,Good stay at Wynn,• Leisure trip• Couple• Panoramic View Deluxe• Stayed 4 nights• Submitted from a mobile device,14 Reviews
540,Marko,Hungary,"Reviewed: October 7, 2016",10,Perfect,• Leisure trip• Group• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,12 Reviews
541,Gary,United States of America,"Reviewed: October 6, 2016",9.2,Size of room and automation of lights/drapes,• Leisure trip• Couple• Deluxe Resort King• Stayed 1 night,1 review
542,EmreG.,Turkey,"Reviewed: October 6, 2016",10,Vegas story,• Leisure trip• Couple• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,36 Reviews
543,Gareth,United Kingdom,"Reviewed: October 6, 2016",10,"Everything was spotless, Staff from Casino floor to...",• Leisure trip• Solo traveler• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,3 Reviews
544,John,United States of America,"Reviewed: October 5, 2016",9.6,20th Anniversary weekend-A smashing Success !,• Leisure trip• Couple• Tower Room• Stayed 3 nights• Submitted from a mobile device,3 Reviews
545,Pedro,United States of America,"Reviewed: October 4, 2016",9.6,Excelent,• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,1 review
546,Victoria,Canada,"Reviewed: September 30, 2016",10,Awesome!,• Leisure trip• Group• Deluxe Resort King• Stayed 4 nights,2 Reviews
547,Anonymous,United States of America,"Reviewed: September 30, 2016",10,The bathroom layout,• Leisure trip• Group• Special Offer - Deluxe Resort King - Resort Credit• Stayed 3 nights• Submitted from a mobile device,1 review
548,Aisling,Canada,"Reviewed: September 27, 2016",6.7,Rooms were big and the hotel is a great location,• Leisure trip• Group• Special Offer - Deluxe Resort King - Resort Credit• Stayed 2 nights,1 review
549,Björn,Germany,"Reviewed: September 26, 2016",9.6,Great hotel in Vegas,• Leisure trip• Couple• Deluxe Resort King• Stayed 4 nights,9 Reviews
550,Anonymous,Indonesia,"Reviewed: September 26, 2016",8.8,"Spacious room, lots of branded stores",• Leisure trip• Couple• Deluxe Resort King• Stayed 2 nights,25 Reviews
551,Momchil,Bulgaria,"Reviewed: September 23, 2016",4.6,"Very old style hotel,dont moove from 5 yerars.",• Leisure trip• Family with young children• Deluxe Resort King• Stayed 2 nights,8 Reviews
552,Ignas,United Kingdom,"Reviewed: September 22, 2016",8.3,Not bad.,• Leisure trip• Couple• Deluxe Resort King• Stayed 2 nights,10 Reviews
553,Anonymous,United Kingdom,"Reviewed: September 18, 2016",8.8,Room size,• Leisure trip• Group• Resort Double Deluxe• Stayed 5 nights• Submitted from a mobile device,7 Reviews
554,Jkiser ,United States of America,"Reviewed: September 15, 2016",7.1,Professional staff,• With a pet• Leisure trip• Couple• Deluxe Resort King• Stayed 5 nights• Submitted from a mobile device,1 review
555,Bea,United Kingdom,"Reviewed: September 15, 2016",10,VISIT WAS NOT LONG ENOUGH,• Leisure trip• Couple• Panoramic View Double Deluxe• Stayed 1 night,1 review
556,Abdulaziz,Qatar,"Reviewed: September 9, 2016",3.8,Hidden expenses,• Leisure trip• Family with young children• 2 rooms• Stayed 4 nights• Submitted from a mobile device,6 Reviews
557,Tilmann,Germany,"Reviewed: September 8, 2016",9.2,Pool area good and large,• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,1 review
558,Marcus,United States of America,"Reviewed: September 8, 2016",10,Super Luxuary Hotel Just for You👍,• Couple• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,1 review
559,Daryl,United Kingdom,"Reviewed: September 6, 2016",10,"In heart of Vegas
Defiantly in the top 2 best hotels in vegas without a doubt ",• Leisure trip• Travelers with friends• Deluxe Resort King• Stayed 5 nights• Submitted from a mobile device,2 Reviews
560,Konstantin,United Kingdom,"Reviewed: September 4, 2016",6.7,The room was amazing,• Leisure trip• Couple• Deluxe Resort King• Stayed 1 night,7 Reviews
561,Karen,United States of America,"Reviewed: September 1, 2016",10,The elegance and decor,• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,1 review
562,Rebecca,United States of America,"Reviewed: August 31, 2016",9.6,I liked the room so much didn't want to leave it,• Leisure trip• Family with young children• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,1 review
563,Lynne,United States of America,"Reviewed: August 31, 2016",10,Can't wait to go back to the Wynn!,• Leisure trip• Solo traveler• Tower Room• Stayed 3 nights• Submitted from a mobile device,5 Reviews
564,Yanlong,United States of America,"Reviewed: August 27, 2016",4.2,"Fraud ad, rude services.",• Business trip• Solo traveler• 2 rooms• Stayed 3 nights• Submitted from a mobile device,14 Reviews
565,Rajesh,United States of America,"Reviewed: August 27, 2016",6.7,Overall had a good experience,• Leisure trip• Family with older children• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,1 review
566,Robert,United States of America,"Reviewed: August 26, 2016",10,Good times,• Business trip• Solo traveler• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,2 Reviews
567,Tingy,Australia,"Reviewed: August 26, 2016",9.6,The rooms are wonderful,• Leisure trip• Group• Panoramic View Double Deluxe• Stayed 1 night,6 Reviews
568,Rami,United Kingdom,"Reviewed: August 25, 2016",7.5,Not as great as I expected...,• Leisure trip• Couple• Deluxe Resort King• Stayed 5 nights• Submitted from a mobile device,19 Reviews
569,Bu NoJoud,Qatar,"Reviewed: August 24, 2016",6.7,Nice Hotel,• Leisure trip• Family with young children• 2 rooms• Stayed 8 nights,35 Reviews
570,Anonymous,United States of America,"Reviewed: August 23, 2016",10,The staff was friendly and helpful,• Leisure trip• Couple• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,2 Reviews
571,Mamoun,United Arab Emirates,"Reviewed: August 23, 2016",7.9,Smashing stay,• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,2 Reviews
572,Mohsen,Iran,"Reviewed: August 23, 2016",10,Excellent stay,• Leisure trip• Group• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,3 Reviews
573,Sylwia,Poland,"Reviewed: August 23, 2016",7.1,swimming pool,• Leisure trip• Family with older children• Resort Double Deluxe• Stayed 2 nights,13 Reviews
574,Masoud,United Kingdom,"Reviewed: August 19, 2016",10,A must stay in hotel,• Leisure trip• Couple• Deluxe Resort King• Stayed 1 night• Submitted from a mobile device,11 Reviews
575,Zunaid,South Africa,"Reviewed: August 18, 2016",10,Best place to stay in las vegas,• Business trip• Couple• Deluxe Resort King• Stayed 4 nights• Submitted from a mobile device,18 Reviews
576,Danel,Australia,"Reviewed: August 14, 2016",10,Best stay ever!,• Leisure trip• Couple• Deluxe Resort King• Stayed 1 night,2 Reviews
577,Sharon,United Kingdom,"Reviewed: August 14, 2016",10,Best hotel ever,• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,6 Reviews
578,Riad,Kuwait,"Reviewed: August 10, 2016",9.2,So good,• Leisure trip• Family with young children• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,8 Reviews
579,Dgc,Canada,"Reviewed: August 8, 2016",7.5,Internet and wireless connectivity was horrible.,• Business trip• Solo traveler• Deluxe Resort King• Stayed 8 nights,1 review
580,Shelley,China,"Reviewed: August 3, 2016",9.2,The room is very nice,• Leisure trip• Family with young children• Panoramic View Deluxe• Stayed 2 nights• Submitted from a mobile device,2 Reviews
581,Kadir,Turkey,"Reviewed: August 2, 2016",9.6,"Hotel was a great
",• Leisure trip• Couple• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,5 Reviews
582,Anonymous,United States of America,"Reviewed: August 2, 2016",8.3,Good and costy,• Leisure trip• Couple• Deluxe Resort King• Stayed 2 nights,3 Reviews
583,Cupied,Saudi Arabia,"Reviewed: August 2, 2016",10,Wow,• Leisure trip• Group• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,24 Reviews
584,David,United Kingdom,"Reviewed: August 1, 2016",8.8,Really enjoyed the buzz and luxury,• Leisure trip• Family with older children• Deluxe Resort King• Stayed 1 night• Submitted from a mobile device,9 Reviews
585,Ali,Saudi Arabia,"Reviewed: August 1, 2016",9.2,Really amazing,• Leisure trip• Family with young children• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,18 Reviews
586,Cynthia,United States of America,"Reviewed: August 1, 2016",10,Excellent property!! Great restaurants!,• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,4 Reviews
587,Veronika,United States of America,"Reviewed: July 31, 2016",9.6,"Design, service",• Leisure trip• Solo traveler• Panoramic View Deluxe• Stayed 1 night• Submitted from a mobile device,1 review
588,Ahmad,Saudi Arabia,"Reviewed: July 31, 2016",9.6,Wonderful,• Leisure trip• Family with older children• Deluxe Resort King• Stayed 4 nights• Submitted from a mobile device,4 Reviews
589,Anonymous,United Arab Emirates,"Reviewed: July 31, 2016",6.7,Staff attitude,• Leisure trip• Family with older children• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,1 review
590,eaktunc_,Turkey,"Reviewed: July 29, 2016",10,Perfect experience,• Leisure trip• Couple• Deluxe Resort King• Stayed 4 nights,5 Reviews
591,Michelle,United States of America,"Reviewed: July 28, 2016",9.6,Vegas at it's best!,• Business trip• Couple• Deluxe Resort King• Stayed 5 nights,8 Reviews
592,Mansoor,Qatar,"Reviewed: July 26, 2016",9.2,Beds were too soft and uncomfortable.,• Leisure trip• Group• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,10 Reviews
593,Chanel,United States of America,"Reviewed: July 26, 2016",9.6,Nice Hotel,• Leisure trip• Solo traveler• Deluxe Resort King• Stayed 1 night• Submitted from a mobile device,1 review
594,Anonymous,Kuwait,"Reviewed: July 26, 2016",8.3,"clean spacious rooms, nice breakfast, location",• Leisure trip• Family with young children• Resort Double Deluxe• Stayed 4 nights• Submitted from a mobile device,4 Reviews
595,Simon,United Kingdom,"Reviewed: July 21, 2016",9.2,A great hotel,• Leisure trip• Family with older children• Tower Room• Stayed 3 nights• Submitted from a mobile device,1 review
596,Alireza,Iran,"Reviewed: July 21, 2016",5.8,The room was large and had good view,• Leisure trip• Family with older children• Panoramic View Double Deluxe• Stayed 3 nights• Submitted from a mobile device,2 Reviews
597,Sherry,United States of America,"Reviewed: July 21, 2016",9.6,My favorite hotel in Vegas!,• Leisure trip• Couple• Deluxe Resort King• Stayed 4 nights• Submitted from a mobile device,1 review
598,Mahmoud,Saudi Arabia,"Reviewed: July 19, 2016",9.2,Greate hotel,• Leisure trip• Family with older children• 2 rooms• Stayed 3 nights• Submitted from a mobile device,9 Reviews
599,Kevion,United States of America,"Reviewed: July 17, 2016",10,My new home,• Leisure trip• Couple• Deluxe Resort King• Stayed 4 nights• Submitted from a mobile device,1 review
600,Olga,Mexico,"Reviewed: July 17, 2016",10,Fantastic,• Leisure trip• Family with older children• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,6 Reviews
601,Cengiz,Turkey,"Reviewed: July 17, 2016",7.5,Pool was very good.,• Group• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,1 review
602,Michelle,Qatar,"Reviewed: July 14, 2016",8.3,Best Wow Factor hotel in Vegas,• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights,1 review
603,Ernesto,United States of America,"Reviewed: July 12, 2016",10,Weekend Oasis,• Leisure trip• Group• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,1 review
604,Baris,Turkey,"Reviewed: July 12, 2016",10,"everything about this hotel is nice, no reason to stay...",• Leisure trip• Group• Resort Double Deluxe• Stayed 2 nights,2 Reviews
605,Anonymous,Indonesia,"Reviewed: July 7, 2016",7.1,The bed is super comfy,• Leisure trip• Couple• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,12 Reviews
606,Tobias,Belgium,"Reviewed: July 7, 2016",9.2,"nice staff, wonderful room, great vegan options in the hotel...",• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights,36 Reviews
607,Rena,United States of America,"Reviewed: July 6, 2016",10,Can't wait to go back,• Leisure trip• Couple• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,1 review
608,Jimeel,United States of America,"Reviewed: June 30, 2016",10,Enjoyed my stay,• Leisure trip• Couple• Deluxe Resort King• Stayed 1 night• Submitted from a mobile device,1 review
609,Rachel,Israel,"Reviewed: June 30, 2016",10,one time we asked to clean our room a little bit later when...,• Leisure trip• Group• Deluxe Resort King• Stayed 3 nights,1 review
610,Anonymous,United States of America,"Reviewed: June 28, 2016",9.6,Wifi is $20/day.,• Leisure trip• Solo traveler• Deluxe Resort King• Stayed 2 nights,1 review
611,Maria,United States of America,"Reviewed: June 28, 2016",10,The best hotel to stay while in Vegas,• Leisure trip• Couple• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,1 review
612,Joanne,United States of America,"Reviewed: June 23, 2016",10,Lived up to expectations,• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,5 Reviews
613,Andreas,Norway,"Reviewed: June 22, 2016",10,Excellent.,• Leisure trip• Couple• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,8 Reviews
614,Anonymous,United Kingdom,"Reviewed: June 21, 2016",10,Perfect place to stay in Vegas,• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,4 Reviews
615,Sam Dunne,United Kingdom,"Reviewed: June 17, 2016",9.6,Perfect Las Vegas Hotel :),• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights,4 Reviews
616,Rich and hard ,United Kingdom,"Reviewed: June 16, 2016",5.4,Expensive,• Leisure trip• Solo traveler• Deluxe Resort King• Stayed 7 nights• Submitted from a mobile device,5 Reviews
617,Idan,Israel,"Reviewed: June 12, 2016",9.6,Excellent service consciousness.,• Leisure trip• Couple• Deluxe Resort King• Stayed 6 nights• Submitted from a mobile device,6 Reviews
618,Gillian,United Kingdom,"Reviewed: June 10, 2016",10,Beautiful Hotel,• Leisure trip• Couple• Deluxe Resort King• Stayed 1 night• Submitted from a mobile device,3 Reviews
619,Lena,France,"Reviewed: June 9, 2016",9.6,a dream world out of the world,• Leisure trip• Family with older children• 3 rooms• Stayed 5 nights• Submitted from a mobile device,4 Reviews
