,0
1960,"Paying for water, which is pretty standard in most hotels these days, especially 4-5 star hotels. We even had to pay for the delivery of a kettle.
Breakfast in-suite deal was same daily. 
Eggs does not mean omelette, and wasn't vegetarian friendly."
1961,"No hot water dispenser for hot tea, etc.  I like to have a hot beverage upon awakening.  Having to get dressed and go 30+ floors before coffee is challenging."
1962,"The money was not worthy for what you get , and it coast alot. Everything you do they charge you money. We went for our honeymoon and the hotel didnt gave us nothing on the house. 
We were very disappointed!!"
1963,"The breakfast wasn't great.  They offered eggs, but if you wanted an omelet, they would only do eggs.  Even to put cheese on it would have been extra"
1964,"The breakfast was one choice and u will get bord of it, daily egg, no other choices like cereals ...etc. probably it is a way to stop ordering it looool."
1965,we got voucher for breakfast in room but we couldnt use it because their kitchen is too busy when request breakfast and we didnt get it
1966,Nothing to be honest.
1967,"2-3 hours waitting for the in-door breakfast and whole day waitting fir picking it up.
No body came to assist us toward our room and no carry our laggage.
No Buffet for meals.
Poor policy for the mini-bar."
1968,The service wasn't good. The room we booked online wasn't available and we had to make several complaints. To be fair they were dealt with very well but ideally they shouldn't have happened in the first place!
1969,Included breakfast has to be to your room although the breakfast was good you do need to order the night before to get on time
1970,"The bad experience was at arrival, we have booked a Bed & Breakfast included for 2 nights.
the staff at reception said that we could have breakfast at any facility and charge it to the room and that they had a limited amount included , if we spend more they will charge it to our credit card at check out.
On checking out the Clerck at reception informed  me that the breakfast is included if it is delivered to the room. This was totaly false because his colleague did not say the same thing. 
i ended up paying 4 breakfast and charged in full to my credit card. 
Booking.com should specify exactly what is included and what is not and i suggest that you never include breakfast with such hôtels as in Vegas because they do not have a service restaurant that provides such amnety."
1971,"Too large, too difficult to get to the hundreds of shops, restaurants and attractions it offers.  To get to anything, including pools, restaurants, shops and main lobby you are required to take two banks of elevators none of which are even remotely connected to one another. If you like walking as an exercise, you're gonna love the Venetian. Here's an odd ball dislike, we stayed in the Venetzia Tower, which is apart from the Venetian Tower. Doesn't sound confusing until you enter an elevator and have to remember which of those two buttons you should press to get where you'd like to go."
1972,"Called the night before leaving to extend out stay 3 more nights. Lady confirmed this was fine but check in the morning for new night rates. Hotel had then been sold out. not sure why she didn't reserve the room when I was happy with the rate offered the night before.
All feed back on reviews are 100% correct expect the $50 a night upgrade to a room with a view."
1973,"Slightly expensive, limited wifi coverage, didn't use any resort facilities even though paid the fee as didn't know where the gym was or the timing of operation."
1974,"The fourth floor was under construction so it made it a bit of a hassle to get to the pool, but no a deal breaker."
1975,"Based on the price I paid to stay a few nights, it gives the impression
of a 5 star hotel and I'm sure it is. But the problem is not in the
building or the quality of the furnishing etc, its in the service you
get. I truly felt better treated in 3 star hotels than I felt here. In
this hotel you pay for absolutely everything - you will feel as indeed
it is a hotel made for the lucky few who's money grows on trees.
Complimentary breakfast is of decent quality, but you will find out that
it is a specific set of ingredients that unless you like
""salty"" things in the morning, there's nothing for you.
The option is ""eggs, sausage, ham, bacon, bread, juice, coffee, hot
chocolate and tea"" - that's it. If that's not your taste,
everything else is $$$'S. oh and expect a wait time of about 60 to
90mins to get your breakfast - no exceptions, unless you order the night
before for a specific hour. I would never go here again unless its a
massively reduced special price. But if service is not an issue, you
will be blown away by the building you're staying in - that's
without a doubt."
1976,"Upon arriving at The Venetian, our bell hop was extremely rude, didn't great us or even smile. After checking in I was so excited to see our room which happened to smell like barf. . Our restroom to be exact. Our luggage was lost and  our room phone was not functioning properly. Front desk promised a manager but I never spoke to anyone. Horrible experience, and my card on file was charged two times."
1977,the majority of the restaurants are too expensive and definitely not worth it.
1978,The mandatory resort fee as with most of the strip hotels is just an added extra that you don't really get any benefit of.
1979,"Caution...we were charged for in suite refreshments, when in fact, we did not touch any of the ""treats"".  One phone call and we were immediately issued a credit against the total bill without any harassment.  Needless to say, we plan on coming back."
1980,The Venetian along with most other mega casinos on the Strip have increased their advantage by paying blackjack 6:5 instead of the traditional 3:2. gamble off the Strip for better odds.
1981,That we didn't have a view of the strip and not enough time to enjoy more of the hotel amenities
1982,The room is not as big as It seems in the picture! They just use the reflection of the window to make a illusion. And it's not as good looking as it seems to be. We have four people in the suite. But the beds are really small. Four people living in the same room is too crowded.
1983,"Takes 30 minutes to get from place to place within the hotel - very confusing to get around. When I asked if I could get mail delivered to the hotel, I was not told there would be a $7 handling fee, so that was an unpleasant surprise."
1984,No adaptor for overseas travellers to charge their phones or other appliances.
1985,"When you think of Vegas. A few points come to mind. Buffet. I looked forward to having the option to choice what to eat vs going to a restaurant undecided of what to have. Its okay if your doing things on your own. Families, is another key point. Kids don't often appeal to what adults marinade their pallets with. Suggestion; incorporate some of the non hot spot gambling areas of the casino and set up a 100/max seating space for a buffet."
1986,Needs better signs! The hotel is like a maze and due to poor signs didn't get to see all of the facilities. Also tea and coffee facitlities in the room!
1987,"They charge a Fee (resort) as other hotels in Vegas, but in others you are given a coupon book for discounts on meals and games, here only one (well certainly in bad presse cafe) coffee and a free beer if you buy other , breakfast in the room (no big deal)"
1988,"It's an absolute maze, quite corporate in that it lacks any old Vegas charm, and the food and drink is grossly overpriced ($4.50 for a croissant and $5 for a cappucino)"
1989,"We didn't like the smoking in the casino which was far too bright. We were not tempted to gamble because of this. The smoke from the casino also affected walkways to lifts, restaurants and many other facilities. At the pool area on the 4th floor we found the music far too loud to make sitting in the sun a relaxing experience."
1990,Leaving.
1991,"Blackjack tables at 6 to 5. Long walk to elevator, (obviously cannot be changed); Self parking too far away from everything. Valet service would not pull up car on the phone, you have to be present.to get your car...which in turn makes you late for meetings."
1992,"The mattress and pillows on the bed are probably the worst we ever experienced, along with the plumbing.  The sinks and tubs would gurgle at random times of the night.  If someone was taking a bath while you were taking a shower the shower would not drain and you risk a chance of it overflowing."
1993,"The WiFi was slow and didn't work sometimes, also the breakfast options were minimal.
One thing that i didn't like was in the morning every now and then the room service would come knocking on the door."
1994,hotel lobby looked very drab compared to the rest of the hotel and checking in and out was a bit of a chore.
1995,Rooms need a mini fridge for my stuff..The refreshments that the mini bar was stock with was wack....U guys should go crazy be the first. ..to have the guests customize their frig when making There reservation
1996,"I did not have a bad experience. Although I did attend Tao night club and there was a bouncer who was very rude and i don't remember his name but he didn't have to speak in a disrespectful way to those who are being nice and cooperative. It just seemed like he didn't care or want to be there, so he just shouldn't because people are spending money there and wanting to have a good time. I understand if he acted that way towards someone who was uncooperative."
1997,"Crazy trek to the guest rooms. Seriously, we had to get in one elevator, then down unbelievably long walk way to another unbelievably long walkway then into another elevator. The funny part is after we got in figured out we would pass new guests coming in with the same bewildered look on their faces. We were traveling with my father who is very able bodied, but still we had to walk him back to his room so he wouldn't get lost. I would go as far as to say this was definitely a design flaw. I would also have expected the filtration system in this high end resort to have been better...it will take me days to recover from  the nicotine exposure!"
1998,"Been wake up by Noise at 5am,like someone use tools fix wall,but it 5am! Except that, it good hotel to stay in Vegas."
1999,Paid extra for room with view of the strip but got air conditioning units none of the rooms face the strip ... However we were given a refund when we complained
2000,The design the construction quality level the decoration and finishes throughout on one hand and the way everything is happening by itself.
2001,"This hotel only cares about money. If you simply receive a shipment, you have to pay at least $10 no matter how small, plus another $10 to deliver to your room. If you touch beverages on the table outside minibar, it will automatically be charged without notifying you. Also, there was a small issue with my credit card (even though the first night was paid) they said no check in until you fix it now, so I had to call my bank while standing at front desk to fix it. We requested a crib and they didn't deliver it claiming we put a ""Do Not Disturb"" sign, which we didn't. After two days from checkout, they charged me $75 mysteriously, and when I emailed them about it, they ignored the email. Button line, customer service is not a priority with this hotel."
2002,"I was charged for many items in the mini bar and the only two drinks
taken out were coke PRODUCTs for the week I was there. So I felt really
taken advantage of. I still look back at my bill you sent and am very
disappointed that next year I will be finding another New Favorite
place to stay."
2003,The security at the main entrance and outside  the hotel were very rude. If this business is based on tourism they might want to consider other employment. Not good for business.
2004,"It is so difficult to navigate the second floor.  Even with the signs and the map, the walking was arduous and frustrating.  For your older guests, there should be more direct routes to amenities."
2005,Nothing
2006,"Not enough lighting in the room, especially the bathroom but not a major problem."
2007,I didn't win big at the casino :( other than that it was perfect!
2008,"My husband and I were guests. In the resort fee were coupons...one coupon for a 8 oz. coffee, none for my husband, and the coffee size was not the Coffee Shop's regular serving size which was 12oz. Coupons should be for both guests of the room. I thought this was a cheap gesture."
2009,The staff they are completely ride especially the last day. When checking out I waited for the bellboy for more thn 45 minutes and he didn't come. So I had to bring down 3 huge pieces of luggage by myself across the hotel which I had to be lk a very long distance and use 2 elevators.
2010,"I had to take a lot of elevators to get to my room, and it was a long walk from the suite to the parking lot."
2011,"There was almost nothing included in the resort fee. Only a free coffee which you get anyway when you gamble. For this high fee you could expect to get free access to the spa which was not the case.
A bottle of water in the room was charged with $5!"
2012,The suite I had booked especially for New Years Eve and had paid a premium rate for was not available . This was to be the highlight of our trip. We were put in another similar suite but with no view . We were very disappointed. We were then moved the next day to our suite but that was not the same.
2013,Have nothing bad to say at all.
2014,"The internet was spotty, went down a lot, and was extremely slow. This was a major problem since I was here for a trade show on business.
the restaurant Tintoretto was the worst one we ever ate at. Spaghettio's in a can taste better with no exaggeration. We loved all the restaurants in St marks sq."
2015,"Room was not cleaned in 4 days, even after complaining! 
Shower kept flooding the bathroom.
Needs some TLC to bring it up to standard. 
Long check in check out ques"
2016,"Every morning we got breakfast to the resort. It was a basic breakfast with eggs, fried potatos, and a sliced tomato.
Day 1, i was being asked on the phone how would we want our eggs. I asked for well done omletes (during pregnancy you cant eat raw eggs and you need to fry/cook them). The woman on the phone said the it wil come plain. I agreed.
I wish i would take a photo of the potatos, so i could show you how greasy they were....
My wife is pregnant, so in the first morning she couldnt stand the smell and didnt eat anything.
The second, morning we asked for well done omletes again, but to have the breakfast without any potatos. The woman on the phone said that they cant serve any omletes. I was a bit confused because the last breakfast we had, included omletes.
 She said that whoever took my order the last time should have not done this but she will do again for the last time. I agreed. I asked again to not get any potatos in our breakfast, and she agreed. We got omletes and we got it with fried potatos. I called the desk again and asked for the breakfast to be replaced and after 40 (!) minutes we got a new one. By that time ny wife lost her appetite and gave up on breakfast.
Third and last morning.  We had a flight to catch. We got up early and i called the desk to order the breakfast. This time i ordered fried aggs and asked it to be well done with no potatos. We got it pretty quickly (it was very early in the morning) and got it with no potatos, but gotpretty raw  scrambled eggs. I called the desk again, told the lady on the phone that we asked it to be well done, and that i want it to be replaced, but we are on a hurry so we need it as fast as they can. We got it after 25 minutes which is completely fine. I asked the guy who brought the breakfast if the eggs are well done, and he told me the he ensure that its well done as i asked for. As he left the room we sat down to eat the breakfast and found out that it is raw again."
2017,"Impossible to get breakfast in the room; you have to go down to the casino to have it and it's a long way.
One phone out of two was out of service.
Considering the price of the room, the overall service is not what one can expect."
2018,"Breakfast delivered late twice
Incorrect breakfast delivered
Inclusive breakfast has limited options
Check in line moved slowly"
2019,"Some very poor attitudes by security on lift patrol   Some were great whilst others were just rude and lacked interest in their job   One guy was so rude and condescending to other patrons it was disgraceful.  He appeared to enjoy his power of access to the lifts and just putting people down.  There are ways of doing your job and insulting people with a smirk on your face is not one of them!   Poor form
Also took 2 hours to change rooms when ours lost power!   2 hours for keys to come up 12 floors!!!!"
2020,"There were a lot of dust on the sofas in the rooms.Not good for someone with allergies.It was very uncomfortable for a member of our group.
The hotel need to do something about these sofas."
2021,I really  enjoyed staying there but my only concern is that on new years day all the hotels around us did not allow ppl who don't have rooms in the hotel to come in for safety reasons ... i did not see that in venetian
2022,"Housekeeping was really poor over the New Year period- they never pitched to clean the room and were full of excuses and rude when we complained
A half eaten meal was left in the corridor for two days a few doors down
The arrivals area was so chaotic when we arrived that we eventually. opted to park ourselves and handle our own bags
The resort was very congested during our entire visit- shopping is a big part of the Venetian so they didn't have the same restrictions in place on outsiders that we saw at other resorts
Cigarette smoke smell was pervasive even on the non-smoking 21st floor"
2023,No coffee maker in room to have fresh coffee. Inconvenient to go down to have a just a cup. Forced to have in room service and breakfast not as good when in a restuarant
2024,"No facility to make a cup of coffee in the room. No room in bar fridge to add personal items. Long queues for checking in and concierge desk, but was busy time of year."
2025,The rooms were poorly maintained and not cleaned properly. We had to switch to different rooms twice. Way worse than the Bellagio. We were comped the stay due to the bad experience. Would've been very unhappy if I had to pay for such hotel room. Would never stay at the Venetian again.
2026,Nothing :)
2027,"Internet was on and off all the time. Strip view (surcharge) was basically pool view, don't pay for it. Rooms are very noisy. No isolation - you can here all the cars and trucks and screams from the pool side."
2028,Nothing
2029,There is not buffet espiecialy for breakfast
2030,Having to walk through the casino with extensive smoking to get to the elevators to the room. The smoking was just too much.
2031,Nothing.
2032,Poor parking. Had to shuttle to vehicle.
2033,Access to the spa should be free. $35 per night for resort fee should be able to cover that!
2034,Smoking in casino area. Need better maps in rooms and in facilities. Very confusing to find your way around.
2035,Staff were borderline rude. Felt like they were trying to get more money out of you at every turn.
2036,Nothing.
2037,More towels for couples with kids.
2038,Smoking indoors
2039,Felt waiter at pool restaurant looked down on us.
2040,Next time I need a refrigerator and a microwave in my suite
2041,Cigarette smell in casino
2042,Bar prices
2043,The smell of cigarette smoke
2044,Bed comfy
2045,I did not like that being new to the city no one was helpful with directing
2046,It took a very long time for service to come and ended up walking my bags to the room.
2047,"the room was not cleaned, we found several marks smudges and food left around"
2048,"smell of smoke in hotel lobby and other places - only casino we have smelled cigarette smoke in in years in 
Las Vegas"
2049,Could have had a better view - otherwise the room was really nice.
2050,A few things weren't in working order.
2051,Nothing
2052,No coffee pot or keruig in room.
2053,Nothing
2054,Nothing
2055,Nothing
2056,Many pools were closed. Pool bar service extremely slow. Genius perks not granted at check-in. Old iphone dock.
2057,The smoking in the casinos
2058,Sometimes too smokey.
2059,Nothing
2060,"Smoke in the casino, but I knew that going in. - so not a huge issue."
2061,That kids couldnt play in the pool
2062,No complaints whatsoever
2063,Eating choices in hotel poor and expensive.
2064,Shame that there are no coffee making facilities in the suite.
2065,Did not like the smoking in the casino.
2066,Having to tip all the time even when you got no service
2067,Nays
2068,Everything was great!
2069,Casino was too smokey.
2070,Their was nothing I didn't like
2071,Place too big.
2072,Not thing
2073,Having to pay for bottled water in the room.
2074,the weather
2075,"I stayed for 4 days!!
I wish I could have stayed longer!"
2076,No coffe machine.
2077,"Noise from corridor, never expected it"
2078,I didn't like the mandatory resort fee.
2079,"No complimantry water
having to pass by the busy casion with luggage to get to the rooms"
2080,Noisy from rooms need more ibdulation
2081,That i had to leave
2082,Breakfast could have been included for the price
2083,Seemed dated. Toiletries were cheap
2084,Long walk from self parking through casino to front desk for checkin. R
2085,"Pool closed to early and did't like the smoke
Every expensive"
2086,"no slippers, shaving kit and other toiletries in the room - a little bit disappointing in a 5-star hotel..."
2087,"The outside gondola was closed,"
2088,Food wasn't that good. Got food from room service and the meat was a bit rubbery.
2089,"The Structure of the venation Hotel is pretty complicate, finding my room every night was adventure."
2090,resort fees
2091,Bath room towels were really dirty and no free coffee and even water was offer.
2092,Everything was perfect!
2093,No option of a use of a kettle for tea/coffee without going to the food court.
2094,Smoke in the casino.
2095,Prices of everything a bit high
2096,Nothing
2097,Room A/C was a little cold
2098,The resort fee that was charged at the hotel was higher than what was quoted on booking.com
2099,Too much traffic
2100,For $30/day resort fee the WiFi should be faster.
2101,Noodle house and buffet restaurant are not so good.
2102,Not winning in the casino
2103,The place is just too big and hard to navigate but thats just Vegas i suppose.
2104,"No microwave and coffee maker.
No room in refrigerator for personal beverages"
2105,Loved all of it. Great place to stay
2106,Losing my money...lol
2107,Smoking in casino area but all properties in Vegas are like that.
2108,Slow bar service at pool side
2109,Nothing
2110,Meiyou
2111,"Inside the room , not even have any water to drink , no kettle to make any hot drink , after I asked , it charging me $5 for it !"
2112,"no coffee machine, everything costs!"
2113,"The location isn't great, it's far too expensive. The pool wasn't open and the wifi was terrible!"
2114,Liked everything!
2115,HouseKeeping’s attitude.
2116,No tea coffee maker in the room which sucked
2117,Nothing bad to say
2118,Nothing.
2119,Room service they mixed up 2 amenities and the time was 2x what they said
2120,Everything was perfect
2121,"I won't go for the upgrade for a view of the ""Strip"" next time.  My view wasn't worth the money, but I will stay again."
2122,Nothing
2123,Cost was a little much.
2124,they charged me for things that i didn't use ! the customer service is horrible
2125,Paying for water in the room. Alcohol I understand but water I feel is harsh.
2126,"No late chekout
We paid for view and we got only view to the pool"
2127,"The view from the room, was horrible kept curtains closed."
2128,Tao staff a bit errogant.
2129,Location was ok but not as good as other hotels
2130,That there was not a coffee maker
2131,"Lack of Handicap parking.
Stair night light could not be turned off or dimmed by the customer  when not needed"
2132,No breakfast facilities even for $$$
2133,I missed a popular restaurant and fast as there are in other hotels casinos; or you have starred restaurants or cafeterias with fast food
2134,"no coffee machine in room, snacks were opened before we checked in"
2135,Cant think of anything
2136,"tao night club , looks like staff has some professional racism issues  going on there , that can ruin the whole trip . 😔"
2137,Slot machines took my money
2138,The vibe was definitely for the older crowd.
2139,"a bit expensive, but worth it"
2140,None
2141,The wifi signal  is too weak to connect the internet.
2142,"House keeping didn't give us fresh towels for showering the next morning,that was disappointing"
2143,"The cigarette smoke from the casino travels through ventilation system, sometimes could be felt in the room"
2144,Staff service
2145,"Smokey casino, restaurant prices, no view from our suite"
2146,No indoor swimming pool and it was too cold to swim outside
2147,Drinks are expensive.
2148,nothing
2149,We wish they had in room coffee maker!
2150,Everything was fine.
2151,they have charged their hotel brand water as well.
2152,Not able to boil hot water
2153,Small casino
2154,So expensive
2155,Paying for the Spa as an extra package
2156,Smoking on gambling floor
2157,Spread out so much it's easy to get lost
2158,Very happy with everything.
2159,Food too pricey
2160,"Hotel charge me extra money is very bad,"
2161,Smart Plan is not so Smart
2162,Too busy and stuff are busy too
2163,Booked a 2 queen bed room suite but given a different room for disable guest instead
2164,Never go to Tao club in the Venetian they r very rude
2165,ventilation
2166,Smoking. Signage- confusing.
2167,"No fridge in the room
No laundry room in the hotel"
2168,Staff yelling to each other down the hallway waking us up at 4.30am
2169,The staff is not friendly and they keep swiping the cards of the customers.
2170,Very bad service.
2171,Huge groups of poorly dressed trashy smokers seemed so out of place in such a lovely hotel.
2172,Casino table game Minimum.
2173,"Only complaint, there was no coffee making faclities in the room"
2174,Smell of cigarettes everywhere
2175,"Noise from air conditioners on roof, view"
2176,Nothing
2177,Very expensive food - everywhere in the resort with poor service at food outlets
2178,"room not ready , given smoky  room"
2179,Very very crowded
2180,Long wait for everything
2181,Nothing
2182,Nothing off the top of my head.
2183,food
2184,The room was a bit dated. The shower head was broken. Also some of the bathroom appliances were broken.
2185,There are some fraud stores in the building
2186,Hidden cost (resort fees) that were not mentioned in the online booking. Slow internet.
2187,Concierge
2188,No breakfast
2189,Coupons and Comps should have been explained at reception
2190,"Too crowded, long distance walks."
2191,Too big
2192,The hotel is old and smells of sigarett smoke
2193,the cleaning people make too much noise outside the room starting at 9:30 ... like an unwanted wake u call...
2194,"Room, Furniture, Service"
2195,Door man was very rude but apart from that best hotel in Vegas
2196,Housekeeping not thorough
2197,piped music everywhere!
2198,Casino Tables are $15 plus.
2199,would have liked a usable fridge in the room
2200,Bed was very hard
2201,Most of the staff was tired and put out by any request.
2202,Walking
2203,"When we upgraded our room, the price quoted was not the same as the price we ended up paying. Pretty disappointing. Will probably not go back."
2204,"a little pricey for us retired folk but
we did it anyway!!"
2205,N/P everthing
2206,There was nothing we did not like.
2207,"Clean room!!! First  Day, dust allergy sheets fourth"
2208,No bad experience
2209,Nothing
2210,Casino
2211,Expensive poor housekeeping dated casino. Wynn head and shoulders better
2212,Security guard very rude
2213,"No drinking glasses in room for 4 days, no tea/coffee making facilities in room, no seating in lobby."
2214,N/A
2215,Nothing
2216,"Air quality should be held to a higher standard. Like Aria, Bellagio...."
2217,The front desk is closely connected to the casino lobby. We have to pass the noisy place to access to our rooms.
2218,Room service costs
2219,Not enough signage for directions
2220,NA
2221,none
2222,No bad experiences
2223,No tea and coffee facilities in the room.
2224,N/A
2225,"There were no amenities in the room, we had to order them"
2226,Quiet  expensive
2227,Room smelled like food by evening
2228,10 min to get car from valet everytime
2229,"In the bathroom, there is sign of wear & tear."
2230,Expensive
2231,Nothing
2232,Everything is overpriced and not worth the money!
2233,"Didn't like the resort experience way too big, noisy and impersonal for me."
2234,Very expensive
2235,I did not like the lack of an in-room coffee maker!
2236,The room door is too hard to open with the key. The lights in restroom suddenly do not work after 11:00 pm
2237,I enjoyed my whole stay!
2238,Room far from strip
2239,Poor facility in the room
2240,Nothing
2241,Nothing
2242,Absolutely nothing
2243,They only need to use the crises card
2244,Smoky walking through the casino to get in and out
2245,I didn't like to leave
2246,room service a bit long wait though not big deal
2247,The glass top was dusty on the coffee table and the dinette glass table.
2248,No coffee maker in room and no room service
2249,Terrible cigarette smoke in and around the casino.
2250,Extremely expensive and no breakfast included
2251,"Extremely expensive
Smoking accepted in casino area"
2252,"Pity that it is still allowed to smoke on casino floor.  Smoke enters airco, in elevator ..."
2253,"cigarette smoke, walking through the casino to get to check-in"
2254,All good
2255,Room service trays from other rooms left in the corridor for over 24hrs
2256,Very bad wifi
2257,Nothing
2258,Not enough time
2259,"Cigarette smell over the cassino and lobby
Wi-fi was not good outside the room"
2260,The smell of my roommates haha
2261,All was perfect. No problems
2262,David at the central bar was not at all friendly
2263,No tea making facilities in the room.
2264,i was charged  twice for one service that was paid in cash and charged to my card and for a yougart that was not ours.
2265,our room had a foul order in it when we first arrived but they mved us to another room
2266,Nothing
2267,"Boucher coffee Cafe 's staffs are not
Friendly at all."
2268,Nothing
2269,"Far too expensive !
Not a 5 stars Hotel, i do not recommend this Hotel"
2270,Nothing
2271,All good.
2272,N/A
2273,Had asked for strip view room but was given pool side view room
2274,Not enough tidying up.
2275,Leaving :(
2276,Lost a lot of money.
2277,was not able to stay longer
2278,Call at least half an hour before check out for the bellman
2279,"not very relaxing , very busy hotel and very large (need map to get around)"
2280,Extra cost on upgrades and resort fees. Sent me to wrong room on check-in.
2281,Cost
2282,Smoke in casino
2283,"Room had some areas needing dusting.
Check in staff surly - the rest were very good."
2284,Sofa was fill with semen
2285,Nothing.
2286,hard to reach hotel rooms (net clear)
2287,Nothing
2288,Walking through the casino to get anywhere
2289,N/A
2290,Gave you the wrong room plus the rooms are complicated to locate especially floors 12 and up
2291,Nothing
2292,The pools were too crowded and the music was obnoxious
2293,Hotel is so large it takes forever to get around
2294,Missed my morning coffe in the room
2295,This place is way too expensive - in every way.
2296,The hotel was far too big and confusing to get around
2297,No complaints
2298,No objections
2299,Breakfast buffet is not offered by the hotel.
2300,n/a
2301,long wait for valet parking
2302,"Long line to check in
Take time to get your car from parking"
2303,"Except for the Grazie staff, the staf members were not that good service providers"
2304,no  free water  and  no comb in the room
2305,Nothing
2306,Nothing!
2307,"Hotel rooms could be more modern, it's 2015 not 2000 anymore."
2308,Key did not work in the door many times and called the front desk numerous times and it was never fixed.
2309,The room is lack of good view of Las Vegas and do not have enough facilities like a microwave.
2310,NO...
2311,"no amenities in room, no 24 hr gym, no coffee machine in room"
2312,No shuttle service
2313,Nothing.
2314,"The final bill is unclear. 
What is RESORT FEE, what is TAX2?
They should include an explanation of these fee, tax within the bill."
2315,I loved it all.
2316,"Staff very rude, not very helpful. In room dining wrong order and never delivered the correct order."
2317,should not state strip views as the way the hotel is built you only get a partial view of a small section if lucky.
2318,Kept getting lost.  Map of hotel would be good
2319,My only criticism is tolerance to smoking!
2320,nothing
2321,Nothing
2322,No free coffee/tea in the room.
2323,How short it was!
2324,Smoke allowed inside the hotel.
2325,Too large to find the direction
2326,Drinks very pricey
2327,Nothing
2328,The bath drained into the shower tray and water was still in the bath and the shower the next morning
2329,Smoke in the casino lingered.
2330,We spent 13000 and we got nothing belagio better
2331,"view from the room on internal streets
you have to walk miles for bkfast"
2332,No in room tea or coffee facilities
2333,"No complementary meals, extra blanket requested was uncomfortable.Pull out bed was uncomfortable."
2334,No complimentary water and so busy .
2335,Dodgy keys to the room
2336,"Guests in the room opposite were extremely noisy, ordering pizza and yelling and screaming most of the night."
2337,Room service needs work. Maybe hire more people. It took 40mins. To get a latte.
2338,"Nothing, perfect"
2339,Huge check-in line. Takes more than 20 minutes to reach the check-in counter.
2340,The flow of water in the shower could be better.
2341,Smokers.
2342,That we didn't stayed longer
2343,Very noisy up graded room never worth it
2344,Main entrance
2345,"Not very good view and hotel is a bit outdated in terms of room facilities, long check in queues but that seems to be normal for Vegas"
2346,"The suite is very spacious, but you do not have your own fridge or microwave."
2347,Pool area was too crowded.
2348,El check out.
2349,"Long lines for check in and out
Staff at vallet unhelpful when asked a question he looked like he was bothered"
2350,"Price of the room mini bar, $7 for water??"
2351,"WiFi did not work - but I got a refund of the ""resort fee"" after mentioning this at checkout"
2352,Nothing
2353,no breakfast
2354,"The noise in the corridors (hall) at night, massive lack of respect for other guests from 3am onwards"
2355,Called 3 times that the mini fridge wasn't working. Everything was at room temperature and the closest ice machine is 3 wings away.
2356,there was nothing to dislike
2357,Long lines
2358,Hotel too big. Took too long to get anywhere. Preferred the Bellagio.
2359,Nothing I can put a finger on
2360,"*too mass
*too crowded
*no exclusivity
*long queues during check in and check out"
2361,no patio in the suite
2362,there wasn't anything that we didn't like about it
2363,Ugly rooftop view from suite...
2364,Pool bill
2365,Dirty floors!!That is unacceptable for The Venetian!
2366,"No café - machine
Problematic"
2367,don't apply
2368,Not all rooms get a view
2369,The free wifi is terrible.
2370,Too crowd...
2371,A bit mucky around the pool
2372,N/a
2373,"So big that you'll get lost.... But again, it's the Venetian!"
2374,"Hotel map is not clear enough, but your stuff everywhere， always happy to tell us."
2375,My pillows were too big for me.
2376,Bed/Mattress.
2377,Too big
2378,there're too many guest and have to wait for a while to check in.
2379,not food
2380,Honestly there wasn't anything I didn't like
2381,non
2382,Check in & lobby too crowded.  Pool also too crowded with some undesirables
2383,Service in the grand Café was not great and the food was ok. I think the drinks were a little over priced at poolside.
2384,A few more food choices would have been nice
2385,Nothing
2386,Room not fully cleaned when we moved in. Someone came in later to refill the mini bar.
2387,The whaythey deal tuff
2388,"The hotel is very big, no luxury atmosfere."
2389,The price of the food in the Hotel
2390,"Breakfast included: you can't choose what to eat, it's already decided."
2391,To reach your suite you should walk arround 1Km from the lobby.
2392,"They booked much more then offered from my credit cart, payed at the end more than twice as much... Never again thanks!"
2393,"Staff communication, old furniture, delay of service"
2394,Check in desk manager very rude and interface between booking.com and the Venetian very poor.
2395,"I like to be woke up in the morning by alarm clock, not by the cleaning service lady..."
2396,Beds awful
2397,Price
2398,A fridge would have been nice.
2399,"the best hotel , is awsome"
2400,i didnt like the hidden charges like the resort fee. I ask for a adapter and they wanted to charge me 10$ for using it
2401,Too much noise in the hallways and other rooms
2402,Not enough information on hotel provided at check in had no idea where everything was.
2403,Nothing
2404,Confusing for getting your direction. But I guess it is a general problem for all big hotels.
2405,Overcrowded swimming pools
2406,Only one bathroom
2407,No complementary coffee or tea in room.
2408,Nothing
2409,The crowd: huge.
2410,...but sometime it's looks toooo plush.
2411,No tea and coffee facilities in room.
2412,Better options available on the strip at almost the same rate.
2413,No flowers in the room. No in room coffee maker!Not single bottle of drinking water in the room is complimentary.
2414,Found map of property difficult to follow.
2415,Check-in Queues
2416,Noise in hallway all night. Stairs to living room .
2417,This time I got a room with no view.
2418,Going home!
2419,Clanliness
2420,Wifi was very weak
2421,All good no issues
2422,The view from the room
2423,The spa. It needs an upgrade.
2424,Removed all dirty towels when the room was clean but didn't leave new towels.
2425,The self parking
2426,"Nothing, everything was satisfactory."
2427,Too pricey!  Need more discount in the future
2428,Takes 15 min to get to room. Its like a maze
2429,Impersonal.
2430,The price of food and drink.
2431,"There was no room in the mini fridge for our stuff, no coffee pot that was a drag"
2432,Poor responsiveness
2433,cost
2434,I don't like the tax
2435,No parasols around the swimming pool.
2436,No much facilities in the room
2437,There was no option for a buffet at the hotel.
2438,"too big, too crowdy, not worth the price"
2439,It was fab !
