,pos_review
893,Beautiful and pure luxury. Fantasy atmosphere
894,"Fantastic room, great ambience"
895,Bed was very comfortable. Suite was big and not noisy location at night.
896,Best hotel I have ever stayed in
897,Good location lovely room but cost a lot
898,- spacious and quiet suite- luxurious bathroom- super nice staff - great pools- located at the center of the strip
899,"Gondolas,restaurants and shops."
900,Restaurant Grand Lux and Burgers and Brew offered good food.
901,Fantastic room three tvs!! Clean good location
902,The feeling and quality were great.
903,"Everything was absolutely awesome, brilliant location, very friendly staff and exceptional amount of places to go!"
904,Everything
905,Great dining options on site.
906,"All staff -  security, concierges, front desk, etc, were friendly, helpful."
907,Room was big and clean
908,Perfect location mid way in vegas strip
909,The room
910,The Venetian Hotel was amazing! Everything was so luxurious and pretty. Highly recommend this for everyone!
911,Rooms were very nice and comfortable.
912,Hotel getting a little old but still good
913,"Incredible restaurants, shops and staff."
914,Amazing room! I paid an extra $45 and was upgraded to a beautiful suite overlooking the strip.
915,Everything
916,DECORE
917,The room was amazing. I would have liked a better view.
918,"The room setup, beds and service."
919,"Loved everything about this hotel, and I will definitely be going back next year. Great food, and great service."
920,Loved the rooms!  Comfortable and quiet!
921,Beautiful property
922,We had a suite it was amazing.
923,Everything
924,Very large room with very comfortable bed. Great staff!
925,Great view and the friendly staff
926,Would love to stay there again !!!!
927,People were friendly and very helpful.  Hotel was beautiful and very clean.
928,The rooms are very good comfortable.
929,"The suite was amazing and spacious! Inside the hotel there were so many things to do, St Mark's Square was definitely worth seeing."
930,"Rooms were spacious, beds are comfortable, great showers, good views."
931,"Very Huge rooms, centrally located, well equipped gym, and great swimming pools. Highly recommended!!"
932,Everything was excellent
933,absolutely everything.we loved it so much I'm trying to book for this New Years 2017
934,I love the location and how clean the property is.
935,The size of my suite and amenities.
936,Only the Room !
937,The room was beautiful! Felt very luxurious! Stayed st The Bellagio too and it was not anywhere near as nice as The Venetian in my opinion.
938,everything was excellent.
939,Hotel and bar staff couldn't have been better along with casino staff
940,Location and interior design of the room.
941,Excellent room and great location and facilities
942,Very stylish imitation of Venice
943,"Suite rooms amazing, value for money, a lot facilities around"
944,"Beautiful place, great location"
945,the suite were  of good size. very clean and comfortable. wife did no want to leave room. many good restaurants to eat at.
946,Perfect
947,Beautiful room. Impressive hotel.
948,Massive very comfortable rooms
949,staff at the front desk friendly and helpful
950,Bed
951,"Bedrooms were immaculate, and hotel was beautiful."
952,The bed was extremely comfortable and the staff was very friendly and prompt on meeting our needs. Breakfast was excellent
953,i did`t get the room i reserved one my reservation was a room with view and they did`t want to give it to me
954,Late checkout with no extra charge
955,"location,fasility.."
956,The gym and location
957,The room
958,Best property
959,Very large and luxurious for price
960,Loved the Hotel. Room was amazing. Very classy place to stay at.
961,"Great room service, attentive staff, lovely accommodations. Would definitely stay again, I got my full money's worth!"
962,"Spaciouness, luxury, location & cleanliness"
963,Comfort of hotel room and location
964,"The suit was excellent: good shower and bath, plenty of space and very comfortable beds."
965,The bed
966,Location is great. Room is clean. Staff are helpful and friendly.
967,good
968,Room was nice
969,"The property is huge and has a lot to offer.The room was spacious and was very comfortable. Also, the staff is cooperative."
970,"Great location, very good restaurants."
971,Room was fantastic
972,House keeping service
973,Staff was very friendly and professional
974, excellent service means the most to me
975,Location.
976,"Huge room, very clean, soft bed"
977,"Nice location, helpful stuff, big suite."
978,Very nice stay and great location..
979,"Awesome room, clean, easy access"
980,The suite was excellent
981,"Location, strip view."
982,Nice and clean
983,casino and food options
984,"Food court, casino, gondola ride and suite"
985,Position
986,Lovely hotel - fabulous decor. Staff were accommodating in giving my friends and I rooms near each other.
987,"Amazing hotel on the nice part of the trip, really spacious rooms & close to everything you need."
988,The rooms are spacious and light and airy.   The staff are great and it is comfortable and welcoming.
989,Loved the bed and size of room
990,Everything about the stay was amazing and wonderful !
991,Great staff
992,The room was so beautiful and comfortable.  All we needed.
993,"Great little suite, beds & pillows were soft & cozy & comfortable for a group of friends to hang out."
994,The Venetian is always a wonderful experience.
995,"Beautiful hotel, suites are amazing, great location"
996,Wonderful hotel
997,It's the Venetian so I can't say a bad word!!!
998,Pure Luxury! And the Spa!
999,"Location, decoration, comfort"
1000,Good location along the Strip. Very comfortable room and very pleasant Venetian ambiance.
1001,The room was very nice
1002,Comfortable beds
1003, big suite.
1004,Brilliant overall. Would recommend again.
1005,Very nice room and kind and helpful staff throughout the hotel
1006,Quality of property
1007,Room layout is excellent.
1008,"Suite was wonderful, roomy bathroom, comfy bed."
1009,Amazing hotel with a huge suite! Extremely clean.
1010,everything is perfect！
1011,amazing hotel with all the facilities
1012,Convinces
1013,very bigvery cleanfood is great
1014,The Rooms are beautiful and Luxurious.
1015,It was absolutely amazing never stayed anywhere like it everything about it was fab fab fab couldn't
1016,I like the size of the bed
1017,Better mattress
1018,"Excellent rooms, great location and one of the better casinos"
1019,Room was wxcellent
1020,Everything is perfect ... The best in LasVegas
1021,The suites are fabFree valet parking
1022,Stunningly amazing Architecture Great show Human Nature
1023,THE ROOM WAS PERFECT FOR MY BIRTHDAY WEEKEND WE ENJOY STAYING WITH YOU THANKS AGAIN
1024,"Room/suite was amazing(view, floor plan)! Lots of restaurants.😃"
1025,The extravagance of it .
1026,Suites were great so much room. Restaurants on property great. Housekeeping was great cleaning room when we were out.
1027,Everything!  Lovely coffee in the Bouchon cafe. Used Maverick tours to visit the Grand Canyon which was superb.
1028,"Great location, superb staff, amazing facilities"
1029,Clean hotel.
1030,Beautiful suiteGreat location
1031,Very comfortable bed and spacious room. Very nice staff.
1032,The room was more then I could ask for
1033,"The rooms were immaculate, roomly and a beautiful bath"
1034,"the room are nice and big, comfortable beds and clean."
1035,"Room, location, pool"
1036,place
1037,Magnificent Room
1038,"Great location, amazing rooms"
1039,Very elegant and clean facility
1040,Bed was excellent for a great night sleep. The gym facilities are perfect. Excellent selection of restaurants.
1041,Every thing
1042,Beds were very comfortable and elevators always fast
1043,The food was excellent. The staff was excellent.
1044,The king suite was beutiful ! The bathroom was amazing !
1045,Beautiful scenery
1046,Lovely big rooms. The hotel is stunning
1047,Close to allot of stuff and allot to do just on the grounds
1048,Everything St aff Rooms Casino Food the best
1049,The spa and healthy food restaurant Very easy to get around
1050,A button to close the shades!Best bath tub ever!Sweet shower
1051,Great room/setting.
1052,Perfect location. Every place imaginable to eat right in the hotel.
1053,Cleanness
1054,Everything
1055,Great size room. Loved the pools.
1056,Bed was comfort
1057,room size and service
1058,"the atomsphere, room service, and staff"
1059,Huge hotel
1060,Ok but little further away  from parking lot
1061,"Vast array of facilities, bars, restaurants ! Fantastic location"
1062,Everything is the best
1063,Great hotel which gets you all you need in Vegas
1064,Suite was excellent
1065,The bed was like a cloud! Nice and clean hotel.
1066,location and amenities
1067,I loved everything about The Venetian. We felt like superstars!
1068,"Beautiful clean and comfy suite, fantastic hotel"
1069,everything was first class
1070,amazing rooms friendly and efficient staff very clean good dining options at the hotel
1071,Amazing destination and resort experience. Beautiful hotel.
1072,especially the decoration
1073,Wonderful hotel in the middle of the strip.Good pools and gym. It's not all about the gambling.
1074,"Friendly check in staff, room was beautiful"
1075,"Comfort, easy to navigate to the shops and out to strip and easy to avoid the casino... Rooms are very nice, spacious."
1076,Excellent pools!
1077,Great hotel in Las Vegas. One of the best.
1078,The Decor
1079,"Comfortable bed, large room, 3 TV's"
1080,"Good facilities, great location"
1081,"Spacious room & bath, nice & comfortable. Silent room"
1082,The hotel staff facility and room was great
1083,Stayed in suite loved the bathtub and shower
1084,Amazing room. Awesome room service. Staff was extremely polite and helpful.
1085,Very convenient to the Sands Expo and luxury
1086,Hotel was out of this world and staff very good and hekpfil
1087,"Great rooms, clean, quiet. Very friendly staff."
1088,Too quality
1089,"Had a great stay, great location and a fantastic city. So glad I picked a central location"
1090,The suite dining fish and chips with buerre blanc was just first rate.
1091,nice location
1092,Staff was extremely pleasant and helpful. The hotel is lovely and the Bouchon bakery was perfect for coffee and pastry in the morning.
1093,large room，comfortable bed
1094,Gorgeous!!
1095,All seems very new and well maintained
1096,Staff went out of their way to make certain we were taken care of.  Amazing place
1097,Room
1098,"Everything was amazing!  Staff was great, beds were so comfortable"
1099," room was very clean and spacious.  Loved everything, no complaints."
1100,Room spacious pool deck gorgeous
1101,Averything
1102,Yes
1103,Fantastic hotel with amazing facilities.
1104,Everything and the room credit.
1105,"Fantastic place, couldn't ask for more"
1106,"A wonderful stay couldn't fault anything, amazing views & rooms."
1107,Room very nice. Comfy bed. Amenities nice.
1108,Top class hotel
1109,"Beautiful, luxurious"
1110,Everything. Suite was fantastic.
1111,Typical vegas feeling
1112,Casino!
1113,The room was beautiful
1114,"Beds were so comfy, rooms were amazing, felt like a movie star"
1115,excelent facilities and a prime location on the strip.
1116,Everything probably
1117,"Location, rooms andService"
1118,Everything
1119,Everything
1120,"The size of the rooms, the friendly staff, the fantastic amenities."
1121,The beds were so comfortable.....everything so clean.  We loved it!
1122,Room quality and comfort was very good
1123,"Wow, what an amazing place. It's enormous, on our fourth day we were still discovering new parts of the hotel."
1124,Customer Service Excellent staff have an excellent work ethic and want you business
1125,Ambianc is very good.
1126,The quality of surroundings
1127,Great location. Free parking. Spacious room
1128,Stayed for our honeymoon. Upgraded our room for free. Beautiful room. Felt well taken care of. Great views of The Strip and mountains.
1129,The staff was very friendly and helpful!!
1130,Everything
1131,"Location, large and comfortable room."
1132,Amazing in every way.
1133,The room seemed brand new. Extremely comfy and luxurious. A True Vegas experience at reasonable price.
1134,"Absolutely beautiful hotel, honestly couldn't fault it."
1135,"Very comfortable hotel, with a great feeling.  Courteous staff always willing to help, made for great stay.Located in centre of strip."
1136,How clean it was. I asked for an extra blanket and it was in a bag like it was new and I LOVED It. Made me feel like it was extra clean
1137,The size of the room and very accommodating staff.
1138,The room was beautiful and spacious.
1139,Suite style rooms lots of room and very well decorated
1140,Room
1141,Choices of food selection are wide
1142,The stuff
1143,The room
1144,The bed was great.  The conveniences of the resort were everything!
1145,Altogether it is a amazing hotel! We loved the place!
1146,Everything!
1147,Rooms are fantastic
1148,Great place to stay!
1149,The room was very big. So was the bathroom.
1150,"The rooms were just amazing, very comfy!"
1151,"Overall cleanliness-smudge free mirrors and doors, no refuse on the floors or empty coffee cups sitting around. Elegant  decor."
1152,Could be the best hotel on the strip
1153,Quality of the suite
1154,Bed was amazing. Staff was friendly and helpful. It was beautiful.
1155,Rooms are beautiful
1156,Amazing hotel
1157,Location
1158,Loved our suite and the bed was so comfortable. Enjoyed our stay
1159,Amazing place to stay.  Everyone was super friendly and helpful. The food at the resort is wonderful.
1160,Everything
1161,Every thing was excellent
1162,Comfy bed
1163,The rooms the view the beds where fantastic will stay there every time we come to Vegas and that is every year
1164,Spacious rooms and amazing decor and environment
1165,Great variety of outlets within the hotel complex.
1166,"The hotel is stunning, rooms are stunning, very big and comfortable.Staff very helpful."
1167,Absolute palatial hotel very secure typically huge Vegas hotel. Only down side is the location is a bit to far down the strip😁
1168,good location and spacious room.
1169,"The Casino is great, the staff"
1170,Opulent decor.
1171,Room
1172,Location
1173,"Lovely property, great amenities!"
1174,Things to do inside. The sheer quality of the place. It is breathtaking.
1175,Very good staff went over and above
1176,Beautiful hotel. Best on the strip.
1177,Very beautiful
1178,The place is beautiful
1179,Best bed ever!
1180,Everything
1181,Room
1182,Very luxurious / very good
1183,A fantastic hotel. We visited most on the strip and thought it the best
1184,Clealiness
1185,"Bedroom, bathroom, clean"
1186,"The bed, the pool, the choice of restaurants, the casino, the atmosphere."
1187,Amazing hotel in a great location. Very helpful staff who took care of everything.
1188,The room was amazing and there was so much to see and do in the hotel
1189,every thing
1190,"Location, architectural design"
1191,The pool was great. Lots of very good restaurants of any kind inside the hotel. Great atmosphere. Would come back any time.
1192,Lots of choices for restaurants
1193,Staff were extremely friendly & very helpful.. The Mexican does the best breakfast burrito of all times
1194,I really love the hotel.. very fancy.
1195,Great service from all staff
1196,The beds were wonderful.
1197,Our suite was brilliant. We couldn't believe what you get for the amount paid.
1198,Pools.  Rooms were nice
1199,Rooms were perfect
1200,"Luxurious room, location"
1201,"Friendliness of staff, huge variety of choice. Huge room, lots to do. 2 nights of fun and laughter!"
1202,"Great location, great pool, great room"
1203,Amazing place to stay. Luxurious. Perfect location.
1204,My bed
1205,Excellent suite with a view om the strip. Fantastic bed. Huge building with everything you need.
1206,"Top notch palace in Vegas
Superb location
Extremely comfortable room"
1207,"Very large and comfortable suites, and the property itself is great. Very helpful staff, lots of dining choices, and the Grand Canal is amazing."
1208,There was a nice atmosphere. It was a great location near the center of the strip and the staff was very helpful.
1209,Nice large room with separate sitting room and spacious bath.
1210,Everything especially the pillows slept for a straight 12 hours unbelievable
1211,I liked everything.
1212,The room was amazing from bathroom to beds!   Everything was great!
1213,Everything
1214,I like everything. The hotel service is great! Room service food is the best!
1215,Fabulous
1216,The room was excellent
1217,Casino and location
1218,"Absolutely everything, the hotel is Devine!"
1219,rooms are perfectly equipped
1220,Amazing suites!
1221,Location and room setup
1222,everything is good
1223,Location
1224,"Design, location, amenities, pools"
1225,Suites were fantastic
1226,"Friendly staff, perfect location, clean"
1227,"Very nice hotel, with lots of activities, shopping and dining."
1228,"huge suite, confortable beds, nice pools"
1229,The  environment  and the theme
1230,Gym was very big and fully equipped!
1231,"Everything luxury, comfy bed, swimming pool."
1232,Great room and position
1233,luxury
1234,Everything!!!
1235,Size of room
1236,Everything
1237,Bed was super comfy and the amenities were really nice
1238,Great location on the strip. Everything that wasn't located at the hotel was just a few minutes walking distance away.
1239,"The cleaning ladies, security the staff at the hotel were amazing!"
1240,Super big
1241,"The 2 TVs in the room, and the bathroom was great"
1242,"Comfortable bed, extraordinary suite...sunken living room, awesome bathroom, beautifully decorated!"
1243,Excellent position  in the town
1244,"Todo Era buenisimo, much lujo..."
1245,Very nice decorated and comfortable room. Swimming pools.
1246,All the staff met were welcoming and competent.
1247,Most things
1248,Clean and good staff
1249,Beautiful rooms. Immaculate!
1250,great staff- so helpfull in everyway
1251,"Great location, great services, very friendly and helpful staff. Would stay again"
1252,Nice big roomsGreat restaraunts and shopping
1253,Everything.
1254,"Rooms were spacious and very clean, excellent location on the Las Vegas strip and reasonably priced."
1255,Only hotel in the area with free water
1256,Very good facilities
1257,The Palazzo Spa was outstanding but a little expensive.  Venetian restaurants were outstanding too.
1258,"The room is superlative. San Marco square is a perfect reproduction of the original and the ""gondola"" is great"
1259,Best Las Vegas Strip hotel. Awesome family vacation.
1260,"Suite was spacious, well appointed, clean."
1261,beds were super comfy and location was excellent
1262,Great rooms
1263,Amazing rooms and the staff was amazing and really nice
1264,loved the room
1265,My Room was Amazing
1266,Beautiful suite which was very comfortable.
1267,Pure luxury at an affordable price
1268,Awesome place the best and cleanest in Vegas
1269,"Great hotel, luxurious suites and well looked after. Really good location on the strip, and loads of options for entertainment and food."
1270,The suites are great!!!!
1271,"Beautiful hotel, nice rooms, great location!"
1272,Massive bathroom
1273,Couldn't fault anything
1274,customer service and range of facilities
1275,In-room dining is very tasty. The room is very big and comfy. And the place by itself is amazingly
1276,Great food choice and shops!
1277,Everything
1278,Yup
1279,The shops and pleases to eat within the complex
1280,Entire resort awesome
1281,"Great poolside, incredible shopping area and nice suites!"
1282,Rooms were nice.
1283,"Ambient, location, pool, room"
1284,Rooms were very nice. Access to a lot of great restaurants
1285,Friendly staff
1286,The rooms!
1287,it is really worthy
1288,"excellent location, beautiful place"
1289,The Gondala ride
1290,Lovely decorated rooms
1291,Excellent Resort
1292,Beds excellently comfy
1293,"Perfectly clean and elegant room. Very quiet, not like in other hotels. Totally worth the money!"
1294,Amazing hotel. The staff went above and beyond to make our stay perfect!
1295,I love the comfort of the room.
1296,"Room, hotel, bathroom"
1297,The location and room interiors
1298,The massive 'standard' room.  The decor of the hotel.
1299,"Lovely large suite, bed was very comfortable."
1300,comfy bed
1301,Every thing is good
1302,Fabulous room and king size bed
1303,Beautiful room and so much to do.
1304,"The spacious, well decorated suite"
1305," the shopping mall within , the varities of resturants"
1306,Luxury Room and position
1307,"Swift arrival. Very friendly staff, even though it's a giant hotel, it feels personal."
1308,THE CLEAN OF THE HOTEL
1309,ALL
1310,"Location, services, the pools (8), dimension of the rooms, clean, entertainment in the shoppes arra"
1311,Everything was great!
1312,"Rooms Size, it's very big"
1313,Lovely spacious clean room.  Comfortable beds.  Perfect location.
1314,We loved how beautiful everything was. The rooms were big and comfortable. We would definitely stay here again.
1315,The bed was so comfortable! The service was amazing! And my suite was gorgeous!
1316,"Hotel, Italian architecture, gondolas, restaurants, shops, amenities, staff"
1317,Very luxurious and comfirtable
1318,"Not cheap but a lot of value for money, great and large suit, very friendly staff!"
1319,the location was perfect and the room also!
1320,"Everything health club , size of swimming pools ,restaurants ,shops ,ambiance everything was beautiful"
1321,Setting and location
1322,Perfection
1323,nice hotel
1324,Perfect location good poolChildren enjoy lot.
1325,Suite Bella was amazing.  We are coming back in December and March 2017.  Perfect location by elevator.
1326,- Beautiful Hotel (especially rooms and pools)- Good location- Good restaurants
1327,The bed was like a cloud! The room was luxurious and made you feel as though you were in Venice.
1328,Pool & the rooms were amazing.
1329,"Amazing room (suite), felt like royalty."
1330,Very bad service and very crowded for nothing
1331,everything was great entranc views facilities the best hotel i saw super location
1332,staff and facilities
1333,The employees were very helpfull.
1334,The Gondala Trip
1335,Loved the room and the waffles are the best.
1336,"The decoration of the hotel,,the privacy,,it was a bautiful hotel,,we liked the room and the bathroom"
1337,Easy to get around without getting lost
1338,Great location and a lot of freedom to wear Casual or small clothes throughout the hotel.Beautiful decor.
1339,Everything was outstanding
1340,the kitsch
1341,very elegant and beautifully decorated
1342,It was all perfect
1343,the hotle is too huge for me!
1344,One of the best rooms I have stayed in. Great pool area.
1345,"Amazing vibe, the king suite was amazing!"
1346,Excellent room.
1347,Asked for and got a late check-out (1 PM instead of 11 AM) ...
1348,Everything
1349,"Great location, very nice hotel, clean, kids friendly!"
1350,Beds very comfortable. Good food in hotel. Clean room.
1351,Everything was professional. Staff was approachable and helpful.  Beautiful room.
1352,"Great view from our room, loads to do inside the hotel."
1353,The hotel was like living in a dream.
1354,"Wonderful resort and hotel, beautiful decorations and pool areas.Wifi included, although not mentioned"
1355,"Clean, made welcome, looked after"
1356,Horrible oppressant a eviter
1357,The staff very friendly including security. The overall experience was excellent!
1358,Plenty of room
1359,From the check in staff were very helipful
1360,"I like the location, it's in the center of the strip."
1361,This place is beautiful. We stayed for the weekend and did not get to see the whole place. It is amazing.
1362,Lives all the comforts of the room
1363,Giant bathtub was relaxing. Bed was so comfortable. Overall great
1364,Everything
1365,"Très confortable - offre de services (shopping center , restaurants, coffee shops etc) excellente"
1366,This place has all the bells and whistles !  No need to go anywhere else.
1367,They size of them room.
1368,Nice and good hotel
1369,Everything about the hotel
1370,Suite! Luxurious.
1371,"location, room"
1372,Every thing
1373,Aces stop the Strip. Magnificent decor. Amenities and service were excellent.
1374,Fabulous stay with great aminities.
1375,Everything
1376,Expensive but worth it.
1377,Good facilities.
1378,"The grandeur, the room, location"
1379,Everything
1380,Extra large rooms
1381,the perfection that Las Vegas is noted for
1382,great location and beautiful suites
1383,Staff was great
1384,Just perfect
1385,Would like more perks😊
1386,"Almost everything was perfect ,"
1387,Great family suiteFriendly and helpful staffBeautiful scene
1388,Love everything set up 👍😀😍
1389,"Just amazing hôtel . Wow, really a little venice."
1390,Great stay. Everything is good. Upgraded to pool view room. Value for money in this area.
1391,Location but nothing special
1392,That I did not have to leave the hotel and face the scorching heat!  CC is there shops resterurants clubs spa and a nice big suite
1393,COMFORTABLE BED
1394,Very nice place! We' ll go again if we get a better offer!
1395,Blinds had a remote
1396,The room service was fair
1397,Everything
1398,Everything was awesome
1399,The best in Vegas!
1400,accommodation was excellent and restaurants varied
1401,everything is cool
1402,Entire experience!
1403,"Good location, comfort bed."
1404,Spacious room beautiful view
1405,Everything was great!!
1406,"The food court, the staff on the gambling floor was amazing very friendly"
1407,Decoration. Service is relatively faster compare to number of customers.
1408,"Bed extra comfy.  Spencer, the receptionist guy was very friendly and accommodated all our requests.  Couldn't be better."
1409,Everything
1410,Location. Foods and the architecture of hotel is amazing
1411,Room is big enough
1412,The rooms were great for families.
1413,Room
1414,We loved the bed!! Rooms are beautiful.  Lots of wonderful restaurants.
1415,the room is spacious. Special thanks to Mr. Louie for his warm reception.
1416,"This hotel was amazing! Would definitely book a room here again, but would also like to compare it to another one in Vegas on our next trip back."
1417,"The beds were very good. Very spacious suites,  The Hotel is stunning. We loved everything about it"
1418,"View was great, location too."
1419,Every thing was great.
1420,luxury hotel right in the middle of the strip
1421,The ambience of the hotel.
1422,The scenery
1423,"The architecture, ambiance, room decor and comfort were amazing"
1424,Everything!
1425,Size of room - Comfort of bed - Size of bathroom
1426,room was brilliant no faults
1427,The penthouse was fabulous and bed was so comfy
1428,Good large rooms. Good pool. Good restaurants.
1429,Resturants were generally good.
1430,Fantastic choice of swimming pools.
1431,"location, variety of facilities"
1432,Bed extra comfy and really clean rooms
1433,The confort and luxury of the spacious suites.
1434,Bed was awesome.
1435,Hotel theme..comfortably..concierge services..Interior Design like Venice city..
1436,"Atmosphere, restaurants, entertainment, energy"
1437,Location and facility
1438,Loved the rooms! The atmosphere was amazing.
1439,"location, food"
1440,The suites were very spacious for a family for 4. The separate lounge sitting area was great for relaxing.
1441,Great people
1442,Large rooms with great features.  So many dining options that are top notch.  The pool is big and you can't beat the location.
1443,Nice hotel. Big suites
1444,"Everything, will 100% be coming back!!!"
1445,The hotel is best placed to walk to all attractions
1446,low room ratecleannesscomfort and beautiful
1447,I love the bed and bath.  It was an excellent room big enough to have company.  Nice clean rooms.
1448,Exceptonial potition of the hotel
1449,room is very good!
1450,"bed and pillows were so comfortable, the whole suite was amazing"
1451,"Excellent location, beautiful rooms, great staff, and outstanding restaurants!!!"
1452,The room size was great!
1453,"I have no complaints. I was happy with service, rooms, housekeeping, staff."
1454,The confort of the bed
1455,Dediğin
1456,Great atmosphere and opulence. Loved the art and architecture. Great facilities. Central to strip and other areas.
1457,"Big and clean rooms, perfect location"
1458,Absolute luxury. Did a last minute booking so excellent value.
1459,"The bed was very comfortable! The room was spacious and quiet, The pool was very nice.."
1460,Casino
1461,GOod.
1462,We were had a perfect view of the fireworks from our room.
1463,EVERYTHING.
1464,The inside mall
1465,"It was amazing. Luxury furniture and comfortable bed,"
1466,Room size and available shops.
1467,Comfort of the suite
1468,The pool was great not too busy and had very helpful staff
1469,"Room was delightful, ease of getting shopping, dining and spa facilities. Valet parking a  real plus"
1470,"Fantastic, well appointed suites, very good location."
1471,"Very comfortable beds, great location on the strip."
1472,"Comfy bed, beautiful hotel"
1473,"The whole resort feel, tied to excellence of bedroom"
1474,Perfect location
1475,Amazing rooms! Great beds. Large size. Very comfortable and great price!
1476,"the pool, the casino, the many choices of restaurants"
1477,Will go back
1478,Everything about the Venetian made me happy.  Great spot!
1479,Perfect location on the strip.  Suites are large and very comfortable.  Great value for the price.
1480,Very nice rooms
1481,Pure luxury and affordable. All rooms are large suites and had very large comfortable bed.
1482,Excellent
1483,"Excellent Room , Facilities , Comfortable stay and Location on the Strip"
1484,Staff was great from check in to departure
1485,Everything big room comfortable bed clean bedding everyday if you want it
1486,Loved the bed and pillows!
1487,Fantastic hotel in the best location friendly helpful staff sumptuous suite
1488,The hotel is fabulous !!!!
1489,Rooms are large but more basic than photo show. Four star quality of furniture.
1490,Bed was AMAZING! The hotel is just gorgeous!!
1491,Everything!
1492,The pool area
1493,"all good no probs.sales staff at the shops a little pushy,lovely rooms,will go back"
1494,The rooms are spacious and classy. Location. Decor.
1495,Comfort and spaciousness of suite.
1496,Everything.
1497,The beds were comfy!
1498,"loved the room very much, will return"
1499,The service was amazing!! Fantastic staff and the facilities were beyond spectacular
1500,Everything couldn't fault it
1501,rooms are nice
1502,Everything
1503,Location and theme
1504,Each and every room is an amazing suite!
1505,The room was massive and to a very high standard. Check in and out was very fast and friendly
1506,The location and grandeur of the hotel was fantastic
1507,The beds were very comfortable and everything was very well kept!
1508,"Pulic House bar,good specialty beers."
1509,"Bed Comfy, room spacious, croissants to die for."
1510,Always a good hotel.
1511,We were upgraded to a suite which was wonderful.  Staff were all very nice and helpful.
1512,Most things but no umbrellas was not good
1513,"I liked the hotel credit, that was a huge bonus."
1514,A fantastic hotel!
1515,I like how the room is really large and good.Also I like how the beds were comfortable and clean!
1516,Design and thought that went into this theme hotel.
1517,Lovely comfortable bed.  The room was large with a good view over the pools.
1518,Just a first class operation. All you have to do is find your way there.
1519,"Comfortable bed, large bathroom, very pleasent staff"
1520,Nicest room I've  stayed in in Vegas. Or anywhere!
1521,"Scrambled eggs, the best!!! Cafe by the pool, brilliant, fab gym"
1522,the shops and malls attached
1523,Loved the customer service and bedroom suite!!!
1524,Everything
1525,Almost everything
1526,Everything!
1527,Everything.
1528,Best Hotel in Vegas if your reason for stay is not only gambling.
1529,location
1530,"Great service, very comfy bed and room"
1531,Venetian is always nice and huge and a city in itself.Have visited the one in Macau also.
1532,Bed very comfy and great size bedroom & bathroom.
1533,Great service! Hotel staff extremely helpful and curtious. From check in to check out. Even the valet and bellhop
1534,the room size was exactly the same as per descripted and it is comfortable.
1535,Very nice suite with a good view of the strip.
1536,"What a great hotel, friendly staff, great location, clean rooms, great pools and variety of shops and places to eat, will stay here again"
1537,Accommodation was big and spacious
1538,Bathroom.lobby.pool.
1539,Super suite that allowed us to entertain our group of friends.
1540,Everything
1541,"Everything, the room was beautiful!"
1542,"Great location, right in the middle of the strip. Casino was very nice and overall had a great time"
1543,Suite very night and Nice
1544,"Brilliant hotel, everything was exceptional.  Suites are enormous and bathroom is a treat. So many restaurants to choose from. Security very good."
1545,The amount of room there is in a suite
1546,The whole experience you can not fault this hotel
1547,-location-suite size-Hotel facilities
1548,Beautiful hotel
1549,"This hotel is absolutely amazing!!! Worth every penny, would recommend to anyone. Enjoy!"
1550,Super comfy bed
1551,Perfect service again.
1552,Very luxurious huge rooms with lounge area.
1553,Everything was perfect and much better than another big-name hotel we stayed in earlier that week in Vegas.
1554,Excellent
1555,Excellent location
1556,Fantastic like a city in a hotel 24/7
1557,Comfortable and lovely bathroom
1558,Location & luxury
1559,A highlight of our stay was walking through the canal shops for the first time.
1560,Rooms are a cut above the rest.
1561,Helpful checkin staff
1562,the room was nice
1563,The hotel facilities. The design of the hotel.
1564,"The bed was amazing, the entire hotel staff was lovely!"
1565,Bed very comfortable
1566,Everything
1567,We enjoyed it all the location the room the friendly staff it was great
1568,Extremely comfortable beds
1569,"Staff were very friendly, the room service was great."
1570,The beds were comfy and the tub was perfect. Great view of the strip..
1571,The pool is awesome the rooms are beautiful.
1572,Room was wonderful.  The bed was very comfortable and the room was also very quiet.
1573,Excellent customer service!
1574,Everything ! What a amazing place !
1575,"Staff was extremely friendly and helpful. Suite was large, nice, and clean."
1576,Everything was as expected
1577,"rooms are large, service was good!"
1578,Great architecture Good ambience
1579,"Wonderful decor, great staff, amazing facilities and shops, clean, great location."
1580,"Amazing location, good facilities"
1581,"Good location 
Large rooms"
1582,Excellent location and size of  rooms is the best!!!
1583,Fantastic hotel.
1584,Hotel is simply stunning!!!!!!!!
1585,Comfort level and location is excellent
1586,beds were amazing
1587,Easy check in and out. Large casino with multiple choices of rules.
1588,This hotel is luxurious and bonkers all at the same time with every facility you can imagine.
1589,"Really big room , great location, you have a mall and a food court... Totally recommend"
1590,amezing!!!huge room
1591,Everything is great
1592,Great beds and room facility
1593,Everything it was a lovely stay everything was just perfect
1594,Great environment
1595,Hotel was amazing from top to bottom
1596,everything was wonderful
1597,Vegas!!
1598,Suite
1599,"Rooms, not having to wait for elevators"
1600,Almost everything is perfect.
1601,"Check out stuff, concierge by booking Grand Canyon  helicopter ride!"
1602,Love it
1603,room was excellent
1604,Express check out.
1605,Staff was spectacular. Concierge group was very helpful
