,neg_review
677,"The check out process could have been more streamlined, but it falls in line with other hotels."
678,The staff. Most of the dealers at the tables were extremely non friendly and miserable. We went to many other casinos and the staff was fantastic. They were great to be around and pleasant.
679,"Just my personal preference but it is a little too far up the strip for me. It's easy to forget how vast each hotel is, and what might only appear to be 2 or 3 hotels away can easily be a 20-minute walk. The TV menu system is also slightly limited in that it doesn't give you a programme guide, just a list of channels... not that watching TV should be a high priority for anyone in Vegas anyway, so just a minor gripe!Also a word of warning that it's not cheap... a bottle of water from a juice bar by the lifts for our hotel cost $5."
680,"All very pricey, so you should expect nothing less than the luxury and service.Felt a bit ripped off by one of the restaurants at the resort but this is probably not the fault of the hotel, itself."
681,THE CHARGES FOR MOVING THE DRINKS FROM THE LITTLE REFRIGERATOR IN THE ROOM.
682,I didn't like that I paid so much for a room but couldn't even receive something as simple as complementary breakfast. Stingy.
683,Could have done without the vacuuming in the hallway at 9:30am and room service arriving at 9:50am. Thought that would have been a big no-no in Vegas!
684,"Very old. For example, Wi-fi which charged me 40 dollars per day was very slow and poor. I couldn't connect to the internet and when I called the IT dept. for help , they told me it was normal. The service was also very poor."
685,"The restaurants - Tao, Grand Luxe Cafe, Bouchon all served mediocre food which did not live up to the price tag & ambienceThe concierge was dreadful.The Tao Pool party and Tao club were low grade compared to the Wynn"
686,The only noise we heard was the opening & closing of the doors in the morning. I am not sure if this was staff ( and thus could be changed) or guests ( and as such not able to be changed).
687,"WE WERE TOLD THAT WE HAD A VEIW OF THE STRIP, SO WE PAID 38.50 A NIGHT FOR THE VEIW. THE ROOM DIDNT HAVE A VEIW SO THEY SWITCH US ONE TIME AND THE SECOND ROOM DIDNT EITHER."
688,although we chose the upgrade on booking we were offered another on arrival and our room did not have a view of anything other than buidling
689,Lack of tea and coffee tray in the room.  It was a trek and a half to find where you cold get your daily tea/coffee included in the mandatory $30 a day resort fee.  Why not be more upfront with actual cost of the suite instead of having a n obligatory add on?
690,The staff tried to sell an upgrade for rooms making it sound like the booked rooms weren't very good to try and persuade you to spend extra on an upgrade. The main pool closed at 6pm even though it was still daylight and really hot. Weren't even allowed to sit on the sun loungers as 'no lifeguard'. The pool on the 10th floor was dirty and smelly and in total shade. It's a ridiculously long way from the car park to the reception to check in. Not easy with luggage. No tea/ coffee making facilities in the room. Not even a complimentary bottle of water. (The mini bar prices were extortionate!)
691,Hallways smelt like an old ashtray on the way to my non-smoking room. You are constantly bothered by vacation property venders and makeup venders while walking thru the hotel shops. That doesn't happen in Caesars. When you say something about the venders the staff at desk simply smiles and says they will pass it along. And remember to read everything when you sign in. There is a resort fee at checkout
692,I always lose lot of money in blackjack
693,"We booked a non-smoking room with a view more than two weeks in advance. When we arrived there about 10pm, the recptionist asked us if we wanted a bigger room. We told no, we would like to have the one we booked. Then he changed to a confidential voice and told us that anyways he upgrades us because we stay for two nights and they appreciate this. We were like, well, ok. Then he even questioned us why we are not enthusiastic about his offer. After when he was talking about how great the room is, he mentioned that we can even smoke in it. We said that we want the original room then, because we hate the smell of cigarette, this is why we booked a non-smoking room. This was the point when he revealed why he ""upgraded"" us, to a bigger, but  darker, smelly, smoking room with a view to the parking lot. The room we booked through booking.com two weeks earlier was not available! The next day when we complained they changed to the original suit, which was really nice. Its a shame that we had to have a bad experience for half of our stay for this rate. Moreover they tried to trick us first to buy the upgrade. Moreover the Casino is unbearably smelly because of the smell of cigarette, but you have to go through to get to the rooms and restaurants from the reception. Unfortunatelly in all Hotel casinos we have been to in Nevada  are smoking areas. Therefore we could loose only $10, because we couldn't stay more in the cigarette smoke. :) A separated, closed area would be needed for smokers."
694,After I get back to my room at night nearly 9 pm I found the room not clean. I called them three times during two hours to send someone to clean my room and every time they say in their way then wait a while at the end she answered my call saying they closed your request then directly my response was do not send anyone I want to sleep.
695,The hotel was like a giant maze! The layout is horrible.  I had to take 3 elevators just to get to my room from valet. There is no direct path to the floors. It took 2 days to learn our way back and forth to the car.  It made us not want to leave the room. :-( .
696,Door seemed thin and could hear everything from the corridoor.
697,The eateries around the casino were not in keeping with the quality of the hotel - a bit 'fast food' which was a shame.
698,Extremely loud people in the hallway. Not the hotels fault.
699,Internet in the hotel room did not work. Spent an hour on the phone with a rep from the hotel with no resolve and spent 4 days without the promised included wifi access. Toilet broke on the second day there and took an entire day for someone to come and fix it.
700,"the valet took the car from the front and parked it. in the process he put a big 8"" scrape of yellow paint above the rear driver side wheel. it was a rental car.... i'll never let the valet at any place take my car again. the last two valet parking jobs in two hotel stays (in different states) have resulted in real problems."
701,"The noise from Tao beach pool with the base and volume far too loud.  If you were sunbathing by the pool next door, it was overpowering."
702,The resort fee was a bit surprising to us and only knew of this when we arrived at the location.  Finding our room was a challenge but then this is a large facility.
703,Restaurants were expensive
704," we didn't like being hounded by touts in the grand canal area and hotel lobby, trying to get us to visit a time-share or selling trips etc"
705," the smell of smoke was evident both in the casino and in the corridors of the guest bedrooms, which was a little off-putting."
706,Nothing at all!
707,"My wife and I were spending out 10 year anniversary at the Venetian. Upon checking in they did the usual update to try and get us to upgrade. The woman at the counter spoke very quickly and it was very loud with the number of people around. She said ""would you like to upgrade your room to a strip view for 45?"" I asked my wife and she really didn't want to, I asked the woman ""just 45?"" she said ""yes"". I figured well for 45 bucks why not we are on our anniversary.   They give me the form and asked ""sign there"". We get up to our room and what did we get for our ""strip view?"" We see the swimming pool, treasure island and the back side of the Palazzo. If you got near the glass and looked to the side you could see the strip. Again my wife was wanting to get our original room. I was still like hey we only paid 45 dollars. It was not till we left to see they charged us 50 dollars a night. After speaking with Thomas the manager what is their response? ""Well you signed the registration card"". It appears their staff who is checking you in are trained to not give you all the information because we double checked with ours and then get you to sign quickly because once you do your screwed. We have stayed at more than one hotel in Vegas and this is the first time we have been screwed over like this. Maybe this is a live and learn experience but no other hotel has done this they have all been upfront or didn't attempt to up sell. If you do decide to stay here make them explain everything in detail. I would recommend the MGM Grand over the Venetian. Maybe not as fancy looking inside but much better value for your money, just as comfortable beds and have never tried to use tricky up sale tricks."
708,"Service very poor. No housekeeping one night, no replacement toiletries or towels another night. No attention to guest services which is what i expect for the money. Would not recommend it. Very disappointing"
709,Check your bill at the check out!! I have unjustified charges on my statements and no one can justify why or what I have been charged for. 4 weeks after check out this matter is still on going.Very disappointed to end such a nice experience on a bad note.
710,The view from the room was a brick wall. And there was a mix up when we checked in whereby the total amount was taken off my debit card which I thought they wanted for ID. I was then told the money wouldn't go back into my account for 7 working days but at this point I had already paid (again) on credit card. Staff were not apologetic at all and I felt like it wasn't explained. It was a lot of money taken at the start of a 6 day trip!
711,The check in host (Alex) seemed a little snooty and un interested.
712,Na
713,"Lot of additional charges for anything you can imagine, delivery fee for water boiler 10$, no coffee in the rooms, nothing."
714,"Not a lot of complimentary goodies such as mineral wattee, kettle room were too far from lobby"
715,Would have liked a better view for the $$ paid!
716,N/A
717,I got charged beverages from the minibar that I did not take. I found out later on that this was on the bill.
718,The person that picked up our car and had to repair it very rude person
719,People smoking in the Halls of the hotel.
720,if they had added a buffet breakfast instead of takeaway box.
721,No coffee or free water in the room.
722,"They don't provide coffee maker in the room, so we can only buy coffee in the shops."
723,Nothing
724,The breakfast was so terrible
725,"Room service was unbelievable expensive, I spent $90 on 2 breakfast meals."
726,Casino treated me rough. Hahaha
727,"""Included"" breakfast was very small, not really a meal.  False advertising."
728,Nothing everything was beautiful
729,no coffee machine in the room ( with creamer not powder )
730,My view from the window
731,Nothing!
732,A little bit expensive
733,Several issues with the room but were quickly rectified.
734,no hot water in shower in evening.no coffee in the room
735,The crowds in front of the hotel.
736,"Breakfast ""Grab And Go"" (tea or coffee, cakes and fruits from the can.)  for 2 guests. But check-in was for 3."
737,Price for value
738,Didn’t have a lot of options for breakfast in the packages
739,VIEW
740,"No tea or coffe facilities in the room , shocking wifi"
741,Shops canalFood courtRestaurants
742,Las Vegas in general
743,No coffee machine in room.
744,None
745,Housekeepers rude
746,There’s no fridge or microwave to store your food.
747,Heat did not work properly.
748,Awful customer service - worst have experienced in some time.
749,"The food court staff, very rude."
750,"Hallways had a bad smell.  Other than that, everything was perfect."
751,No coffee/tea facilities in room
752,I think a stuff is a racist. He gave me a bad experiencs when I called this hotel.
753,Nothing
754,Their way of the automated mini bar was no professional and basically their rooms do not have refrigerator where we can use!!!!
755,Long walk to the room
756,No coffee pot in the room
757,Shower and towels need upgrading
758,"Can’t make tea or coffe in the room, what a waste of the dining table...."
759,Nothing.
760,location to the monorail is not ideal... so lots of walking
761,"coffee machine would have been nice,"
762,Simply none
763,Too crowd...
764,"The furnishings, particularly the couch was very tired (saggy and worn) looking and could definitely use replacing."
765,A little confusing to navigate the shops and casino
766,It is a very busy hotel with queues to check in and lots of people everywhere.
767,It’s a bit too far from the lobby to our room
768,"Noisy room, no tea or coffee facilities in the room, badly thought out layout of the TV in the bathroom."
769,No fridge
770,The staff.
771,They are very nice
772,Breakfast service
773,The breakfast was a rip off and thr resort was too crowded.
774,There wasn’t a coffee machine
775,None
776,Rude and arrogant staff ... security personnel are also rude
777,too crowded casino with too many people smoking!
778,Beware...no tea/coffee making facilities in room and no storage space in bar fridge
779,"low flow shower , no mini fridge for diet foods .   Cold room"
780,None
781,They charge me beverages fee without drink
782,northing
783,Nathing
784,everything was great
785,Check in staff can be more courteous.
786,Nothing I can think of
787,Amenities in the room were very poor to be a 5 star hotel
788,Waiter kidded us over a tip and helped himself to an extra ten dollars!
789,nothing
790,Breakfast is too simple.
791,lack of coffee machine in the room
792,"They charge an additional resort fee that covers ""extras"" such as wifi! And then the wifi was truly awful."
793,there's long walk inside to get in to the suite in venetia tower
794,Over priced!  Under served!  Will look for a different property next time.
795,Pricey
796,The Wifi password didn’t work
797,It takes me tooooooo long time walk from garage to guest room
798,Don't add Breakfast
799,Long distance to our room from lobby
800,Pool area very noisy with loud music. Need a coffee machine in the room.
801,Sands staff was extremely  helpful as well!
802,one of the trash bin in the restroom wasn't emptied.
803,"Service was very poor, treated like a number."
804,Nothimg
805,Pool super crowded
806,In dining room service
807,Point one to point two
808,So big had to wake 15 min to get to room
809,there is nothing that someone could not like.
810,The comfort of the bed
811,nothing
812,price of everything in the hotel was a little high.No coffee / tea making facilities in the room
813,Facilities such as spa were far too expensive for the service provided.
814,It was high price they could at least give up you some free entrance to clubs
815,nothing i can think of
816,"pools too crowded, not enough shades"
817,Breakfast bag included in accommodations is just coffee and pastries!!  For $300+ per night!!!  Rip off!!!
818,Food at the Chinese restaurant
819,Going home
820,Price. Fortunately I got a deal thru Adobe.
821,no breakfast or buffet
822,The noise from the pool
823,"It was wery expensive,next time i go somewhere else."
824,Not here long enough.
825,Check in and check out lines where top long.Maid service  was mediocre.
826,Every thing is ok
827,Lobster and Crab was unflavorful at  any price. And it was expensive.
828,None
829,Dim lights in room
830,breakfast
831,"The room view, you have to pay a extra 40 dollars to have view to the strip"
832,No tea or coffee making facilities. Ask for a kettle to boil water and had to pay for a delivery charge.
833,no breakfast buffet…
834,N/A
835,Nothing all was great
836,Prices ridiculous  for food and drink very good but
837,"No tea and coffee making facilities in the room, but there are plenty of places in the hotel"
838,5 star plastic silverware?????
839,"Make sure that you not move drinks in the fridge, there is sensors that make charge even if you just put your things"
840,"The pool was very noisy, busy and not very clean."
841,very expensive to eat in
842,Nothing
843,nothing
844,No fridge for own drinks
845,service and nice reception name Vanida is so helpfull.
846,Nothing
847,Nothing!
848,Liked everything
849,Very high prices for simple things eg water
850,No bottled water as standard. Most luxury hotels provide for free.
851,That I had to go home
852,Room cost a lot not to have No tea or coffee in room. No water to drink in room.
853,Room view very poor.  Found a pair of socks in bedside cabinet and an empty toilet roll holder on the toilet seat.
854,Price/night was high relative to other accommodation options
855,Hotel expensive due to time of year
856,"The hard sell of the vendors underneath the hotel,some were intimidating and quite rude"
857,Nothing
858,Wished there was a tea or coffee making facilitiy in the room
859,Nothing.
860,We missed having a coffee machine in the room.
861,Non
862,Only one decent bar that was always packed
863,Would have been nice to have tea and coffee making facilities in the suite.
864,Nothing. It was great.
865,Literally loved everything
866,DIFFICULTY IN FINDING MY WAY AROUND
867,The smell of marijana in the hallways.
868,No coffee maker in the rooms.
869,"Uncaring staff, you are nothing more than your wallet.  Beds are memory foam and sleep very hot."
870,Luggage took ages to get to our room.
871,Public area near registration desk not very comfortable.
872,door handle of the room was a bit broken
873,The valet
874,Nothing
875,WiFi is crap.
876,Nothing
877,My first time at the Venetian found it a little difficult to find my room.
878,Smoke smell in casino
879,how can you not like the Venetian!!!
880,Parking was a hassle.  The restaurants were freezing.
881,That I had to leave.
882,Had to wait an hour for our luggage to come up with 11.45 pm check in --most annoying
883,"Worst Staff, Worst Service, No hospitality. Resort fee which had zero worth the services."
884,There wasn't a buffet inside the Venetian.
885,Bit expensive
886,Nothing
887,Nothing
888,"No Christmas event, other hotels might offer more"
889,"Long walk to room, casino tight"
890,"Prices for extras are exorbitant. Then again, this is Vegas."
891,"No buffet breakfast, slow check in"
892,"vomit in the sink , staff we spoke to acted as not a big deal"
893,Service when check in
894,I would have liked package offers to go eat at different restaurants or bars.
895,not very nice people working there
896,Nothing...
897,Smoke from casino
898,Price
899,Too much walking and many elevator rides to the room and to the fitness/spa.
900,resort fee was a surprise on checkout & no kettle in room.
901,The bed was too soft and we both slid towards the middle.  It was a bit smoky for our liking.
902,Too far to travel around the casino to get to rooms. Not coffee and tea making facilities.
903,Nothing
904,The cost and too many people
905,Room floors not swept well. Food was pricey.
906,Too expensive.
907,no complains
908,No micro wave in the room and there is no room for guest stuff in the refrigerator.
909,The room card keys were difficult to operate
910,Gondola too short...I have seen the real one
911,"Too many kids.... twice I almost stepped on a toddler, babies crying cause distraction ib casino."
912,Room service food was gross and room service staff were rude
913,All the high end restaurants at the Venetian were very disappointing..
914,Price
915,Walk from check in to lifts.
916,Room facilities are a little bit old.
917,Only one little thing the shower always leak from the bottom to outside and shower mat always wet
918,location and value
919,Every thing good
920,For a 5 star hotel no coffee making facility in the room
921,More reasonably priced spa services
922,NO TEA OR COFFEE FACILITIES IN ROOM. COST $30 to get hot water to make tea.  Terrible.
923,No coffee in room
924,Was a little pricey for its size.
925,Maintainance is the restroom wasn't that good. Could see shower door handle was ugly kept.
926,There was no water in the room and only a very expensive small bottle in the mini bar
927,Price/Quality by Restaurants
928,All facility's in the Spa working.
929,Value for money
930,Food service is  disgusting
931,Had to take two elevators to get to casino. Somewhat inconvenient.
932,Nil.
933,Decor starting to age
934,No fan in the bathroom.
935,No coffee maker in room.
936,nothing
937,expensive
938,Room service just coffee was one hour
939,a little bit cold air conditioning too strongbathroom very old
940,Conference on last two days could not find anywhere to sit in restaurants as too busy
941,The Staff at Check In were rude and non interested in out stay.
942,Couldn't fault anything we had an amazing
943,It was a maze to figure out where was my room.
944,Nothing
945,Pillows and mattress
946,Phone rang 4 times at 4:30 am . Wasn't able to go back to sleep ruined my day .
947,No water or coffe machine
948,Hotel tax charge!
949,Smaller check in lines
950,No casino winnings from playing the slot machines there...😟
951,Coffee maker in the room would have been nice.
952,Need place for my bottled water😜
953,We had a few problems with the door lock but the staff worked hard to fix it AND gave us a discount
954,when we order something for room service they said all the time takes more than 1 hour. even just hot water too.
955,"When We turned the AC on , the smell inside the bedroom was terrible , so we needed to stay full time without the AC working."
956,Nothing
957,none
958,Room little bit old
959,"Bed was hard, pillows were flat."
960,Nothing
961,Food was little expensive. My kids grabbed Agee drinks from refrigerator in toom and was charged approx 80dlrs extra
962,There is not one thing that was bad.
963,Towels
964,No mini fridge in room for personal use
965,The food was excellent. The staff was excellent.
966,Cleaning service
967,Expensive.
968,The sink made a weird noise throughout the night woke me up !
969,Very rude staff room was not cleaned every day
970,Long walk to get out the hotel but it's a gorgeous walk
971,Nothing really
972,Nothing
973,Coffee maker in the room
974,They did not have the room I reserved and they charge me more than I expected
975,"Paid internet was very, very slow....you had to pay extra for decent connection."
976,Slightly confusing to navigate.
977,Price
978,Nothing
979,in room dinning is too late .
980,the smoking at the lobby level
981,The curtain is not working well. You can feel the room is too old.
982,The room
983,Furniture in room a bit dated
984,Nothing - just a bit expensive from time to time...
985,Hard to navigate at the beginning cuz property is huge
986,"View could have been better, as we over looked the roof which had all the a/c units etc on top"
987,Housekeeping service was a bit slow.
988,Love
989,The staff at the pizzeria in the food court downstairs. VERY RUDE!
990,nothing
991,Nothing
992,"casino was smokey, fast food did not taste good, poor service at one of the cafe's"
993,Nothing
994,Wifi strength not worthy of the resort fee.
995,Tight slots
996,It was all good
997,Bed could've been a little more comfortable
998,The internet was very basic with the 32. Dollar resort fee .
999,Nothing I could say bad about this hotel
1000,Nothing
1001,2.5 hours to deliver the correct type of tea.  How can you botch a tea order?
1002,not convenient for check-in without clear direction sign
1003,View was bad considering how much I was paying per night. Also the food within the casino (with the exception of the Asian Noodle Bar)!
1004,No coffee maker in room
1005,Haven't coffeepot
1006,Nothing
1007,cost
1008,Crowded
1009,Would have liked a space in the fridge I could use not just fully filled
1010,Nothing
1011,Charging for bar snacks & beverages very expensive.
1012,Nothing
1013,"No water when you arriving , no fan tea or coffee."
1014,N/a
1015,Too much smoke in the Casino. I became very congested on the second and was ready to leave.
1016,Our room was above the most god awful mechanical noise 24 hrs a day. Ridiculous
1017,Atmosphere lacking
1018,No tea making facilities - a ruse to make you purchase drinks - we bought a kettle
1019,Prices
1020,pool could do with being cleaner.
1021,Poolside cocktails are expensive whilst the drinks are free when gambling.
1022,Even though we wanted some special things because it was our honeymoon they couldn't managed to make those happen
1023,Smoke in gambling area
1024,The lighting in the room
1025,It's all good.
1026,Some hidden charges at the time of billing.
1027,"Check in was a night mare with rooms unavailable, duplicated rooms and
pass keys issued"
1028,The pull out sofa bed mattress is due for a new one - too soft and squeaky.
1029,It was a long way to our rooms!
1030,Non smoking and more sun around the pool area!
1031,"Check-in process, long file, coule have been more efficient."
1032,Hard to find fault at all.
1033,No breakfast included in the luxury suite
1034,The hotel should provide a free kettle.
1035,The hotel is very old and too expensive .
1036,No coffee in our room
1037,The staff
1038,The temperature of the room was hard to regulate.
1039,Our room (7327) was very noisy thanks to some kind of ventilator.
1040,The door closer on the room got caught every time we wanted to use it... just as well we were tall enough to push it out of the way
1041,"Only issue, no kettle for tea/coffee in room. Would be nice to not have to leave room to get a cup!"
1042,Room unavailable at check in and they didn't text to say it was.  We waited 1.5 hours then went back ourselves
1043,No coffee in room!
1044,Very easy to get lost in the casino and hotel
1045,Pillows on bed were terrible
1046,Smoke in the casino.
1047,torture  chamber   mattress I  ended up   more  comfortable  on  the   floor
1048,No coffe making facility in room unlike every other hotel in USA
1049,Internet was slow. Sinks made noise (drained in the middle of the night.
1050,"Smoke, poor wireless,  few breakfast options, resort fees don't include spa facilities"
1051,No tea/coffee making facilities in the room
1052,The wifi didn't really work in our suit
1053,Too big
1054,Very crowdedWe had constant disgusting noises from a sink in bathroom. There was definetly some issue with a plumbing
1055,Nothing
1056,Because its huge hotel we weenlost a few time..map needs to be updated
1057,"Pool to over crowded and bad location , doesn't get sun till mid afternoon , wifi signal is very poor keeps dropping"
1058,Nothing
1059,Tea and coffee maker would be good.
1060,Location
1061,"worst view, lack of amenity such as tooth blush and expensive."
1062,Someone stole from our room 3000$ in cash from our safe. And we didn't get anything or a report of what happened
1063,Like a maze to find your room.
1064,Smoking in casino
1065,The room was not clean enough
1066,Pool was dirty! White foam. A bit disgusting...
1067,Pool area was a bit crowded for sunny areas
1068,Had to move bedside table and mouldy biscuit found behind. No coffee machine in room
1069,Too many lefts to exchange to reach room
1070,The way walk to hotel elevator  its smoking area. They should have separate entrance.
1071,I loved everything
1072,Nothing
1073,Cleaning of the room
1074,Nothing
1075,It took long time to reach your roomThe AC was bad not cold enough
1076,nothing
1077,NA
1078,Smoking was allowed inside the casino.
1079,Could've won more money
1080,Nothing at all..
1081,poor lighting in room. Terrible smoke smell on casino floor.  Will not stay here again because of that
1082,No coffee in room. And paying extra for something i had already booked.
1083,Nothing.
1084,The extra charges.  Not really explained to us.
1085,Disgusting smokers
1086,Taxes + in room dining etc expensive
1087,Nothing
1088,nothing
1089,Not a full kitchenette
1090,Got lost several times when trying to fins our suite.
1091,Ice machine could have been closer.
1092,Sofa not comfortable and had stains.
1093,If I could have stayed longet
1094,Nothing I didn't like.
1095,Everything was good nothing bad to say
1096,Not there long enough
1097,I like everything
1098,Not applicable :)
1099,The view from our room was on the roof of another building.
1100,Some resident returning late at night were nosey
1101,Losing money
1102,Smoking inside
1103,"long distances between facilities to walk, crowdy hall"
1104,List of luggage upon arrival
1105,too many people. long queue
1106,Pool area very crowded
1107,Price
1108,in house restaurants were poor value for money
1109,It was not highlighted that  credit does not include the casino
1110,Some of the employers wer not in good mood
1111,Room was not cleaned up on 2 nights.  Had to call for turn down and wasn't completed.
1112,"Long wait for check in, easy to get lost, self park is not so friendly."
1113,"Swimming pool too busy, smooking and drinking allowed inside water."
1114,charge unreasonable fees pay extra money
1115,Nothing!!
1116,Access to guest lifts
1117,"AC is too high, we were freezing..."
1118,Pricey
1119,Too many people in the swimming pool!
1120,That we could not stay longer!
1121,Staff not kind and not gentle with Customers.Big confusion with payments and checkout
1122,Too large hotel. Need to walk a lot inside the hotel
1123,"needed better ventilation in bathrooms,had to walk too far to get to casino and to get to food/shoppes"
1124,No room coffee Maker other wise difficult to fault
1125,None
1126,Smoking is allowed everywhere in the casinos
1127,Nothing
1128,Took ages to get our luggage after checking in.  The room was set up for two people when we were three.
1129,"Too big, not cozy"
1130,Nothing
1131,None
1132,Shower was small
1133, bathtub did not fit two.
1134,there were no tea or coffee making facilities in the room.
1135,"Misleading upgrade rates. Check-in clerk said $25, check out charged $50."
1136,One of staff members in casino was rude. Unfortunately don't have his name..
1137,nothing
1138,The charge for Friday night was extortionate! Go midweek if you can.
1139,None
1140,The Heat
1141,"very big hotel , so lots of walking"
1142,Kettle in room
1143,Nothing
1144,Nothing
1145,The swimming pools were not enough for all the people there was
1146,No tea or coffee making facility in the rooms
1147,Not enough prompted information on tvWith events ie pool parties access to clubs etc
1148,No dress code in the casino...gangs of drunk and Half naked pool party goers running everywhere in casino and lobby.Too many thugs.
1149,Nothing. It was perfect.
1150,Confusing layout of property. Little bit longer distance to get to amenities.
1151,Room was not super clean
1152,Pools were too busy especially when they close a big one during the week. Too many people fighting for bed space.
1153,nothing
1154,very busy
1155,Too much smoking in Casino while crossing
1156,No slippers provided. No toilet brush.
1157,"Only complaint, resort fee stated online was higher at checkout so I paid more then quoted and expected"
1158,"The location of the room, to many elevators to take to get to the room."
1159,Suite furniture needs updating
1160,Hotel charges are too high when compared to other hotels. They must breakfast and offer free drinking water.
1161,Stuff always didn't close the door after service.
1162,Swimming pool had noisy music playing which was impossible to get away from.
1163,Rude staff... Unfriendly... Very old property.
1164,Nil
1165,Nothing
1166,None
1167,Nothing
1168,THE SELF GARAGE PARKING IS TERRIBLE.
1169,Nothing
1170,Extra charge for wi-fi
1171,roaches in the room crawling out from under the couch.  Had to move rooms.  Horrible experience.
1172,Nothing
1173,"Food in fridge sensored, so if you move it you get charged."
1174,Too expensive.  Cheeky to charge resort fee when rooms are so pricey.
1175,The tv didn't work in the bedroom one night
1176,Sun beds were limited and people saved them for hours at a time
1177,Room could have been cleaned better on daily tidy
1178,Baggage transfer from room to entrance took over one hour.
1179,not as good as a 5 stars french hotel
1180,charges on amazon delivery
1181,Our room was not serviced despite repeated requests.
1182,swimming pool is crowd
1183,Very difficult to say.
1184,Need nonsmoking gaming areas
1185,- Very poor WIFI connection (even with speed upgrade)
1186,Wifi wasn't great
1187,Communication of the resort fee - £30something a head!
1188,Nothing
1189,nothing
1190,room cleanliness
1191,Smoke in the casino was allot to handle for a non smoker
1192,Poor internet
1193,They called me about someone else bill. I did not like that
1194,The room Ac was so hot we stayed two nights they didn't clean the room it took the guy to bring the bags 2 hours
1195,Nothing
1196,Nothing
1197,the matraces
1198,cleanliness of the room particularly the bathroom and the condition of the towels
1199,Very busy and drinks pricey.
1200,Nothing
1201,"Could include Breakfast for the price, not very nice pool(s)"
1202,"This hotel is amazing, dont book other hotels than this,believe me."
1203,Everything was great.
1204,I found it very difficult to find my way around the hotel.
1205,No free place in the fridge
1206,Price of cookies.
1207,Nothing
1208,Expensive
1209,Drinks expensive
1210,Everything was great
1211,None
1212,"The lobby, too crowded when you check in and check out"
1213,no drinking water supply
1214,Wished for an adult only pool.  Too many kids at the pool and it closed at 8 pm
1215,Confusing entrance
1216,Nothing
1217,Wifi très faible -temps d'attente intolérable
1218,Too big for my liking. - But thats Vegas
1219,"Car park to reception very poorly signed,"
1220,Nothing
1221,doesn't include the breakfast
1222,Need new pillows on the bed in Room 33-132
1223,Could have had tea and coffe in the bedrooms!
1224,Price in shops and restaurants are expensive.
1225,Not much amenities in room.
1226,Check in took forever and rooms were not ready even after check in time
1227,Food was not that good
1228,Nothing
1229,The Pool is very small and the service is bad
1230,"Luggage takes a long time
To get down"
1231,Pricy
1232,Not things what I think of
1233,Restaurant opening time. Too early closing for a city like Las Vegas
1234,Shower head not working well
1235,Too crowded and old
1236,"It is noisy, and the lock is too old, can't open all the time."
1237,CONVENIENCE
1238,"Everything is in the right place, We like it all!"
1239,Everything was perfect
1240,Room was dusty
1241,No tea in the room.
1242,Didn't have a buffet.
1243,Problems with pool water quality resulting in pool being closed
1244,"the hotel was really so cold, about air condition system!!!"
1245,The front desk staff could be more friendly and welcoming.
1246,Long check in
1247,Service is bad
1248,Nothing
1249,Payout at Casino poor.
1250,no coffee machine in room
1251,None
1252,pool closed too early
1253,TAO Asian Bistro was overpriced for the quality of food.
1254,No buffet breakfast was a let down
1255,Nothing!
1256,N/A
1257,no free coffee or anything In room. everything you have to pay for
1258,Poor wi-fi.
1259,Stop the smoking in the casino.
1260,The room was 2 lift and 3 walkways from lobby.
1261,On check-in we would liked to have been provided with a map.
1262,more shade at pool
1263,They charge for the fitness center and wifi no matter if you use it or not. :(
1264,No personal mini fridge.
1265,Line of check in for 35 minutes..
1266,no coffee pot in the room
1267,"Pool too busy, service pool area, long walk to reach restaurants"
1268,cost
1269,I had difficulties leaving the property at time because it was so large.
1270,Room was facing golf course. Not a good view. Should of gone to b moved.
1271,there are some guests talking loud and screaming and the door doesn't keep that away effectively.
1272,My breakfast was a little over cooked.
1273,They charged me the resort fee upon leaving. Which in the booking.com overall price it stated it was included.
1274,$$$$$$
1275,Confusion between what Booking.com said and their receptionist.
1276,jacuzzi water too hot
1277,"Fair pool, and no refrigarator for the customers (not mini bar) on the suites"
1278,Staff are not helpfull or friendly . Distance from car park and the checkin7 checkout.
1279,no in room tea/coffee making facilities
1280,A coffee maker in the rooms would be good!
1281,"Noise, to be awakened by the roommate at 9 o'clock because we forgot to put on the door the sign of do not  disturb"
1282,The food
1283,Crowded swimming pools
1284,Restaurants within the Venetian were pricey.
1285,Prices of everything
1286,it was nice. only little things was there was little hair in the bath tub...
1287,leaving too soon.
1288,"The smells at the room. Disgusting, like you were cooking in the room."
1289,There was no coffee maker. The room was chilly even though air condition was off.
1290,Room was not cleaned
1291,Price
1292,Would have liked tea or coffee in the room or complimentary for guests in the lobby
1293,We told staff it was our honeymoon and nothing extra was done to make our stay special
1294,Lost my car keys and they have not turned up.
1295,"Confusing layout, and felt like a giant shopping centre.  Lacked intimate bars."
1296,Staff mislaid our bags for almost two hours on arrival.
1297,Concierge not as friendly as other staff and hidden costs when they booked tickets for us
1298,Check in could be improved but accept that this is a very large hotel.
1299,nothing
1300,No coffee and free water in the hotel
1301,Liked everything
1302,No fridge in the room.
1303,"The pool bar and juice bar were pretty expensive, but it is Vegas after all!"
1304,"- For a hotel with only suites, they aught to have coffee makers in the room"
1305,Would have liked a booklet on the hotel as found it difficult to find facilities ie. Adult pool
1306,No coffee making facilities in the room
1307,No coffe in the room
1308,Missing Tea and Coffee Maker in the room
