,Name,Nationality,Date,Score,Topic,Tags,History reviews,latitude,longitude
4996,Sami,United Kingdom,"Reviewed: September 25, 2017",7.9,Room was amazing with the view.,??Leisure trip??Travelers with friends??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,4 Reviews,55.378051,-3.435973
4997,Stephanie,United Kingdom,"Reviewed: September 25, 2017",6.7,"The Buffet was amazing, the beds were very comfortable!",??Leisure trip??Group??2 rooms??Stayed 3 nights,1 review,55.378051,-3.435973
4998,Alessandro,Brazil,"Reviewed: September 22, 2017",9.6,Fantastic!,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights,22 Reviews,-14.235004,-51.92528
4999,Simon,United Kingdom,"Reviewed: September 22, 2017",9.6,Beautiful Hotel worth the extra mile to stay in and experience,??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,3 Reviews,55.378051,-3.435973
5000,Mo,Thailand,"Reviewed: September 18, 2017",10.0,Best choice for Las Vegas,??Leisure trip??Group??Resort Double Deluxe??Stayed 3 nights,20 Reviews,15.870032,100.992541
5001,Ulmer,United States of America,"Reviewed: September 18, 2017",9.6,"An unbelievable hotel, I will go there again.",??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights,4 Reviews,37.09024,-95.712891
5002,Hanadi,United Arab Emirates,"Reviewed: September 17, 2017",9.6,A Hotel of a Kind,??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night,16 Reviews,23.424076,53.847818000000004
5003,Husain T.,Saudi Arabia,"Reviewed: September 16, 2017",3.8,"Bad hotel, be careful ",??Leisure trip??Family with young children??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,9 Reviews,23.885942,45.079162
5004,Maria,United Kingdom,"Reviewed: September 15, 2017",10.0,Vegas baby! ....I'll be back!!,??Business trip??Group??Tower Room??Stayed 4 nights??Submitted from a mobile device,4 Reviews,55.378051,-3.435973
5005,Amanda,Canada,"Reviewed: September 15, 2017",9.2,"Beautiful hotel, excellent service a 5 star!!",??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,1 review,56.130366,-106.34677099999999
5006,Lee,United States of America,"Reviewed: September 12, 2017",5.4,Not a good experience.,??Leisure trip??Solo traveler??Deluxe Resort King??Stayed 3 nights,2 Reviews,37.09024,-95.712891
5007,Jehangir,Canada,"Reviewed: September 12, 2017",7.5,The worst experience of its kind.,??Leisure trip??Family with young children??Deluxe Resort King??Stayed 2 nights,16 Reviews,56.130366,-106.34677099999999
5008,Jaap,Netherlands,"Reviewed: September 10, 2017",8.3,Nice room with great views.,??Leisure trip??Family with young children??Deluxe Resort King??Stayed 2 nights,18 Reviews,52.132633,5.291266
5009,Xiayue,Thailand,"Reviewed: September 9, 2017",9.6,I'll be back!,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,5 Reviews,15.870032,100.992541
5010,Gal,Israel,"Reviewed: September 8, 2017",3.8,Representative at check in was convincing us to upgrade the...,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,3 Reviews,31.046051000000002,34.851612
5011,Anonymous,Lebanon,"Reviewed: September 7, 2017",9.2,Don't look anywhere else. Best one in Vegas!,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,13 Reviews,33.854721000000005,35.862285
5012,Kit,Hong Kong,"Reviewed: September 6, 2017",8.8,A beautiful hotel to stay. Makes your trip in the Vegas more enjoyable!,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,11 Reviews,22.396428,114.10949699999999
5013,Mark,United States of America,"Reviewed: September 5, 2017",8.8,"Beautiful property, great restaurants",??Leisure trip??Couple??Deluxe Resort King??Stayed 4 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
5014,Malena,Germany,"Reviewed: September 4, 2017",8.8,"Nice, modern Vegas style hotel",??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights,12 Reviews,51.165690999999995,10.451526
5015,Georgi,United Kingdom,"Reviewed: September 4, 2017",7.9,"Stayed 5 nights. The hotel is nice, but not impressed by the service. Valet parking is good.",??Leisure trip??Couple??Deluxe Resort King??Stayed 5 nights??Submitted from a mobile device,17 Reviews,55.378051,-3.435973
5016,Sommar,Australia,"Reviewed: August 23, 2017",6.7,"I have been charged for the property twice, it was a shame we had to wait so long to check in",??Leisure trip??Couple??Deluxe Resort King??Stayed 4 nights??Submitted from a mobile device,5 Reviews,-25.274398,133.775136
5017,Parul,United Arab Emirates,"Reviewed: August 14, 2017",10.0,Amazing experience!,??Leisure trip??Group??Parlor Suite??Stayed 2 nights??Submitted from a mobile device,4 Reviews,23.424076,53.847818000000004
5018,nbinsaeed,Saudi Arabia,"Reviewed: August 12, 2017",9.6,One of the most luxurious hotels in Vegas,??Leisure trip??Family with young children??2 rooms??Stayed 3 nights??Submitted from a mobile device,20 Reviews,23.885942,45.079162
5019,Ingrid,Antigua & Barbuda,"Reviewed: August 9, 2017",9.6,AMAZING!!!,??Leisure trip??Family with young children??Resort Double Deluxe??Stayed 2 nights??Submitted from a mobile device,5 Reviews,17.060816,-61.796428000000006
5020,Bruce,New Zealand,"Reviewed: August 7, 2017",9.2,Wouldn't hesitate to stay here again,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights,8 Reviews,-40.900557,174.88597099999998
5021,Anonymous,China,"Reviewed: August 2, 2017",6.7,I could not get my invoice as in my requested title after I...,??Leisure trip??Family with young children??2 rooms??Stayed 2 nights,5 Reviews,35.86166,104.195397
5022,Stephen_W,United Kingdom,"Reviewed: July 29, 2017",5.8,Underwhelming given the price,??Business trip??Solo traveler??Deluxe Resort King??Stayed 1 night,4 Reviews,55.378051,-3.435973
5023,Stephen06,France,"Reviewed: July 28, 2017",8.8,Great luxury hotel,??Leisure trip??Family with young children??Panoramic View Double Deluxe??Stayed 1 night,22 Reviews,46.227638,2.213749
5024,Xiuyu,Canada,"Reviewed: July 25, 2017",5.8,Made us unhappy.,??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,1 review,56.130366,-106.34677099999999
5025,Anonymous,United Kingdom,"Reviewed: July 23, 2017",8.8,Lovely but expensive hotel,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,1 review,55.378051,-3.435973
5026,David,United States of America,"Reviewed: July 23, 2017",7.1,Staff at XS is terrible,??Leisure trip??Group??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
5027,Traveler!,United States of America,"Reviewed: July 22, 2017",7.1,Beautiful hotel!!,??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,1 review,37.09024,-95.712891
5028,Sunday,United States of America,"Reviewed: July 21, 2017",10.0,Overall great experience and plan to stay here again in the future,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights,1 review,37.09024,-95.712891
5029,Moshik,Israel,"Reviewed: July 18, 2017",7.9,Wynn is one of the best hotels I've stayed,??Leisure trip??Family with young children??Special Offer - Deluxe Resort Double - Resort Credit??Stayed 4 nights??Submitted from a mobile device,6 Reviews,31.046051000000002,34.851612
5030,Andy,United Kingdom,"Reviewed: July 14, 2017",10.0,Wow,??Leisure trip??Family with young children??2 rooms??Stayed 2 nights??Submitted from a mobile device,9 Reviews,55.378051,-3.435973
5031,Anonymous,United States of America,"Reviewed: July 5, 2017",9.6,The Wynn is a beautiful hotel and has great rooms that are...,??Leisure trip??Group??Special Offer - Deluxe Resort King - Resort Credit??Stayed 4 nights??Submitted from a mobile device,19 Reviews,37.09024,-95.712891
5032,Kelly,United States of America,"Reviewed: July 5, 2017",9.6,Beautiful hotel on the Strip,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,9 Reviews,37.09024,-95.712891
5033,Meredith,United States of America,"Reviewed: July 3, 2017",5.4,"Overrated and Rude Staff at the Wynn
",??Business trip??Group??Deluxe Resort King??Stayed 1 night,6 Reviews,37.09024,-95.712891
5034,Joseph,United States of America,"Reviewed: July 1, 2017",6.3,Really not worth it,??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,1 review,37.09024,-95.712891
5035,Natacha,United States of America,"Reviewed: June 29, 2017",10.0,Best hotel ever,??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,2 Reviews,37.09024,-95.712891
5036,Stephanie,Brazil,"Reviewed: June 26, 2017",8.3,The hotel and rooms are extremely nice and luxurious.,??Leisure trip??Group??Deluxe Resort King??Stayed 1 night,6 Reviews,-14.235004,-51.92528
5037,Olivia,United States of America,"Reviewed: June 23, 2017",10.0,STAY HERE.,??Leisure trip??Group??Resort Double Deluxe??Stayed 1 night??Submitted from a mobile device,3 Reviews,37.09024,-95.712891
5038,Robert,United States of America,"Reviewed: June 19, 2017",9.2,"Wonderful, but expensive and LOUD",??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights,46 Reviews,37.09024,-95.712891
5039,Manesha,Switzerland,"Reviewed: June 17, 2017",7.1,Wynn Vegas,??Leisure trip??Group??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,1 review,46.818188,8.227511999999999
5040,Edouard,United States of America,"Reviewed: June 15, 2017",6.3,What a colossal disappointment!!!,??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,1 review,37.09024,-95.712891
5041,Hasan,United States of America,"Reviewed: June 13, 2017",10.0,"This hotel was wonderful, the bed was like a cloud, the view...",??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,1 review,37.09024,-95.712891
5042,Matthieu,France,"Reviewed: May 29, 2017",7.9,Great hotel but comes at a price,??Leisure trip??Solo traveler??Deluxe Resort King??Stayed 5 nights,2 Reviews,46.227638,2.213749
5043,Zabata,United Arab Emirates,"Reviewed: May 23, 2017",9.6,"When in Vegas, stay at WYNN!",??Leisure trip??Couple??Tower Room??Stayed 3 nights,13 Reviews,23.424076,53.847818000000004
5044,Hanadi,United Arab Emirates,"Reviewed: May 19, 2017",8.3,"The hotel venue, the atmosphere",??Leisure trip??Group??Deluxe Resort King??Stayed 4 nights??Submitted from a mobile device,3 Reviews,23.424076,53.847818000000004
5045,Yasser,Saudi Arabia,"Reviewed: May 19, 2017",8.3,Fantastic view,??Leisure trip??Couple??Special Offer - Deluxe Resort King - Resort Credit??Stayed 1 night??Submitted from a mobile device,18 Reviews,23.885942,45.079162
5046,G's,United Kingdom,"Reviewed: May 17, 2017",10.0,Recommended by friends & just a classy friendly hotel...,??Leisure trip??Couple??Deluxe Resort King??Stayed 4 nights??Submitted from a mobile device,14 Reviews,55.378051,-3.435973
5047,Anonymous,Ireland,"Reviewed: May 16, 2017",10.0,Best hotel in Vegas. Will definitely be back.,??Leisure trip??Group??Deluxe Resort King??Stayed 1 night,15 Reviews,53.41291,-8.243889999999999
5048,Rosalia,United States of America,"Reviewed: May 14, 2017",9.2,The hotel is very pretty and clean.,??Family with young children??2 rooms??Stayed 2 nights??Submitted from a mobile device,2 Reviews,37.09024,-95.712891
5049,Sarah,Germany,"Reviewed: May 10, 2017",8.3,"Spacious room and comfortable bed, beautiful green...",??Leisure trip??Group??Deluxe Resort King??Stayed 1 night,15 Reviews,51.165690999999995,10.451526
5050,Khazrat,Russia,"Reviewed: May 8, 2017",6.7,Nice hotel with very poor service :(,??Leisure trip??Group??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,5 Reviews,61.52401,105.31875600000001
5051,Lina,Indonesia,"Reviewed: May 7, 2017",10.0,Nice hotel,??Leisure trip??Group??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,1 review,-0.789275,113.921327
5052,Fiona,United States of America,"Reviewed: May 6, 2017",7.9,"Reliable comfort, slightly spoilt by smoke and queues",??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
5053,KirstenHA,United Kingdom,"Reviewed: May 5, 2017",9.6,Beautiful Hotel with Loads to See and Do,??Leisure trip??Group??Deluxe Resort King??Stayed 1 night,25 Reviews,55.378051,-3.435973
5054,Shirley,Malaysia,"Reviewed: May 1, 2017",6.7,Mixed feelings.,??Leisure trip??Couple??Special Offer - Deluxe Resort King - Resort Credit??Stayed 3 nights??Submitted from a mobile device,5 Reviews,4.210483999999999,101.97576600000001
5055,Donna,United Kingdom,"Reviewed: April 28, 2017",7.1,I DIDN'T EXPECT TO SEE ANIMAL CRUELTY IN A VEGAN FRIENDLY HOTEL,??Business trip??Group??Deluxe Resort King??Stayed 2 nights,4 Reviews,55.378051,-3.435973
5056,Ashley,United States of America,"Reviewed: April 23, 2017",7.5,Room was very nice.,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
5057,Vee,United Kingdom,"Reviewed: April 21, 2017",9.2,"Beautiful hotel, you won't regret booking it",??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights,16 Reviews,55.378051,-3.435973
5058,Anonymous,Ukraine,"Reviewed: April 20, 2017",10.0,"Thank you, Mr. Wynn",??Leisure trip??Couple??Deluxe Resort King??Stayed 5 nights,21 Reviews,48.379433,31.16558
5059,Noe,United States of America,"Reviewed: April 18, 2017",9.6,Napoleon,??Leisure trip??Group??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,1 review,37.09024,-95.712891
5060,World,Canada,"Reviewed: April 17, 2017",8.8,"Beds were very comfortable, bathroom size was nice &...",??Leisure trip??Family with young children??Resort Double Deluxe??Stayed 4 nights??Submitted from a mobile device,8 Reviews,56.130366,-106.34677099999999
5061,Emily,Australia,"Reviewed: April 13, 2017",9.2,"Beautiful hotel, very expensive",??Leisure trip??Group??Panoramic View Double Deluxe??Stayed 3 nights??Submitted from a mobile device,2 Reviews,-25.274398,133.775136
5062,Anonymous,United Kingdom,"Reviewed: April 11, 2017",8.5,When is a King room not a King room?,??Leisure trip??Family with young children??2 rooms??Stayed 5 nights??Submitted from a mobile device,2 Reviews,55.378051,-3.435973
5063,Tim,Canada,"Reviewed: April 10, 2017",7.5,Nice resort,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights,10 Reviews,56.130366,-106.34677099999999
5064,Jaime,United States of America,"Reviewed: April 5, 2017",7.1,Racial indifference.,??Leisure trip??Family with young children??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
5065,Helen,Estonia,"Reviewed: April 5, 2017",9.6,"- Heated swimming pool
",??Leisure trip??Couple??Special Offer - Deluxe Resort King - Resort Credit??Stayed 1 night,10 Reviews,58.595271999999994,25.013607
5066,Ardiana,United States of America,"Reviewed: March 22, 2017",10.0,The spa and the European pool was everything.,??Leisure trip??Couple??Tower Room??Stayed 1 night??Submitted from a mobile device,5 Reviews,37.09024,-95.712891
5067,Tariq,Jordan,"Reviewed: March 20, 2017",9.6,"Just fabulous, but could use a bigger, better gym.",??Leisure trip??Family with young children??Tower Room??Stayed 3 nights,6 Reviews,30.585164000000002,36.238414
5068,Yosi,Israel,"Reviewed: March 18, 2017",9.6,the maintenance ofthe hotel,??Leisure trip??Family with young children??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,5 Reviews,31.046051000000002,34.851612
5069,Paul,United States of America,"Reviewed: March 7, 2017",7.5,"Food was great, great ambience",??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,8 Reviews,37.09024,-95.712891
5070,Kyle,United States of America,"Reviewed: March 7, 2017",10.0,Never left the hotel,??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night,2 Reviews,37.09024,-95.712891
5071,Bernadette,United States of America,"Reviewed: March 6, 2017",9.2,The most beautiful hotel on the strip!,??Leisure trip??Group??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,2 Reviews,37.09024,-95.712891
5072,Anonymous,United States of America,"Reviewed: February 26, 2017",9.2,The breakfast at Tableau was awesome,??Leisure trip??Solo traveler??Tower Room??Stayed 1 night??Submitted from a mobile device,3 Reviews,37.09024,-95.712891
5073,John,United States of America,"Reviewed: February 24, 2017",9.2,Great stay with just the one kick up.,??Leisure trip??Couple??Deluxe Resort King??Stayed 4 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
5074,Tyrone,Canada,"Reviewed: February 21, 2017",7.9,Mixed experience,??Business trip??Couple??Deluxe Resort King??Stayed 7 nights??Submitted from a mobile device,18 Reviews,56.130366,-106.34677099999999
5075,JHBV,United States of America,"Reviewed: February 15, 2017",10.0,Remarkable hotel; very classy and sophisticated.,??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night,3 Reviews,37.09024,-95.712891
5076,Khalid,Saudi Arabia,"Reviewed: February 15, 2017",9.2,We did enjoy our stay in the hotel,??Leisure trip??Family with young children??Special Offer - Deluxe Resort King - Resort Credit??Stayed 4 nights??Submitted from a mobile device,6 Reviews,23.885942,45.079162
5077,Anthony,United Kingdom,"Reviewed: February 7, 2017",9.6,First rate comfort nd quality,??Leisure trip??Couple??Tower Room??Stayed 3 nights??Submitted from a mobile device,16 Reviews,55.378051,-3.435973
5078,Soltanzadeh,United States of America,"Reviewed: February 6, 2017",4.6,Overall I had a very disappointing stay I was excited for staying at the Wynn Hotel but it turned ou,??Leisure trip??Solo traveler??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
5079,Mogic,Australia,"Reviewed: February 5, 2017",3.8,Say no to Wynns,??Leisure trip??Solo traveler??Deluxe Resort King??Stayed 1 night,2 Reviews,-25.274398,133.775136
5080,Kelly,United States of America,"Reviewed: January 30, 2017",10.0,Beautiful hotel with lots to do!,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights,4 Reviews,37.09024,-95.712891
5081,Anonymous,Canada,"Reviewed: January 30, 2017",10.0,Beautiful modern hotel at the end of the strip,??Business trip??Couple??Deluxe Resort King??Stayed 1 night,24 Reviews,56.130366,-106.34677099999999
5082,Stacie S,United States of America,"Reviewed: January 27, 2017",9.2,Love the Wynn and Encore,??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night,14 Reviews,37.09024,-95.712891
5083,Taylor,Canada,"Reviewed: January 24, 2017",7.9,Wynn gave worst customer service of my life,??Leisure trip??Group??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,1 review,56.130366,-106.34677099999999
5084,Miguel,Portugal,"Reviewed: January 22, 2017",10.0,"Best value/quality, Great environment, I live all year...",??Business trip??Solo traveler??Deluxe Resort King??Stayed 4 nights,6 Reviews,39.399871999999995,-8.224454
5085,Nakano,United States of America,"Reviewed: January 20, 2017",7.1,wynn is a beautiful hotel.,??Leisure trip??Family with young children??Panoramic View Double Deluxe??Stayed 3 nights,5 Reviews,37.09024,-95.712891
5086,Oshin,United States of America,"Reviewed: January 16, 2017",9.2,Wonderful place and very clean,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
5087,Claire,United Kingdom,"Reviewed: January 15, 2017",9.2,Location is excellent if you only have a few days and want...,??Leisure trip??Couple??Panoramic View Deluxe??Stayed 2 nights??Submitted from a mobile device,5 Reviews,55.378051,-3.435973
5088,George,Australia,"Reviewed: January 14, 2017",10.0,All Glitter and Sparkle,??Leisure trip??Couple??Panoramic View Deluxe??Stayed 6 nights??Submitted from a mobile device,18 Reviews,-25.274398,133.775136
5089,Rick,South Africa,"Reviewed: January 10, 2017",9.2,"Fantastic stay, great facility",??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights,7 Reviews,-30.559482,22.937506
5090,Li,United States of America,"Reviewed: December 31, 2016",10.0,A perfect place for a family stay in Las Vegas!,??Leisure trip??Family with young children??Deluxe Resort King??Stayed 4 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
5091,Farinoosh,Canada,"Reviewed: December 31, 2016",9.2,I say yes to Wynn,??Leisure trip??Family with young children??Deluxe Resort King??Stayed 4 nights??Submitted from a mobile device,1 review,56.130366,-106.34677099999999
5092,Zahra,United States of America,"Reviewed: December 28, 2016",5.4,Staff behavior was terrible.,??Leisure trip??Family with young children??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
5093,Maria,Russia,"Reviewed: December 28, 2016",8.3,"Great hotel, the best in Las Vegas I would say.",??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,7 Reviews,61.52401,105.31875600000001
5094,Hsien-mei,United States of America,"Reviewed: December 26, 2016",5.8,Not a children friendly resort,??Leisure trip??Family with young children??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,1 review,37.09024,-95.712891
5095,Darlene,United States of America,"Reviewed: December 23, 2016",6.7,The room was excellent!,??Leisure trip??Couple??Special Offer - Deluxe Resort King - Resort Credit??Stayed 1 night??Submitted from a mobile device,2 Reviews,37.09024,-95.712891
5096,Jaime,Mexico,"Reviewed: December 8, 2016",7.9,Excellent choice of restaurants!,??Leisure trip??Couple??Deluxe Resort King??Stayed 4 nights??Submitted from a mobile device,3 Reviews,23.634501,-102.552784
5097,Fred,United States of America,"Reviewed: December 8, 2016",7.9,Unless you gamble they do their best to make sure you over pay for everything.,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights,1 review,37.09024,-95.712891
5098,Jeremiah,United States of America,"Reviewed: December 5, 2016",5.4,Very bad experience at Wynn Hotel,??Business trip??Couple??Deluxe Resort King??Stayed 2 nights,2 Reviews,37.09024,-95.712891
5099,Yoojin,United States of America,"Reviewed: November 30, 2016",9.6,One of the awesome hotel experience that I had!,??Leisure trip??Group??Deluxe Resort King??Stayed 1 night,3 Reviews,37.09024,-95.712891
5100,Cathy,United States of America,"Reviewed: November 28, 2016",10.0,Best hotel in Vegas!,??Business trip??Couple??Deluxe Resort King??Stayed 7 nights??Submitted from a mobile device,2 Reviews,37.09024,-95.712891
5101,Zee,United Arab Emirates,"Reviewed: November 27, 2016",7.5,The hotel is amazing!,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,7 Reviews,23.424076,53.847818000000004
5102,Mitch,United States of America,"Reviewed: November 20, 2016",8.3,Beautiful hotel close to shopping and entertainment,??Leisure trip??Couple??Panoramic View Double Deluxe??Stayed 2 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
5103,Rose,United Kingdom,"Reviewed: November 9, 2016",3.3,Rude staff who herd you about like cattle and shout at you,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,4 Reviews,55.378051,-3.435973
5104,James,Canada,"Reviewed: November 2, 2016",9.6,A diamond in vegas,??Leisure trip??Family with young children??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,4 Reviews,56.130366,-106.34677099999999
5105,Yanxin,China,"Reviewed: November 1, 2016",9.6,Great experience at reasonable price,??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night,3 Reviews,35.86166,104.195397
5106,Dain,United States of America,"Reviewed: October 31, 2016",7.5,The hotel was beautiful and set up nicely.,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights,1 review,37.09024,-95.712891
5107,Jo,United Kingdom,"Reviewed: October 31, 2016",9.6,Excellent hotel but you do need plenty of money .,??Leisure trip??Couple??Deluxe Resort King??Stayed 4 nights??Submitted from a mobile device,11 Reviews,55.378051,-3.435973
5108,Humaid,United Arab Emirates,"Reviewed: October 31, 2016",9.6,Amazing resort.,??Leisure trip??Couple??Tower Room??Stayed 3 nights??Submitted from a mobile device,16 Reviews,23.424076,53.847818000000004
5109,Cherokee,United Kingdom,"Reviewed: October 30, 2016",8.8,David & Cherokee - 4 days at the Wynn Vegas,??Leisure trip??Couple??Deluxe Resort King??Stayed 4 nights??Submitted from a mobile device,2 Reviews,55.378051,-3.435973
5110,Scott,United States of America,"Reviewed: October 28, 2016",10.0,Wynn is a win!,??Leisure trip??Couple??Special Offer - Deluxe Resort King - Resort Credit??Stayed 1 night??Submitted from a mobile device,1 review,37.09024,-95.712891
5111,Charlene,United States of America,"Reviewed: October 25, 2016",7.1,"Exceptionally beautiful room, Very comfortable bed. Eat elsewhere or pay $ 19.20 for one bagel!!",??Leisure trip??Group??Special Offer - Deluxe Resort King - Resort Credit??Stayed 2 nights,1 review,37.09024,-95.712891
5112,Elizabeth,United Kingdom,"Reviewed: October 19, 2016",7.1,"Too expensive to 'Wynn' me over! You Wynn some, you lose some!!",??Leisure trip??Couple??Deluxe Resort King??Stayed 4 nights,4 Reviews,55.378051,-3.435973
5113,Hassan,United Kingdom,"Reviewed: October 19, 2016",10.0,"Amazing hotel, staff and restaurants.",??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights,6 Reviews,55.378051,-3.435973
5114,??,Israel,"Reviewed: October 18, 2016",4.6,A disappointing experience,??Leisure trip??Group??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,5 Reviews,31.046051000000002,34.851612
5115,doukimo,United States of America,"Reviewed: October 17, 2016",8.8,"Very nice facilities, rooms, safe access to elevator.",??Leisure trip??Group??Deluxe Resort King??Stayed 2 nights,2 Reviews,37.09024,-95.712891
5116,Don,United States of America,"Reviewed: October 17, 2016",9.2,Great stay.  We will be back,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
5117,Christine,Australia,"Reviewed: October 16, 2016",9.2,Great place,??Leisure trip??Couple??Deluxe Resort King??Stayed 6 nights??Submitted from a mobile device,4 Reviews,-25.274398,133.775136
5118,Randall,United States of America,"Reviewed: October 10, 2016",9.2,Incredible place in Vegas - Wish I could afford to come more often,??Leisure trip??Couple??Deluxe Resort King??Stayed 4 nights,1 review,37.09024,-95.712891
5119,Julian,United Kingdom,"Reviewed: October 9, 2016",7.9,Glad to have been. Never again.,??Leisure trip??Group??Deluxe Resort King??Stayed 4 nights??Submitted from a mobile device,9 Reviews,55.378051,-3.435973
5120,Stefanie,United States of America,"Reviewed: October 4, 2016",6.3,It was a nice atmosphere and the rooms were nice,??Business trip??Couple??Deluxe Resort King??Stayed 4 nights,1 review,37.09024,-95.712891
5121,Onno,Netherlands,"Reviewed: October 1, 2016",6.3,"Room with a view and gadgets, pool-area and decorations in...",??Leisure trip??Couple??Panoramic View Deluxe??Stayed 2 nights??Submitted from a mobile device,17 Reviews,52.132633,5.291266
5122,Keith,United Kingdom,"Reviewed: September 23, 2016",9.6,What a fabulous place,??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night,18 Reviews,55.378051,-3.435973
5123,Anonymous,United Kingdom,"Reviewed: September 23, 2016",7.9,Room location crucial for experience,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights,2 Reviews,55.378051,-3.435973
5124,Thenayan,Saudi Arabia,"Reviewed: September 17, 2016",8.8,"The place, room, and staff are really amazing",??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,10 Reviews,23.885942,45.079162
5125,nazm10,Qatar,"Reviewed: September 8, 2016",8.8,Good Location,??Leisure trip??Family with young children??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,12 Reviews,25.354826,51.183884
5126,Zen,Singapore,"Reviewed: September 5, 2016",9.6,Awesome location and worth the stay,??Leisure trip??Solo traveler??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,9 Reviews,1.352083,103.819836
5127,Jeremy,United States of America,"Reviewed: September 3, 2016",10.0,Nicest hotel on the strip hands down!,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
5128,Aurimas,United States of America,"Reviewed: August 31, 2016",10.0,Wonderful stay !,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,2 Reviews,37.09024,-95.712891
